RA_ICRS,DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,e_BPmag,e_RPmag,BP-RP,EDR3Name,_x,_y,e_BP-RP
117.49589867451,-61.20598747405,2.5264,0.1475,12.601,-4.645,0.205,11.714,0.155,18.7443,0.003424,0.07585,0.012102,2.89969,Gaia EDR3 5289384441299360896,-0.7318984888565659,-0.9638063475462574,0.07680938031256339
117.39711253347,-61.13623895507,2.677,0.1792,12.771,-4.666,0.226,11.889,0.201,18.9861,0.003464,0.078948,0.010002,3.18542,Gaia EDR3 5289387984649526656,-0.6636673829657572,-1.013600409325792,0.0795790594817506
116.74419297037,-61.30698446326,2.5794,0.1697,12.574,-4.048,0.213,11.905,0.223,18.8195,0.003528,0.063335,0.012426,2.93082,Gaia EDR3 5289390282453079552,-0.8459176328070851,-1.3214006587681184,0.06454244883020786
116.75103034075,-61.2580334861,2.4779,0.0099,12.332,-4.153,0.013,11.611,0.012,12.2249,0.002765,0.002917,0.003806,0.793582,Gaia EDR3 5289391729859876096,-0.7968676940873786,-1.3201727339461518,0.004795260681130902
116.91246032747,-61.24323248164,2.6048,0.0906,12.31,-5.073,0.125,11.216,0.114,17.297,0.003031,0.017801,0.006356,2.44116,Gaia EDR3 5289392313975460096,-0.7789268663959461,-1.2431922355345495,0.018901701960405578
116.87434977584,-61.14515763343,2.3857,0.0212,11.426,-3.208,0.026,10.966,0.025,13.3375,0.002976,0.004933,0.004883,1.02745,Gaia EDR3 5289396608943061888,-0.6816490481488579,-1.2654375057079832,0.00694105020872202
116.85481618515,-61.05641622528,2.4453,0.0153,12.43,-3.737,0.018,11.855,0.018,14.6026,0.002774,0.00338,0.003898,1.32793,Gaia EDR3 5289398395649187328,-0.5933497450137095,-1.2784321458836243,0.005159341430841731
117.15269961049,-61.13986712331,2.3576,0.0311,11.663,-3.615,0.039,11.088,0.042,16.029,0.002898,0.005749,0.004647,1.82648,Gaia EDR3 5289398807966077952,-0.6712839406822051,-1.1313905783665221,0.00739226690535454
117.22916155936,-61.13417914681,2.4658,0.0109,12.305,-4.251,0.013,11.547,0.014,13.5427,0.002819,0.003495,0.004098,1.06611,Gaia EDR3 5289399147265373184,-0.6643036055460073,-1.0947031994108223,0.005385965930081623
117.1863945027,-61.10988884554,2.3803,0.0416,12.496,-4.187,0.051,11.773,0.055,15.7765,0.002901,0.008829,0.005791,2.03854,Gaia EDR3 5289399426441380992,-0.6407461672930805,-1.1161932729473232,0.010558736761563856
117.27096857278,-61.07074833108,2.4367,0.0285,11.989,-4.236,0.036,11.216,0.036,15.8356,0.00289,0.005547,0.004505,1.7394,Gaia EDR3 5289399598240098176,-0.6002152319023539,-1.0766850406831194,0.00714592429290991
117.2393108605,-61.05056921597,2.2167,0.1412,12.099,-4.008,0.168,11.416,0.163,18.5553,0.003259,0.067848,0.009601,2.83671,Gaia EDR3 5289400422874057088,-0.5805692350899121,-1.092684674302061,0.06852393964885557
117.37063919055,-61.00351806219,2.3695,0.0129,11.791,-3.771,0.016,11.172,0.016,13.6511,0.002816,0.003456,0.00408,1.03386,Gaia EDR3 5289401311928879872,-0.5314198918662698,-1.0306761961383624,0.005346993173737928
117.24849973036,-61.00616027895,2.3701,0.0135,11.384,-3.826,0.017,10.722,0.018,14.0408,0.002806,0.003493,0.004093,1.12011,Gaia EDR3 5289402243940196352,-0.5360311330869395,-1.0897614210435222,0.005380864057007945
117.32909901478,-60.95501042679,2.3089,0.1528,11.98,-4.784,0.192,10.983,0.173,18.5236,0.003441,0.077748,0.010512,3.06132,Gaia EDR3 5289402411441434368,-0.48359372224987307,-1.0524048843799343,0.07845542459256721
117.06708448025,-61.02177395028,2.5693,0.026,12.601,-3.93,0.032,11.973,0.033,15.5648,0.002976,0.005548,0.005055,1.67417,Gaia EDR3 5289403480890510720,-0.554764673357105,-1.177063385818066,0.007505553210789994
117.33236026513,-60.94769012844,2.4239,0.036,12.249,-4.501,0.05,11.392,0.04,16.1231,0.003104,0.007073,0.005131,1.87464,Gaia EDR3 5289405748633313024,-0.4762248082046954,-1.0510638043881118,0.008738105629940623
117.30085757342,-60.8515483646,2.6416,0.1119,12.461,-3.905,0.144,11.833,0.127,18.207,0.003069,0.041245,0.007634,2.73563,Gaia EDR3 5289407153085531392,-0.3806384937878923,-1.0695689916696318,0.04194553588881658
115.66975963768,-61.46216043277,2.0892,0.0944,12.416,-4.036,0.146,11.741,0.116,17.9874,0.003095,0.039197,0.005982,2.84196,Gaia EDR3 5289408871073549312,-1.0266983027358927,-1.8275456399753593,0.03965084025591387
116.09535236232,-61.16868324282,2.4414,0.0669,12.465,-4.143,0.095,11.756,0.094,17.6971,0.003066,0.036508,0.006159,2.84812,Gaia EDR3 5289422310026950784,-0.7223801709115582,-1.6397650405038915,0.03702387533740897
116.31434995425,-61.1047405581,2.5099,0.0271,12.716,-3.675,0.032,12.174,0.038,15.7957,0.002859,0.004443,0.00436,1.76489,Gaia EDR3 5289423306459408000,-0.6532133733485925,-1.537391327091022,0.006224937670370684
116.26338985002,-60.92253729721,2.328,0.1291,13.36,-3.835,0.159,12.798,0.181,18.5497,0.003253,0.067195,0.01463,2.6661,Gaia EDR3 5289438111209704960,-0.4724100295737079,-1.570964597813588,0.06876921495116838
116.48845708729,-61.08792363722,2.3183,0.1625,12.147,-3.772,0.176,11.546,0.199,18.7913,0.003558,0.108114,0.02173,2.94797,Gaia EDR3 5289444059741410944,-0.6324492921227993,-1.4541244081970675,0.1102761528890086
116.48817990191,-61.08726103203,2.4152,0.0262,12.062,-4.266,0.031,11.283,0.033,15.7297,0.002977,0.006351,0.005241,2.04864,Gaia EDR3 5289444059741411072,-0.6317934456035341,-1.4542886749954484,0.008234274831459052
116.71353792735,-61.0087567154,2.4214,0.1847,12.447,-4.662,0.201,11.542,0.21,18.864,0.003497,0.10579,0.012083,2.86649,Gaia EDR3 5289445979589601536,-0.5485507395425766,-1.3487680833068012,0.10647780514736392
117.08221823226,-60.93388933834,2.4272,0.1064,11.964,-4.582,0.143,11.052,0.121,18.1541,0.003085,0.056985,0.009902,2.66554,Gaia EDR3 5289451962481376000,-0.46666303432796197,-1.1729698242890891,0.05783891275776197
117.17858446384,-60.87435352226,2.4408,0.054,12.229,-3.804,0.069,11.623,0.073,17.0256,0.002955,0.01585,0.004858,2.26102,Gaia EDR3 5289453607451767168,-0.40547518399272503,-1.1282853278354537,0.016577776207923667
117.23573140639,-60.85328416907,2.5193,0.1409,10.877,-4.366,0.18,9.963,0.173,18.7503,0.003397,0.088463,0.011319,3.03533,Gaia EDR3 5289453744890756736,-0.38344841822219583,-1.1012124717010074,0.08918420336584276
117.14728533898,-60.78597232186,2.3656,0.014,11.948,-3.938,0.018,11.28,0.017,14.218,0.002791,0.003318,0.00396,1.16627,Gaia EDR3 5289455192296836736,-0.3176852459284539,-1.1466710724848546,0.005166306611110107
117.17171608255,-60.77884881298,2.4169,0.1414,12.176,-4.117,0.185,11.459,0.17,18.655,0.003318,0.070226,0.014192,2.82687,Gaia EDR3 5289455497237533952,-0.3101419897027495,-1.135006621567612,0.07164568333123776
116.86949090167,-60.8403203457,2.2854,0.0205,11.188,-3.648,0.028,10.577,0.025,15.1616,0.002913,0.004561,0.005081,1.43715,Gaia EDR3 5289456257448657920,-0.37712392119349114,-1.2799851471548649,0.00682783142732742
116.9336764146,-60.82260332821,2.6123,0.1054,12.136,-3.819,0.135,11.52,0.13,18.2817,0.003184,0.048032,0.008012,2.94009,Gaia EDR3 5289456596749105792,-0.35818479848716217,-1.2494265289997921,0.04869563807981162
116.87511787152,-60.78409346846,2.5756,0.0153,12.35,-4.828,0.02,11.367,0.019,9.65432,0.002766,0.002829,0.003788,0.226683,Gaia EDR3 5289457322600565888,-0.32082764699957034,-1.2794892495788839,0.00472780974659514
116.95445407537,-60.78167013786,2.56,0.0108,12.573,-4.217,0.014,11.844,0.014,12.6728,0.002769,0.002973,0.003884,0.856449,Gaia EDR3 5289457460039533696,-0.3168858295893271,-1.2408885534105492,0.0048912355289844715
116.36224326651,-60.77916477086,2.341,0.0783,11.866,-3.544,0.099,11.324,0.105,17.6321,0.003028,0.025511,0.007095,2.38005,Gaia EDR3 5289466320556349312,-0.3268571112974298,-1.529819953164746,0.026479239906009384
116.93629781058,-60.71830907243,2.451,0.009,12.773,-4.173,0.012,12.072,0.011,11.8688,0.005563,0.014543,0.014711,0.877975,Gaia EDR3 5289469657746670208,-0.253911525165043,-1.2522130393814574,0.020686042879197557
117.08601008259,-60.66114341208,2.646,0.1497,12.221,-4.102,0.203,11.512,0.156,18.5677,0.003451,0.107704,0.012723,2.97415,Gaia EDR3 5289471715034448128,-0.1940136179541163,-1.1811363535557176,0.10845287614904456
117.07008020845,-60.63394611876,2.4789,0.0493,12.779,-3.234,0.07,12.363,0.055,16.7762,0.0029,0.011025,0.005853,2.21928,Gaia EDR3 5289471994208921856,-0.1671197814665682,-1.1899398185121528,0.012482316852251428
116.96861804446,-60.5854669483,2.4207,0.0474,12.024,-4.535,0.065,11.136,0.057,16.7261,0.002872,0.013254,0.004481,2.1043,Gaia EDR3 5289472784482901120,-0.12054576484346444,-1.2415234033230393,0.013990992709597128
116.94292418787,-60.48157457237,2.3811,0.131,12.591,-4.32,0.153,11.827,0.142,18.5593,0.003385,0.062801,0.010817,2.78756,Gaia EDR3 5289477526126806784,-0.01721044331790798,-1.2581639921192198,0.06372576472667864
119.93231887529,-63.30515762707,2.2172,0.0655,11.644,-4.782,0.082,10.617,0.074,17.2303,0.002887,0.013854,0.004946,2.29316,Gaia EDR3 5289482370851235200,-2.8170365023605695,0.19556842100871902,0.014710412366755733
120.13654456211,-63.19154760509,2.4578,0.0174,12.767,-4.784,0.021,11.836,0.019,14.4563,0.002795,0.003512,0.004016,1.24946,Gaia EDR3 5289484844752350848,-2.704187406811966,0.28847163363470124,0.005335016401099437
120.44122564687,-63.04368827128,2.6159,0.0526,13.448,-4.794,0.067,12.564,0.067,17.1656,0.002869,0.016778,0.004821,2.67521,Gaia EDR3 5289491991577870464,-2.5580099435113555,0.42808312316336494,0.017456899065985344
120.52411588901,-63.06675857952,2.3732,0.0175,12.526,-4.463,0.023,11.704,0.021,13.3143,0.002846,,,,Gaia EDR3 5289493159806502784,-2.581645010076051,0.4653003819578073,
120.52413631944,-63.06632579465,2.4295,0.0117,11.983,-4.597,0.015,11.066,0.015,12.6021,0.002791,0.011165,0.012746,0.853834,Gaia EDR3 5289493159809050112,-2.581212419651542,0.4653165032346508,0.016944549005506165
119.92486554891,-63.06969684307,2.4084,0.0127,12.4,-4.766,0.015,11.447,0.014,11.2691,0.002762,0.002829,0.003797,0.570007,Gaia EDR3 5289499000964403584,-2.5815581800334098,0.1937756603473931,0.004735023759180095
120.3110182668,-62.91559199717,2.2561,0.0458,12.308,-5.673,0.064,10.922,0.053,16.4645,0.002826,0.009001,0.00443,2.1388,Gaia EDR3 5289506250869214592,-2.429127852324782,0.3706539623463436,0.010032093550201772
120.33924701743,-62.90292050836,2.4935,0.1664,12.516,-5.776,0.21,11.103,0.208,18.4874,0.004628,0.054608,0.010375,2.80787,Gaia EDR3 5289507724039595136,-2.4166202948291926,0.38367404383132936,0.055584838661275254
120.13579925235,-62.86314897147,2.7029,0.1954,12.866,-5.255,0.284,11.744,0.232,18.8774,0.003426,0.075158,0.011492,3.07774,Gaia EDR3 5289510270958382464,-2.375799800032904,0.291374170490345,0.07603151338754215
120.36745090622,-62.81730966013,2.3936,0.0115,11.71,-4.555,0.017,10.788,0.014,12.4199,0.002767,0.002875,0.003811,0.797233,Gaia EDR3 5289511198671325440,-2.331184805083796,0.39767291644724717,0.004773818806783517
120.98186783172,-62.79857159345,2.5084,0.1716,12.795,-5.268,0.229,11.661,0.235,18.8826,0.003568,0.06733,0.01021,3.01809,Gaia EDR3 5289520437143892992,-2.31751083089798,0.6788158000225696,0.06809972834013364
120.96826820387,-62.79076555575,2.4239,0.0166,12.73,-5.111,0.02,11.659,0.02,14.5073,0.00278,0.003384,0.003979,1.27331,Gaia EDR3 5289520441441185664,-2.309565951641059,0.6727761163246642,0.005223398989164048
121.23845416843,-62.8318948086,2.5041,0.0127,13.044,-5.44,0.015,11.856,0.014,12.8268,0.002775,0.003044,0.003883,0.896264,Gaia EDR3 5289522056348976000,-2.353719301336097,0.7952074775520765,0.004933925921616578
121.17882872753,-62.83629188715,2.3716,0.0383,13.219,-5.487,0.051,12.026,0.045,6.20278,0.00329,0.00558,0.008051,-0.075392,Gaia EDR3 5289522090708710656,-2.357401720118748,0.7678701246319799,0.009795662356369783
121.37464430417,-62.70850588912,2.4197,0.038,12.798,-5.334,0.054,11.633,0.042,16.3357,0.002846,0.005946,0.004484,1.95052,Gaia EDR3 5289525148725355648,-2.2320992223890177,0.8609567588049661,0.007447225792199402
121.41647006306,-62.69182194975,2.1819,0.1416,12.398,-5.077,0.18,11.311,0.147,18.4256,0.003197,0.051771,0.006877,2.8864,Gaia EDR3 5289525247507322752,-2.215978933934399,0.8806246624901033,0.052225755810710865
121.45992635718,-62.63136152839,2.7335,0.0966,13.659,-5.194,0.132,12.633,0.105,17.8539,0.003253,0.045404,0.00583,2.91996,Gaia EDR3 5289525969061865728,-2.156135411045223,0.9023855061033951,0.04577676393106005
121.13123191617,-62.72960320237,2.0223,0.1877,12.311,-5.376,0.236,11.075,0.211,13.9629,0.003197,0.005517,0.004828,1.29433,Gaia EDR3 5289526626194025088,-2.2501918643901795,0.7488293181800387,0.00733122588657586
121.22279489817,-62.60820807058,2.1262,0.1875,12.094,-4.336,0.283,11.29,0.193,18.766,0.003374,0.074935,0.0097,3.035,Gaia EDR3 5289529787289888640,-2.1299137143295623,0.7940065802672169,0.07556020265324863
120.61552932822,-62.60777651532,2.1901,0.2361,11.753,-4.468,0.301,10.87,0.343,17.3394,0.003983,0.022522,0.005138,2.55765,Gaia EDR3 5289538579084154752,-2.1234046968630937,0.5146316068703887,0.02310063912535755
121.20787830277,-62.46105326984,2.4137,0.0115,12.294,-5.203,0.017,11.139,0.014,11.2995,0.002826,0.003599,0.004035,0.575708,Gaia EDR3 5289543531185090816,-1.9826242549715352,0.7910195618122671,0.005406849914691548
120.88754027541,-62.47841149648,2.147,0.1341,11.931,-4.933,0.205,10.864,0.196,18.4254,0.003566,0.051483,0.008854,2.94248,Gaia EDR3 5289545352251142144,-1.9964676765967861,0.6425522517796443,0.05223880363293172
120.05279887502,-62.84602243466,2.3837,0.1507,12.155,-4.366,0.209,11.344,0.164,18.7378,0.003372,0.05809,0.011382,2.78477,Gaia EDR3 5289557064623987328,-2.35832767849883,0.253653807463338,0.05919457765707937
120.04171021211,-62.7590565254,2.569,0.1663,11.663,-4.637,0.228,10.702,0.179,18.8791,0.003365,0.086687,0.010478,3.05549,Gaia EDR3 5289558855628281856,-2.271321893656836,0.24932214441019532,0.08731795034813862
119.95380814411,-62.63756349109,2.3658,0.0293,12.382,-4.305,0.038,11.609,0.034,16.0037,0.003001,0.006378,0.005807,1.89204,Gaia EDR3 5289563356753862784,-2.1495232537612807,0.20993203253556286,0.008625551170794827
119.98820762842,-62.63261434419,2.517,0.0116,12.747,-4.8,0.015,11.808,0.014,13.8606,0.002769,0.002963,0.003925,1.10538,Gaia EDR3 5289563391113602304,-2.1446888581617425,0.22578336517015143,0.0049178241123488745
119.68971565204,-62.66034396357,2.3322,0.0639,11.778,-4.669,0.085,10.812,0.076,17.4201,0.002896,0.018689,0.005291,2.34685,Gaia EDR3 5289569713305379072,-2.17170080541541,0.0884560242789277,0.019423527022659915
119.5460018085,-62.65967899902,2.4711,0.0561,12.431,-4.528,0.076,11.577,0.069,17.2704,0.00287,0.017174,0.004776,2.65948,Gaia EDR3 5289572462084371584,-2.170913943005363,0.022438182833343298,0.017825724445306564
119.7644202179,-62.43733693056,2.4499,0.0224,12.647,-4.801,0.032,11.701,0.026,15.4208,0.002879,0.004379,0.004386,1.57774,Gaia EDR3 5289581052018852480,-1.9488161595426425,0.12369073973036292,0.006197792913610457
120.39548173119,-62.44326790883,2.3123,0.1001,12.245,-5.217,0.161,11.078,0.125,17.9701,0.003061,0.041372,0.008693,2.84087,Gaia EDR3 5289589813752353152,-1.957348499515548,0.4156560674931254,0.04227541404882985
120.80465413688,-62.50581922786,2.2058,0.1642,12.974,-5.537,0.223,11.733,0.245,18.7256,0.003335,0.067973,0.011159,2.93462,Gaia EDR3 5289592111558658048,-2.0230804465043204,0.6037010383282939,0.06888288619098361
121.16200792761,-62.32907747239,2.3475,0.0705,12.534,-4.746,0.093,11.601,0.089,17.6182,0.002916,0.022322,0.005541,2.7314,Gaia EDR3 5289595002073022464,-1.8501399283712368,0.7731931941357691,0.022999442710639754
120.31893677381,-62.42688307917,2.3235,0.0175,12.134,-4.834,0.028,11.129,0.021,12.9922,0.002781,0.002985,0.003867,0.9113,Gaia EDR3 5289601564784320256,-1.940499192881636,0.38044767470419355,0.004885070521497105
120.35328722043,-62.37061667879,2.5198,0.1718,12.575,-4.554,0.205,11.721,0.208,18.8126,0.003364,0.084237,0.012771,3.08297,Gaia EDR3 5289601977099665408,-1.8844411019529668,0.39709039102315546,0.08519959278071698
120.14523220124,-62.44228232303,2.3958,0.0103,12.143,-4.605,0.015,11.236,0.012,13.0036,0.002807,0.003534,0.004011,0.915063,Gaia EDR3 5289602080178872960,-1.954994332030017,0.2998795421643543,0.005345771880654842
120.26546341648,-62.38043599755,2.1349,0.0725,12.704,-6.317,0.098,11.022,0.085,11.8913,0.002761,0.002864,0.003799,0.735929,Gaia EDR3 5289602664294361728,-1.8937541588264446,0.35624188881819974,0.004757614633406114
120.16117471886,-62.35806310983,2.7893,0.1511,13.705,-4.645,0.191,12.894,0.169,18.7976,0.003469,0.066085,0.01159,3.12793,Gaia EDR3 5289605546214383488,-1.8708530350538244,0.3081163668834289,0.06709363103156663
120.34073027149,-62.25740431842,2.3999,0.0283,13.354,-5.396,0.037,12.216,0.037,9.65295,0.002771,0.002812,0.003789,0.195897,Gaia EDR3 5289607921334275712,-1.7711616197841502,0.39273454053234513,0.0047184600242028115
120.91213899041,-62.11457476737,2.5971,0.1047,13.003,-6.204,0.12,11.427,0.134,18.2746,0.003112,0.046997,0.007691,2.70019,Gaia EDR3 5289612933559443840,-1.6329518015675695,0.6618307983896661,0.04762215335324517
120.78134943313,-62.13276395151,2.4376,0.0233,11.521,-4.037,0.026,10.791,0.029,8.08458,0.002774,0.002869,0.003806,0.035255,Gaia EDR3 5289613208437434240,-1.6498770748830371,0.6003061389877935,0.004766214116046403
120.52850373535,-62.14750413075,2.4581,0.1331,13.025,-5.348,0.147,11.876,0.183,18.4049,0.003275,0.061854,0.006888,2.75871,Gaia EDR3 5289614621483222016,-1.662525806829433,0.4818889191377462,0.06223633874192794
120.63448310115,-62.01896806013,2.843,0.1354,13.162,-4.884,0.15,12.222,0.177,18.6984,0.003548,0.069119,0.007886,2.95621,Gaia EDR3 5289617778282572928,-1.534827288981392,0.5336459003125107,0.06956741447689428
122.29051929898,-62.22565456763,2.5274,0.043,12.967,-5.476,0.062,11.753,0.052,16.7512,0.002909,0.011498,0.004459,2.37937,Gaia EDR3 5289634618852130816,-1.7646542352516512,1.3014820249382202,0.01233234304582872
121.61613277317,-62.36962266538,2.8079,0.1417,13.163,-5.573,0.202,11.925,0.174,18.9074,0.003413,0.067543,0.009161,3.0296,Gaia EDR3 5289638600284647808,-1.8967632253375037,0.9827118249665473,0.06816143168977601
121.55468298458,-62.33980872936,2.4686,0.1286,13.141,-5.977,0.179,11.703,0.158,18.5876,0.003164,0.067045,0.00938,2.98457,Gaia EDR3 5289639463575078144,-1.8660530844564434,0.9551660733614084,0.06769797947501831
121.59552820596,-62.27309890867,2.1192,0.0151,10.776,-4.056,0.023,9.984,0.017,14.5323,0.002768,0.003098,0.003869,1.21611,Gaia EDR3 5289642865189180672,-1.7999764789713215,0.9762725629381548,0.004956487163304269
121.49770465509,-62.18616685831,2.3883,0.0757,12.198,-5.315,0.097,10.979,0.093,17.8417,0.002955,0.029982,0.005947,2.65456,Gaia EDR3 5289644308298054784,-1.711656028506617,0.9334460154207435,0.030566110858269165
121.84567659151,-62.28199174462,2.0576,0.1052,11.121,-4.631,0.189,10.111,0.12,18.3874,0.00328,0.0471,0.00803,2.72215,Gaia EDR3 5289645025555816320,-1.8128177860329509,1.0922863046248357,0.04777960757478027
121.76852241103,-62.25874761168,2.4857,0.1631,12.391,-4.965,0.264,11.353,0.192,18.9981,0.003945,0.088969,0.009741,2.9621,Gaia EDR3 5289646021988249728,-1.788319802284152,1.0572281621459088,0.08950067062318584
121.96806849547,-62.09611375569,2.5853,0.0625,12.755,-5.619,0.08,11.45,0.073,17.4386,0.002921,0.027497,0.005903,2.44085,Gaia EDR3 5289648706341692288,-1.6291555546503793,1.156236754388063,0.028123485168093945
121.72352509069,-62.20679259713,2.5353,0.118,12.984,-6.157,0.163,11.431,0.131,18.3291,0.003126,0.041008,0.006541,2.7383,Gaia EDR3 5289649324819929600,-1.7356723753447727,1.0380687941418674,0.041526386129785
122.01626731321,-62.05637261916,2.4188,0.0101,12.894,-4.131,0.012,12.215,0.011,10.9233,0.00276,0.002813,0.003788,0.700603,Gaia EDR3 5289652073595870080,-1.5903003163327263,1.1803160353908553,0.004718253172520525
122.0109795375,-62.05415966838,2.496,0.0937,12.095,-4.842,0.117,11.083,0.106,18.1433,0.002974,0.043274,0.009844,2.5334,Gaia EDR3 5289652073598942976,-1.5879936456632997,1.1779250513802904,0.044379538213009835
121.90473916603,-61.99480571662,2.572,0.0512,12.908,-4.944,0.066,11.923,0.063,17.0903,0.002963,0.011411,0.004702,2.3326,Gaia EDR3 5289653482348146816,-1.5268055824166442,1.1303581322619696,0.012341787755426683
122.23651078018,-62.12496451846,2.4956,0.032,12.687,-4.981,0.045,11.669,0.037,16.0568,0.002837,0.005465,0.004261,2.19344,Gaia EDR3 5289659564022050688,-1.6629805058483262,1.280568467994497,0.0069298157262657435
122.55788098941,-62.05018182756,2.44,0.0745,12.827,-5.475,0.101,11.6,0.098,16.8453,0.003113,0.009677,0.004822,2.25504,Gaia EDR3 5289661110210356864,-1.5949252162850516,1.4342078098382376,0.010811845957097244
122.7778469825,-62.0001561993,2.0712,0.0752,11.262,-5.473,0.085,9.843,0.162,16.1101,0.003601,,,,Gaia EDR3 5289664099504912384,-1.549946230669249,1.5397139984115353,
122.77842399263,-62.00019534812,2.3008,0.0378,12.249,-5.877,0.049,10.747,0.052,13.1993,0.002839,0.003176,0.004529,0.999656,Gaia EDR3 5289664477464723456,-1.5499988994369653,1.539982606867521,0.005531619744704078
122.7908133048,-61.99636551471,2.4469,0.0516,12.114,-5.412,0.068,10.838,0.071,16.8848,0.003151,0.011302,0.00572,2.184,Gaia EDR3 5289664477464723968,-1.5464652648214747,1.5459857561232555,0.01266702822291006
122.92221453257,-61.8198242943,2.3347,0.0349,12.556,-6.091,0.044,10.98,0.045,16.267,0.002862,0.008063,0.005276,1.8767,Gaia EDR3 5289670834017270272,-1.373304978949612,1.6168749068952954,0.009635774229401602
122.28411104172,-61.9566564612,2.497,0.0738,12.654,-5.105,0.093,11.579,0.1,17.6921,0.003057,0.035375,0.005573,2.62238,Gaia EDR3 5289673372337688832,-1.4957492304148918,1.3100027283262723,0.03581129645796141
122.11961879237,-61.92553581435,2.6412,0.0615,13.087,-6.388,0.079,11.423,0.075,17.4853,0.002928,0.014942,0.005686,2.47508,Gaia EDR3 5289677396726058752,-1.4614590305110253,1.2339774500283573,0.015987306214619145
122.52279711773,-61.82311893629,2.435,0.0112,12.44,-5.847,0.015,10.98,0.014,11.1419,0.002762,0.002828,0.003791,0.583552,Gaia EDR3 5289681657333632000,-1.3673171955576242,1.4283116814668015,0.004729615734919698
122.57287449363,-61.6815385093,2.4038,0.0259,12.103,-4.902,0.034,11.066,0.031,15.7647,0.002924,0.005424,0.00445,1.71873,Gaia EDR3 5289688048244908032,-1.2269776626046636,1.458601895935737,0.007015858892537677
121.32925634758,-62.24598948684,2.4704,0.0646,12.467,-5.214,0.085,11.325,0.078,17.5028,0.003053,0.019224,0.005837,2.47096,Gaia EDR3 5289689452697560192,-1.7691568091223793,0.8531868843252766,0.020090613355495147
121.23776388231,-62.05673124717,2.4575,0.0811,11.14,-3.827,0.103,10.462,0.098,15.0452,0.002823,0.003867,0.003979,1.74699,Gaia EDR3 5289696638179392128,-1.578796317817083,0.8156482385505992,0.005548525029230741
121.25358520899,-62.04543094247,2.5633,0.1509,12.48,-5.255,0.183,11.32,0.194,18.8407,0.003406,0.07155,0.00889,2.98507,Gaia EDR3 5289696668240151680,-1.5676976095092066,0.8233648841173816,0.07210017059619207
121.30972096072,-61.98644012167,2.3851,0.0234,12.026,-5.296,0.028,10.797,0.027,15.3306,0.002772,0.00348,0.003922,1.55082,Gaia EDR3 5289697462813059200,-1.5094441406880088,0.8513133889838093,0.005243327569397129
121.33432028639,-61.97207294888,2.3904,0.0322,11.878,-4.68,0.052,10.918,0.035,12.9166,0.002961,,,,Gaia EDR3 5289697497169250048,-1.4954039058378172,0.8632688306647538,
121.33424804191,-61.97156106641,2.427,0.0133,11.854,-4.825,0.017,10.828,0.016,10.2343,0.002769,0.002956,0.00438,0.239048,Gaia EDR3 5289697497169250176,-1.4948912533422576,0.8632493139031044,0.00528415896808565
121.52832658829,-62.07464731928,2.5144,0.0262,12.243,-5.505,0.035,10.936,0.031,13.5953,0.002808,0.003466,0.004047,1.19803,Gaia EDR3 5289698768483305216,-1.600624990857599,0.9512068145919921,0.005328354811759442
121.7649941115,-61.78748373848,2.2379,0.1602,12.668,-5.576,0.214,11.375,0.189,18.8525,0.003519,0.0827,0.008957,2.87884,Gaia EDR3 5289706357686782848,-1.3172543725954506,1.0719814092076805,0.08318363931086449
120.92998518385,-62.06781804596,2.5601,0.122,12.511,-4.835,0.14,11.539,0.162,18.2033,0.003242,0.037002,0.006262,2.88658,Gaia EDR3 5289707628996647424,-1.5863867052120664,0.671204939940159,0.037528131421641554
121.03331984344,-61.91935976662,2.0297,0.1979,12.359,-4.932,0.226,11.332,0.245,18.9755,0.003539,0.064383,0.00946,2.88892,Gaia EDR3 5289711855244691840,-1.4390624924928295,0.7231012439587446,0.06507428285428891
121.4748463437,-61.89315044767,2.4904,0.0124,12.444,-5.479,0.015,11.173,0.013,13.0254,0.002808,0.003355,0.004033,0.960401,Gaia EDR3 5289715810913353600,-1.418436356957509,0.9316745636196362,0.0052460569954967135
121.4304424894,-61.81509016323,2.4904,0.0848,12.47,-4.708,0.11,11.547,0.1,17.8956,0.003036,0.030219,0.00634,2.58835,Gaia EDR3 5289717009205630848,-1.3397825266653522,0.9130749760356346,0.030876909835668466
121.48832418623,-61.80177715894,2.4109,0.0412,12.298,-5.224,0.054,11.133,0.05,16.677,0.002831,0.007902,0.004426,2.05694,Gaia EDR3 5289717082223609600,-1.3272934136600962,0.9408098073841943,0.00905710108147193
121.66096683705,-61.77243595051,2.1645,0.0115,11.159,-4.554,0.015,10.188,0.014,12.0783,0.002759,0.002824,0.003787,0.730555,Gaia EDR3 5289718078656029312,-1.300551846968006,1.0233259228909102,0.004724017887349708
121.23936091528,-61.74450540294,2.4734,0.0404,12.63,-5.439,0.048,11.399,0.045,16.6067,0.002832,0.010649,0.007033,2.07361,Gaia EDR3 5289721166734073856,-1.2666900518957174,0.8247347343295154,0.012761829414312042
121.39187864612,-61.69270919397,2.4729,0.0944,12.383,-5.297,0.122,11.192,0.112,17.9816,0.003137,0.029717,0.005864,2.65809,Gaia EDR3 5289721544691267840,-1.2169158410591912,0.8984176940156847,0.030290041020110885
