  NGC 2516      7 58 49.99 -60 49.44 2000.0 3
--ID--  del_RA  del_DC    V     V-I    B-V    U-B   e(V) e(V-I)e(B-V)e(U-B)  --nobs-  BDA  Pmu FRH X HTR Ha  sp rlc Sp       name
   237 -13.183   1.167 15.774  1.105  1.002  0.722  0.004 0.017 0.006 0.023  2 2 2 1     
   238 -13.156   9.960 16.561  0.982  0.828  0.322  0.004 0.006 0.004 0.033  2 2 2 1     
   239 -13.144  16.577 12.694  0.749  0.638  0.103  0.008 0.008 0.009 0.004  2 2 2 2 1255
   240 -13.133  12.834 11.391  0.401  0.191 -0.001  0.046 0.123 0.047 0.012  1 1 1 1  108 0.99
   241 -13.114 -13.701 13.130  0.820  0.715  0.179  0.003 0.010 0.005 0.004  2 2 2 2 1531
   242 -13.106   1.487 16.497  1.647  1.397  0.000  0.008 0.011 0.016 0.000  2 2 1 0     
   243 -13.075   1.637 16.296  0.694  0.514  0.118  0.004 0.021 0.011 0.024  2 2 2 1     
   244 -13.055  20.256 15.672  0.812  0.648  0.125  0.017 0.018 0.017 0.014  2 2 2 1     
   245 -13.028  17.753 16.859  0.974  0.907  0.627  0.009 0.013 0.013 0.056  2 2 1 1     
   246 -13.026 -12.644 11.918  0.654  0.527  0.071  0.003 0.005 0.006 0.005  2 2 2 2 1532            
   247 -12.994  13.360 16.614  1.030  0.971  0.760  0.006 0.010 0.009 0.059  2 2 2 1     
   248 -12.992  -6.337 15.323  0.883  0.728  0.111  0.005 0.005 0.014 0.019  2 2 2 1     
   249 -12.987  17.538 15.797  0.842  0.713  0.185  0.009 0.009 0.014 0.021  2 2 2 1     
   250 -12.928   0.378 16.528  0.938  0.774  0.210  0.012 0.019 0.014 0.031  2 2 1 1     
   251 -12.898 -10.257 16.668  0.895  0.736  0.149  0.002 0.018 0.009 0.034  2 2 1 1     
   252 -12.887  14.057 16.616  0.908  0.763  0.191  0.009 0.016 0.013 0.030  2 2 2 1     
   253 -12.879  -4.306 11.013  0.637  0.506  0.035  0.015 0.019 0.016 0.006  1 1 1 2 1419
   254 -12.876  -3.293 15.001  1.176  1.061  0.718  0.002 0.002 0.011 0.020  2 2 2 1     
   255 -12.864  -9.333 16.515  0.912  0.727  0.121  0.008 0.012 0.012 0.026  2 2 1 1     
   256 -12.859   5.239 16.384  1.332  1.147  0.938  0.005 0.005 0.009 0.070  2 2 2 1     
   257 -12.757 -12.230 16.473  0.980  0.874  0.487  0.001 0.005 0.007 0.040  2 2 1 1     
   258 -12.735  -2.997 16.372  0.983  0.910  0.405  0.001 0.002 0.009 0.036  2 2 1 1     
   259 -12.721   5.759 14.151  0.803  0.620  0.110  0.003 0.014 0.006 0.011  2 2 2 2 1364      198 H
   260 -12.699  19.293 13.395  1.076  0.996  0.678  0.007 0.008 0.009 0.007  2 2 2 2 1254
   261 -12.698  15.387 16.969  1.161  1.044  0.927  0.011 0.037 0.020 0.096  2 2 1 1     
   262 -12.687  -9.756 14.630  1.127  1.027  0.708  0.001 0.011 0.003 0.014  2 2 2 1     
   263 -12.600  10.776 15.280  0.771  0.614  0.088  0.004 0.011 0.004 0.012  2 2 2 1     
   264 -12.596   1.532 16.727  0.860  0.701  0.054  0.007 0.010 0.011 0.026  2 2 1 1     
   265 -12.595  -6.944 15.406  0.920  0.786  0.265  0.001 0.009 0.002 0.016  2 2 2 1     
   266 -12.577 -11.330 15.345  0.913  0.762  0.244  0.000 0.005 0.003 0.015  2 2 2 1     
   267 -12.537  -1.137 16.760  1.008  0.864  0.360  0.001 0.015 0.011 0.049  2 2 1 1     
   268 -12.466   8.710 14.897  0.920  0.809  0.321  0.002 0.003 0.002 0.013  2 2 2 1     
   269 -12.424  17.740 14.965  1.526  1.448  1.582  0.005 0.008 0.008 0.045  2 2 2 1     
   270 -12.399  -7.606 11.821  1.068  0.969  0.592  0.003 0.006 0.011 0.011  2 2 2 2 1519
   271 -12.392   9.389 16.562  0.854  0.732  0.167  0.002 0.012 0.002 0.029  2 2 2 1     
   272 -12.344  13.224 16.363  0.973  0.889  0.468  0.014 0.015 0.021 0.037  2 2 2 1     
   273 -12.335  17.228 16.726  1.946  1.530  0.000  0.005 0.006 0.015 0.000  2 2 1 0     
   274 -12.307 -10.172 16.671  0.951  0.917  0.492  0.000 0.013 0.007 0.032  2 2 1 1     
   275 -12.286  20.110 16.687  0.803  0.655  0.074  0.007 0.013 0.021 0.029  2 2 2 1     
   276 -12.270   1.390 12.443  0.725  0.601  0.064  0.000 0.002 0.003 0.003  2 2 2 2 1311      152 +                         JTP032
   277 -12.262 -13.148 15.632  0.823  0.658  0.073  0.004 0.004 0.007 0.015  2 2 2 1     
   278 -12.225   5.275 13.320  0.865  0.735  0.175  0.002 0.011 0.003 0.004  2 2 2 2 1313      199 +                         JTP033
   279 -12.210  -2.028 16.554  1.348  1.148  0.912  0.020 0.028 0.022 0.067  2 2 1 1     
   280 -12.208   2.158 15.876  0.886  0.725  0.195  0.001 0.001 0.001 0.002  4 4 4 2     
   281 -12.207   9.756 16.080  1.058  0.988  0.697  0.000 0.013 0.008 0.042  2 2 2 1     
   282 -12.203  -7.911 16.234  0.879  0.742  0.150  0.004 0.005 0.004 0.029  2 2 2 1     
   283 -12.189   9.845 13.767  0.983  0.859  0.389  0.003 0.006 0.004 0.009  2 2 2 2 1234      200 +                         JTP034
   284 -12.180   4.569 15.457  1.242  1.137  0.837  0.010 0.012 0.013 0.030  2 2 2 1     
   285 -12.180  15.797 15.068  1.162  1.069  0.767  0.005 0.005 0.005 0.019  2 2 2 1     
   286 -12.161  12.676 14.183  0.851  0.770  0.272  0.014 0.015 0.015 0.009  2 2 2 2     
   287 -12.108   8.705 16.532  1.247  1.180  1.235  0.006 0.012 0.013 0.083  2 2 1 1     
   288 -12.078  -1.398 12.953  0.805  0.683  0.119  0.001 0.005 0.001 0.003  2 2 2 2 1415
   289 -12.059   1.177 14.641  1.100  1.005  0.665  0.008 0.010 0.011 0.014  2 2 2 1     
   290 -12.051  -3.898  9.419  0.104  0.060 -0.007  0.014 0.021 0.015 0.013  1 1 1 1    3 0.99              2.0 0.0 A0V      EP HD65835
   291 -12.030  -0.496 14.742  0.791  0.598  0.075  0.005 0.005 0.005 0.008  2 2 2 1  207                                    EQ
   292 -12.027  16.302 14.792  1.133  0.954  0.542  0.006 0.008 0.007 0.014  2 2 2 1           201 +                         JTP035
   293 -12.003   1.279 16.765  0.902  0.813  0.271  0.004 0.018 0.011 0.034  2 2 1 1     
   294 -11.988   7.895 16.928  0.852  0.727  0.227  0.003 0.019 0.011 0.043  2 2 1 1     
   295 -11.982 -13.020 14.585  0.844  0.707  0.181  0.001 0.005 0.003 0.009  2 2 2 1     
   296 -11.970  15.133 15.018  0.742  0.611  0.039  0.012 0.016 0.012 0.009  2 2 2 1     
   297 -11.957 -11.920 16.806  0.909  0.743  0.210  0.007 0.012 0.011 0.035  2 2 1 1     
   298 -11.951  -1.201 16.588  1.071  0.982  0.743  0.009 0.012 0.011 0.049  2 2 1 1     
   299 -11.934 -16.101 13.507  1.179  0.978  0.550  0.000 0.017 0.001 0.008  2 1 2 1 1567
   300 -11.885  20.256 16.614  1.091  0.945  0.279  0.001 0.001 0.003 0.037  2 2 2 1     
   301 -11.871   8.314 15.192  0.875  0.710  0.122  0.009 0.012 0.009 0.012  2 2 2 1     
   302 -11.818  13.470 16.339  0.827  0.682  0.127  0.003 0.004 0.006 0.028  2 2 2 1     
   303 -11.817  12.814 16.082  0.102  0.000  0.000  0.536 0.539 0.000 0.000  2 2 0 0     
   304 -11.817  12.833 15.318  0.849  0.189 -0.059  0.434 0.454 0.434 0.025  2 2 2 1     
   305 -11.772  14.894 13.167  1.061  0.960  0.542  0.001 0.003 0.001 0.009  2 2 2 2 1246B
   306 -11.755  14.981 12.418  0.531  0.433  0.109  0.011 0.011 0.012 0.003  2 2 2 2 1246A
   307 -11.729   8.570 12.265  0.805  0.668  0.168  0.005 0.014 0.006 0.005  2 2 2 2 1233      202 +                         JTP036
   308 -11.666  19.340 15.795  1.373  1.314  1.393  0.003 0.004 0.004 0.048  2 2 2 1     
   309 -11.655   7.746 14.722  1.084  1.008  0.716  0.010 0.012 0.011 0.013  2 2 2 1                
   310 -11.593  10.556 15.069  1.226  1.061  0.757  0.007 0.017 0.008 0.025  2 2 2 1           203 +                         JTP037
   311 -11.553   6.481 16.042  0.984  0.835  0.317  0.005 0.024 0.006 0.024  2 2 2 1     
   312 -11.543  -5.584 12.812  1.099  1.030  0.742  0.002 0.004 0.004 0.008  2 2 2 2 1418
   313 -11.515  10.800 14.516  0.758  0.613  0.082  0.003 0.007 0.004 0.019  2 2 2 2     
   314 -11.510   7.996 16.700  1.721  1.424  1.248  0.007 0.008 0.016 0.128  2 2 1 1     
   315 -11.464   3.333 16.526  0.961  0.832  0.371  0.002 0.015 0.003 0.005  4 4 3 2     
   316 -11.436   2.214 12.040  0.675  0.533  0.066  0.012 0.017 0.004 0.001  3 3 3 4  100      153 H
   317 -11.433  -5.421 12.029  0.649  0.520  0.074  0.009 0.009 0.009 0.003  2 2 2 2 1417
   318 -11.363 -16.110 14.606  0.886  0.708  0.079  0.004 0.009 0.004 0.023  2 2 2 1     
   319 -11.339  11.263 12.220  1.229  1.216  1.154  0.014 0.023 0.015 0.012  2 2 2 2 1235
   320 -11.330  19.106 13.026  0.707  0.627  0.146  0.002 0.004 0.003 0.007  2 2 2 2 1253
   321 -11.291  -3.034 14.423  0.828  0.688  0.052  0.002 0.004 0.002 0.006  2 2 2 1  158                                    E033 
   322 -11.280  14.613 10.167  0.182  0.183  0.141  0.010 0.018 0.014 0.013  1 1 1 1  101 0.98              2.2 0.0 A2V      -60 951 EM
   323 -11.224  -3.810 13.588  0.693  0.578  0.054  0.002 0.002 0.004 0.004  2 2 2 2 1462
   324 -11.201  20.713 16.811  1.148  1.072  0.936  0.004 0.007 0.011 0.081  2 2 1 1     
   325 -11.174 -16.110 16.739  1.072  0.780  0.136  0.012 0.027 0.017 0.054  2 2 1 1     
   326 -11.004 -12.949 14.926  1.156  1.081  0.909  0.003 0.010 0.005 0.020  2 2 2 1     
   327 -10.996   0.670  9.242  0.174  0.091  0.020  0.014 0.021 0.015 0.014  1 1 1 1    9 0.99 142 +        1.9 0.0 B9V      -60 952 E113 D15 JTP039
   328 -10.993  -7.036 15.114  1.479  1.184  0.845  0.006 0.010 0.012 0.027  2 2 2 1           204 +                         JTP038
   329 -10.973  -9.216 15.450  0.859  0.724  0.185  0.001 0.012 0.007 0.017  2 2 2 1     
   330 -10.953  -0.393 14.663  1.093  0.795 -0.008  0.001 0.006 0.006 0.010  2 2 2 1     
   331 -10.914  11.815 16.925  0.837  0.682  0.059  0.013 0.021 0.018 0.032  2 2 2 1     
   332 -10.898   5.386 15.035  1.240  1.057  0.811  0.000 0.006 0.006 0.021  2 2 2 1           141 +                         JTP040
   333 -10.891   2.704 14.196  1.002  0.912  0.490  0.005 0.013 0.007 0.001  4 4 4 2           154 H
   334 -10.887  16.099 14.773  0.768  0.620  0.076  0.006 0.013 0.006 0.008  2 2 2 1     
   335 -10.870   6.324 15.919  0.955  0.824  0.323  0.021 0.022 0.021 0.020  2 2 2 1     
   336 -10.858  -6.464 14.307  1.381  1.337  1.528  0.003 0.007 0.003 0.029  2 2 2 1     
   337 -10.854  18.975 15.767  1.081  1.017  0.803  0.008 0.009 0.010 0.031  2 2 2 1     
   338 -10.853  14.676 13.011  0.737  0.650  0.151  0.006 0.008 0.007 0.003  2 2 2 2 1240
   339 -10.830   9.639 14.846  0.708  0.589  0.061  0.001 0.004 0.004 0.012  2 2 2 1     
   340 -10.826  21.063 13.417  0.678  0.532  0.060  0.002 0.004 0.003 0.001  2 2 2 2 1252
   341 -10.824 -14.842 12.843  1.060  0.931  0.484  0.001 0.001 0.002 0.017  2 2 2 2 1530
   342 -10.813  -0.577 15.041  0.828  0.636  0.137  0.003 0.007 0.005 0.013  2 2 2 1     
   343 -10.753  21.622 16.395  0.936  0.839  0.365  0.001 0.001 0.008 0.031  2 2 2 1     
   344 -10.727 -10.197 16.192  0.885  0.680  0.121  0.008 0.010 0.008 0.021  2 2 2 1     
   345 -10.726  -9.981 16.693  0.784  0.586  0.106  0.004 0.004 0.014 0.025  2 2 2 1     
   346 -10.725  -5.896 14.386  1.054  0.878  0.298  0.002 0.002 0.007 0.010  2 2 2 1 1573
   347 -10.713  -4.264 13.477  0.871  0.781  0.262  0.002 0.004 0.008 0.008  2 2 2 2     
   348 -10.712 -14.833 15.655  0.854  0.652  0.120  0.002 0.004 0.007 0.012  2 2 2 1     
   349 -10.694 -11.953 15.826  0.956  0.779  0.178  0.007 0.007 0.007 0.015  2 2 2 1     
   350 -10.691  -2.655 14.301  0.827  0.719  0.172  0.005 0.005 0.006 0.008  2 2 2 1  159                                    E034
   351 -10.679   5.975 16.424  0.936  0.812  0.296  0.006 0.006 0.008 0.033  2 2 2 1     
   352 -10.676   5.720 16.302  0.890  0.776  0.352  0.010 0.016 0.011 0.028  2 2 2 1     
   353 -10.674  -4.373 12.251  1.222  1.161  0.968  0.003 0.005 0.004 0.009  2 2 2 2                
   354 -10.674  20.265 16.828  0.986  0.959  0.688  0.001 0.020 0.011 0.055  2 2 1 1     
   355 -10.645  -2.217 15.536  1.160  1.041  0.672  0.002 0.003 0.002 0.024  2 2 2 1     
   356 -10.643  21.910 16.655  0.900  0.731  0.092  0.009 0.016 0.020 0.035  2 2 2 1     
   357 -10.624  13.844 16.820  0.972  0.840  0.468  0.007 0.014 0.038 0.064  2 2 2 1     
   358 -10.581  -0.199 11.282  0.671  0.532  0.115  0.007 0.007 0.009 0.007  2 2 2 2  107 0.98 140 +                         JTP041
   359 -10.560  16.971 16.285  1.043  0.862  0.268  0.005 0.016 0.011 0.025  2 2 2 1     
   360 -10.534  -6.425 11.551  0.601  0.464  0.085  0.009 0.010 0.010 0.005  2 2 2 2 1518
   361 -10.529 -12.539 15.631  0.939  0.826  0.339  0.017 0.017 0.021 0.023  2 2 2 1     
   362 -10.518  -3.906 16.067  1.156  1.076  0.788  0.007 0.008 0.009 0.034  2 2 1 1     
   363 -10.495 -10.756 15.618  0.931  0.770  0.168  0.005 0.007 0.015 0.022  2 2 2 1     
   364 -10.488  -4.374 16.066  0.899  0.740  0.090  0.003 0.003 0.005 0.016  2 2 2 1            42 R                         JTP042
   365 -10.409  10.155 11.369  0.512  0.400  0.069  0.017 0.024 0.022 0.014  1 1 1 2   92 0.99
   366 -10.402   6.218 14.595  1.144  1.104  0.787  0.004 0.005 0.004 0.016  2 2 2 1     
   367 -10.396   6.001 15.298  0.896  0.715  0.127  0.009 0.010 0.009 0.014  2 2 2 1     
   368 -10.346   2.651 13.074  0.819  0.688  0.135  0.000 0.001 0.000 0.003  4 4 4 4  200      138 +                         E114 JTP044
   369 -10.297 -12.761 16.670  1.129  1.037  0.643  0.002 0.004 0.011 0.060  2 2 1 1     
   370 -10.253   4.155 16.733  0.954  0.694 -0.031  0.003 0.003 0.010 0.012  4 4 3 2     
   371 -10.248  -7.408 14.712  1.316  1.177  0.958  0.003 0.003 0.003 0.021  2 2 2 1     
   372 -10.243   3.771 16.057  1.535  1.281  1.189  0.002 0.006 0.003 0.026  4 4 3 2           136 X  
   373 -10.223   8.565 16.947  0.825  0.683  0.183  0.013 0.034 0.017 0.041  2 2 1 1     
   374 -10.216  -8.056 15.208  0.839  0.710  0.123  0.000 0.003 0.011 0.017  2 2 2 1     
   375 -10.207  20.346 16.980  0.835  0.706  0.210  0.009 0.010 0.009 0.042  2 2 2 1     
   376 -10.187   0.227 12.817  0.867  0.702  0.121  0.003 0.004 0.004 0.005  2 2 2 2  197                                    E110
   377 -10.173  -2.175 16.333  1.263  1.142  1.047  0.009 0.018 0.014 0.070  2 2 1 1     
   378 -10.160  -9.787 16.487  0.819  0.616  0.090  0.007 0.008 0.007 0.017  2 2 2 1     
   379 -10.138 -14.762 15.555  0.957  0.868  0.539  0.003 0.005 0.008 0.023  2 2 2 1     
   380 -10.115  -6.381 16.332  1.566  1.373  0.000  0.004 0.008 0.012 0.000  2 2 1 0                
   381 -10.075  15.266 16.060  1.030  0.858  0.464  0.002 0.005 0.003 0.023  2 2 2 1     
   382 -10.040  13.967 16.998  0.914  0.777  0.234  0.003 0.008 0.010 0.042  2 2 2 1     
   383 -10.010  22.034 16.827  1.151  1.059  0.952  0.017 0.022 0.021 0.096  2 2 1 1     
   384  -9.967  22.133 16.304  0.886  0.698  0.136  0.002 0.027 0.003 0.023  2 2 2 1     
   385  -9.958  17.224 14.987  0.802  0.631  0.027  0.008 0.010 0.009 0.010  2 2 2 1     
   386  -9.949 -12.248 14.190  0.835  0.701  0.196  0.005 0.007 0.010 0.011  2 2 2 1 1570
   387  -9.939  21.146 16.797  1.187  1.115  0.976  0.000 0.004 0.012 0.087  2 2 1 1     
   388  -9.932  -0.956  9.891  0.272  0.179  0.144  0.007 0.016 0.010 0.012  1 1 1 1   40 0.99              2.1 0.0 A1V      =167 -60 954 E036 D
   389  -9.932  -2.046 13.423  0.882  0.760  0.199  0.001 0.008 0.001 0.001  2 2 2 2  160      134 +                         E035 JTP162=Mic16
   390  -9.930  -9.546 16.779  0.900  0.766  0.202  0.001 0.006 0.007 0.036  2 2 1 1     
   391  -9.860  -7.712 15.504  0.759  0.621  0.018  0.011 0.029 0.012 0.037  2 2 2 1 1517B
   392  -9.852  -7.688 14.069  0.623  0.486  0.132  0.000 0.006 0.002 0.028  2 2 2 2 1517A
   393  -9.824  -0.728 13.667  0.957  0.811  0.293  0.001 0.001 0.002 0.006  2 2 2 1           132 +                         JTP047
   394  -9.683  -1.554 16.926  0.996  0.816  0.396  0.004 0.005 0.012 0.049  2 2 1 1     
   395  -9.675  19.868 15.453  0.913  0.834  0.501  0.001 0.007 0.003 0.017  2 2 2 1     
   396  -9.653 -11.889 15.808  0.897  0.724  0.139  0.007 0.008 0.009 0.016  2 2 2 1     
   397  -9.640   0.915 14.060  0.983  0.831  0.309  0.000 0.004 0.002 0.007  2 2 2 1  198      130 +                         E111 JTP050
   398  -9.636  10.048 15.716  0.866  0.733  0.231  0.001 0.002 0.007 0.019  2 2 2 1     
   399  -9.597   7.262 14.253  1.007  0.928  0.551  0.012 0.013 0.013 0.011  2 2 2 1           155 H
   400  -9.593  11.589  9.127  0.057  0.099  0.094  0.018 0.025 0.023 0.018  1 1 1 1   12 0.99              2.0 0.0 A0V      HD65896 EL D18     
   401  -9.587   7.025 16.861  0.899  0.696  0.122  0.004 0.006 0.004 0.035  2 2 2 1     
   402  -9.578   8.383 15.140  0.988  0.830  0.367  0.002 0.003 0.003 0.011  2 2 2 1                
   403  -9.562  12.072 12.795  0.729  0.597  0.115  0.003 0.005 0.007 0.008  2 2 2 2 1230      205 +                         JTP052
   404  -9.544   3.591 16.686  0.983  0.822  0.241  0.003 0.005 0.002 0.009  4 4 3 2     
   405  -9.506   5.222 13.987  1.128  1.008  0.641  0.004 0.004 0.007 0.012  2 2 2 1  196                                    E108
   406  -9.505  19.130 15.571  1.158  1.033  0.732  0.013 0.016 0.014 0.024  2 2 2 1     
   407  -9.488 -10.050 10.874  0.449  0.311  0.179  0.012 0.012 0.014 0.008  1 1 1 2   99 0.94 206 +                         -60 956 JTP051
   408  -9.486 -13.175 16.319  1.281  1.088  0.933  0.003 0.009 0.010 0.051  2 2 1 1     
   409  -9.434  17.108 12.691  1.170  1.153  1.011  0.005 0.005 0.005 0.006  2 2 2 2 1247
   410  -9.403   7.418 16.127  1.056  0.995  0.830  0.015 0.018 0.017 0.047  2 2 2 1     
   411  -9.391  -4.373 14.012  1.098  1.027  0.764  0.001 0.003 0.001 0.010  2 2 2 1  157                                    E032
   412  -9.362 -14.418 16.994  1.084  0.918  0.453  0.006 0.027 0.014 0.063  2 2 1 1     
   413  -9.302   7.394 15.325  1.003  0.909  0.541  0.002 0.003 0.004 0.018  2 2 2 1     
   414  -9.292  14.551 13.628  0.674  0.561  0.057  0.001 0.003 0.001 0.007  2 2 2 2 1239
   415  -9.281  18.159 16.324  0.935  0.858  0.429  0.005 0.006 0.016 0.033  2 2 2 1     
   416  -9.237 -15.167 16.666  0.976  0.885  0.555  0.015 0.015 0.017 0.042  2 2 1 1     
   417  -9.186   6.876 15.928  1.151  1.029  0.740  0.014 0.016 0.015 0.036  2 2 2 1     
   418  -9.182  16.540 16.279  0.898  0.807  0.354  0.007 0.009 0.008 0.032  2 2 2 1     
   419  -9.147 -10.140 10.238  0.251  0.181  0.145  0.009 0.013 0.011 0.012  1 1 1 1   98 0.99                               -60 958
   420  -9.100 -14.065  8.712  0.129  0.079 -0.102  0.018 0.023 0.019 0.007  1 1 1 1   39                   1.9 0.0 B9V      HD65931 D22
   421  -9.088  11.421 15.805  0.845  0.666  0.080  0.000 0.014 0.006 0.014  2 2 2 1     
   422  -9.064  18.797 16.150  0.795  0.649  0.114  0.001 0.004 0.013 0.023  2 2 2 1     
   423  -9.034   4.706 15.779  1.005  0.907  0.526  0.006 0.007 0.007 0.030  2 2 2 1     
   424  -9.015   1.233 13.760  0.929  0.814  0.329  0.001 0.004 0.003 0.004  2 2 2 2  199      127 X                         E112
   425  -8.972   7.161 13.298  0.891  0.813  0.371  0.004 0.007 0.005 0.002  2 2 2 2  195                                    E106
   426  -8.972  20.572 16.876  1.102  0.976  0.457  0.001 0.007 0.012 0.056  2 2 1 1     
   427  -8.960   3.278 16.897  0.971  0.798  0.201  0.001 0.006 0.001 0.043  4 4 3 2     
   428  -8.957  -2.738 16.096  0.946  0.806  0.266  0.005 0.018 0.008 0.025  2 2 2 1     
   429  -8.942  -9.624 16.931  0.807  0.641  0.100  0.005 0.029 0.013 0.035  2 2 1 1     
   430  -8.900 -12.697 14.856  1.345  1.155  0.929  0.002 0.008 0.003 0.022  2 2 2 1     
   431  -8.897  20.187 16.800  0.986  0.821  0.280  0.008 0.024 0.012 0.037  2 2 1 1     
   432  -8.876  14.368 16.415  0.955  0.859  0.399  0.010 0.013 0.010 0.030  2 2 2 1     
   433  -8.859  18.522 16.760  1.385  1.125  1.091  0.006 0.023 0.014 0.088  2 2 1 1     
   434  -8.820  -4.426 10.836  0.342  0.316  0.190  0.019 0.024 0.020 0.010  1 1 1 2   97 0.96                               -60 962 E030
   435  -8.799   5.810 14.154  0.830  0.656  0.036  0.005 0.009 0.006 0.006  2 2 2 2     
   436  -8.788   6.390 16.517  0.922  0.782  0.311  0.021 0.024 0.021 0.030  2 2 2 1     
   437  -8.771   3.484 16.939  1.933  1.518  0.000  0.008 0.008 0.016 0.000  4 4 2 0     
   438  -8.771  -5.090  8.724  0.069  0.072 -0.082  0.018 0.022 0.019 0.009  1 1 1 1    2 0.99 207 +        2.0 0.5 A0IV-V   -60 961 SB2 E031 D23 JTP054
   439  -8.767  -0.888 11.602  1.497  1.476  1.765  0.005 0.016 0.007 0.006  2 1 2 2  162                                    E039
   440  -8.725  -7.494 11.107  0.421  0.374  0.156  0.016 0.016 0.019 0.010  2 2 2 2 1516 0.99
   441  -8.713  -3.985 11.195  0.463  0.383  0.125  0.007 0.007 0.010 0.009  2 2 2 2   96 0.99                               E029
   442  -8.709 -11.091 16.973  0.925  0.779  0.256  0.023 0.043 0.025 0.044  2 2 1 1     
   443  -8.704  20.862 16.018  1.473  1.282  1.012  0.003 0.006 0.005 0.089  2 2 2 1     
   444  -8.699  20.362 16.262  1.124  1.034  0.756  0.004 0.019 0.008 0.044  2 2 2 1     
   445  -8.691   5.558 15.314  1.285  1.126  1.003  0.013 0.015 0.013 0.024  2 2 2 1           156 H
   446  -8.652  14.049 15.730  1.280  1.111  0.648  0.004 0.006 0.004 0.026  2 2 2 1     
   447  -8.633  14.297 14.144  0.785  0.657  0.077  0.001 0.002 0.001 0.005  2 2 2 2 1236
   448  -8.628  -8.186 16.931  1.005  0.868  0.321  0.009 0.017 0.013 0.044  2 2 1 1     
   449  -8.579 -12.713 12.745  0.787  0.666  0.116  0.004 0.006 0.004 0.002  2 2 2 2 1526       56 R                         JTP056
   450  -8.564   2.788 15.622  1.568  1.287  1.143  0.007 0.002 0.003 0.017  4 4 4 2           124 +                         JTP057
   451  -8.543 -13.558 16.821  1.245  1.060  0.664  0.002 0.002 0.009 0.072  2 2 1 1     
   452  -8.425   5.796 10.148  0.154  0.157  0.126  0.011 0.017 0.014 0.014  1 1 1 1   57 0.99              2.2 0.0 A2V      -60 963 E107 D24   
   453  -8.362 -14.062 13.030  0.826  0.691  0.156  0.002 0.002 0.006 0.006  2 2 2 2 1528
   454  -8.335  -0.384 16.728  0.974  0.851  0.360  0.005 0.012 0.013 0.034  2 2 1 1                
   455  -8.335  21.572 15.739  0.795  0.648  0.060  0.006 0.010 0.010 0.016  2 2 2 1     
   456  -8.302  12.459 16.356  0.959  0.856  0.358  0.004 0.009 0.004 0.033  2 2 2 1     
   457  -8.298  -3.897 16.937  1.270  1.098  0.837  0.005 0.005 0.013 0.084  2 2 1 1     
   458  -8.271   0.648 16.999  1.374  1.213  0.000  0.005 0.006 0.014 0.000  2 2 1 0     
   459  -8.257   8.037 16.824  0.953  0.847  0.298  0.012 0.012 0.021 0.041  2 2 2 1     
   460  -8.252   4.566 16.277  1.227  1.088  0.864  0.015 0.015 0.022 0.058  2 2 2 1     
   461  -8.244   7.518 15.399  0.896  0.739  0.164  0.004 0.007 0.005 0.013  2 2 2 1     
   462  -8.241   4.818 16.877  0.983  0.866  0.572  0.002 0.015 0.006 0.057  2 2 2 1     
   463  -8.221   5.095 12.648  0.772  0.636  0.113  0.000 0.005 0.010 0.010  2 2 2 2 1215      123 +                         JTP059
   464  -8.192  11.594  9.395  0.072  0.031  0.025  0.013 0.023 0.018 0.014  1 1 1 1   14 0.99              2.0 0.0 A0V      -60 964 EJ D25     
   465  -8.190  12.226 16.751  1.119  0.991  0.619  0.001 0.025 0.005 0.050  2 2 2 1     
   466  -8.153  -6.314 13.940  0.767  0.651  0.130  0.001 0.006 0.001 0.001  2 2 2 2     
   467  -8.150  17.559 15.035  1.042  0.949  0.693  0.004 0.004 0.005 0.013  2 2 2 1     
   468  -8.101   2.342 14.233  0.939  0.773  0.205  0.003 0.001 0.004 0.004  4 4 4 3  202                                    E117
   469  -8.096  -9.991 16.706  1.413  1.222  0.000  0.004 0.016 0.012 0.000  2 2 1 0     
   470  -8.073  21.402 14.827  0.860  0.721  0.199  0.017 0.017 0.017 0.010  2 2 2 1     
   471  -8.044   1.980 13.790  0.873  0.727  0.249  0.012 0.003 0.001 0.006  4 4 4 4  203      120 +                         E118 JTP062
   472  -8.030   0.791 12.152  0.554  0.425  0.214  0.006 0.006 0.008 0.005  2 2 2 2  205                                    E121
   473  -7.994  -8.161 15.707  0.914  0.764  0.191  0.004 0.005 0.006 0.017  2 2 2 1     
   474  -7.953 -10.087 15.843  0.865  0.741  0.228  0.004 0.004 0.004 0.021  2 2 2 1     
   475  -7.915   1.563 11.706  0.648  0.507  0.089  0.007 0.009 0.008 0.002  2 2 2 2   95 0.99                               E119
   476  -7.900   2.016 16.107  0.901  0.731  0.212  0.006 0.002 0.001 0.012  4 4 4 2     
   477  -7.894   0.303 16.126  0.868  0.685  0.083  0.008 0.008 0.008 0.017  2 2 2 1     
   478  -7.882   7.458 16.121  1.059  0.966  0.578  0.004 0.004 0.004 0.039  2 2 2 1     
   479  -7.875   2.863 14.498  0.954  0.806  0.273  0.002 0.007 0.000 0.021  4 4 4 2  201      157 H                         E115
   480  -7.870   2.401 10.604  0.360  0.241  0.179  0.001 0.015 0.010 0.001  2 2 2 2   42 0.99              2.3 0.0 A3V      -60 965 E116 V416 Car
   481  -7.867  -6.885 11.346  0.579  0.460  0.089  0.007 0.009 0.012 0.010  2 2 2 2 1515 0.99 208 +                         JTP063
