RA_ICRS          DE_ICRS          Source               Gmag        BP-RP      PMemb Cluster
118.46687029607  -61.19641667834  5290688084132620032  17.107147   2.664708   0.4  NGC_2516         
119.50911724089  -61.19115069952  5290653350736340736  13.873532   1.318412   0.8  NGC_2516         
119.58020201447  -60.86661633037  5290673794780226560  14.906926   1.390983   1.0  NGC_2516         
118.99634081870  -60.84556940843  5290717843964557056  14.861379   1.552818   0.7  NGC_2516         
121.01669384322  -60.56090563469  5290783849023129600  17.382908   2.595468   0.2  NGC_2516         
119.34651521166  -60.82731286402  5290720111707457152  11.172149   0.763974   0.8  NGC_2516         
120.15642796730  -60.60607726073  5290776839636049920  17.636303  99.999999   0.6  NGC_2516         
119.10109912536  -60.53372540602  5290743613768192256  15.463367   1.660641   0.8  NGC_2516         
119.21531094067  -60.60380027228  5290739387520372864  16.775389   2.147171   0.7  NGC_2516         
120.95986918011  -60.56739709002  5290783780303652352  16.058800   1.852275   0.8  NGC_2516         
120.57805474888  -60.75512384496  5290760342661729280  16.654272   2.039780   0.8  NGC_2516         
119.18376077084  -60.58112905466  5290742411177350144  13.363103   0.989966   0.7  NGC_2516         
118.70912021336  -60.84460613455  5290728834785867264  12.838233   0.900082   0.8  NGC_2516         
120.23150942708  -60.76133066683  5290770998480701184  14.286803   1.238336   0.6  NGC_2516         
119.17961320290  -60.90963640512  5290719390148237184  11.502388   0.668436   0.8  NGC_2516         
119.15218131874  -60.55636061753  5290742582976042496  10.845997   0.466036   1.0  NGC_2516         
119.26231707081  -60.61018506512  5290739147002207232  11.129411   0.537231   0.8  NGC_2516         
119.09954897764  -60.51366901886  5290743682487671552  10.637691   0.371510   0.6  NGC_2516         
119.22779366074  -60.59842444988  5290739387520374912   8.041042  -0.005527   0.5  NGC_2516         
120.26673192507  -60.58951850466  5290777664269775104  16.960050   2.186154   1.0  NGC_2516         
119.48391296628  -60.71072701946  5290725368747362816  16.449488   1.973767   0.5  NGC_2516         
120.25893515928  -60.75072932871  5290771032840440832  12.016690   0.744661   0.8  NGC_2516         
119.45534900593  -60.84731282870  5290720627103618432  16.989244   2.178709   0.6  NGC_2516         
120.03205728230  -60.68317253002  5290769658450722816  10.181700   0.266073   0.7  NGC_2516         
120.22870081936  -60.75408999359  5290771204639131648  11.204629   0.551558   1.0  NGC_2516         
119.26284686626  -60.54785388645  5290742857853957504  12.543015   0.857165   0.2  NGC_2516         
119.20607301507  -60.52607657896  5290743849989134848  17.173258   2.186920   0.5  NGC_2516         
119.44610700826  -60.86074185816  5290720524024401920  15.903457   1.742984   0.8  NGC_2516         
120.19128754404  -60.66530536022  5290775735823905792  17.780903   2.525894   0.4  NGC_2516         
119.20832288120  -60.66266076516  5290738906484117248  14.060319   1.168934   0.8  NGC_2516         
120.33453347876  -60.56738299331  5290777629910040064  17.318583   2.347891   1.0  NGC_2516         
120.96630533519  -60.69723494230  5290781821798680704  16.909657   2.298684   0.4  NGC_2516         
119.49176699483  -60.84592706970  5290720455304928512   8.983971   0.178128   0.6  NGC_2516         
119.47834823773  -60.84075563733  5290720661463358336  16.976412   2.101262   0.6  NGC_2516         
119.58242210194  -60.82730473432  5290720901976984576  10.901568   0.484431   0.9  NGC_2516         
120.92545407505  -60.67732513581  5290782062316848896  12.965295   0.920005   0.4  NGC_2516         
119.94762616673  -60.82299367741  5290765565341001984  12.256230   0.921593   0.7  NGC_2516         
119.40772399527  -60.90885772556  5290718737318003840   8.759329   0.151005   0.8  NGC_2516         
120.38912305497  -60.57282418828  5290774984210278272  15.670701   1.678759   0.6  NGC_2516         
119.19422639255  -60.69085746029  5290736604381644544  17.673975   2.480913   0.6  NGC_2516         
119.31413773805  -60.64812110201  5290738047490663808  14.832335   1.411543   1.0  NGC_2516         
120.44696016428  -60.58363367448  5290774743692111232  17.309778   2.321531   0.7  NGC_2516         
120.06042670437  -60.75422958267  5290766252535812224  12.229483   0.831626   0.8  NGC_2516         
119.40987049233  -60.89046088827  5290718806037481728  11.143062   0.548286   0.9  NGC_2516         
120.07887094926  -60.60404546103  5290776702197093888  14.933860   1.412488   0.8  NGC_2516         
120.28491207322  -60.90361636535  5290757593881558272  17.755438   2.461113   0.7  NGC_2516         
119.25280771611  -60.95820465801  5290718118842704768  14.862166   1.393941   0.7  NGC_2516         
119.78993142841  -60.84762027464  5290766630492796288  16.666445   2.070602   0.7  NGC_2516         
120.15728627099  -60.60917144038  5290776839636049664  14.548497   1.310863   0.4  NGC_2516         
118.54025239559  -60.97421706363  5290704306227620992  11.437655   0.724256   0.9  NGC_2516         
119.48675421151  -60.84268961752  5290720657163454080  12.561813   0.879364   0.6  NGC_2516         
119.46623388379  -60.75171424095  5290722242006786432  10.832830   0.444504   0.4  NGC_2516         
120.64454290974  -60.76793025633  5290757254585726976  17.185440   2.613165   0.5  NGC_2516         
119.05204357680  -60.67382398165  5290737218559327232  11.881210   0.737699   0.6  NGC_2516         
118.79405480431  -60.71920212565  5290734680236169344  15.542770   1.627458   0.1  NGC_2516         
119.08432169460  -60.54506800509  5290743579408451840  17.006414   2.170697   0.9  NGC_2516         
119.53198201129  -60.83382581668  5290720833262052480  14.619623   1.307996   0.8  NGC_2516         
119.54463097132  -60.82561654575  5290720867621791488  11.871989   0.761776   0.8  NGC_2516         
119.53351760068  -60.78049923779  5290721997195236480   8.364870   0.106237   0.5  NGC_2516         
120.79707573682  -60.63785836968  5290784673656846976  17.007904   2.586456   0.6  NGC_2516         
120.41737748816  -60.78519199940  5290758663334893440  15.189282   1.480126   0.7  NGC_2516         
119.54007956705  -60.81684468909  5290720867621791872   6.297590   1.427855   0.6  NGC_2516         
118.80175283948  -60.68380607825  5290735333071202944  17.760647   2.557686   0.6  NGC_2516         
118.86523345397  -60.71737001248  5290734267919314176  17.860731   2.610617   0.6  NGC_2516         
119.12405745801  -60.99993707468  5290712312046913792  16.462255   2.252459   0.7  NGC_2516         
119.93418830622  -60.67189290416  5290770586163654656   9.569365   0.334775   1.0  NGC_2516         
118.98751592630  -61.01305514462  5290712788784793216  17.912163   2.640655   0.6  NGC_2516         
119.04806504267  -60.60819250012  5290740929411321216  11.202986   0.573048   0.9  NGC_2516         
120.72979871981  -60.65676218309  5290784226980246912  16.050516   1.854933   0.6  NGC_2516         
118.75857890572  -60.70816031787  5290734916457109504  17.885218   2.577166   0.5  NGC_2516         
120.19991090144  -60.86563280023  5290752787819629056  13.803765   1.096954   0.9  NGC_2516         
119.77076186197  -60.74079780134  5290768524579343104  16.797808   2.098848   1.0  NGC_2516         
120.12015586964  -61.01335054461  5290747977456314880  12.815844   0.880404   0.7  NGC_2516         
120.37785993031  -60.85018348163  5290758143637597696  17.871368   2.558680   0.6  NGC_2516         
118.93695928314  -60.73688240773  5290731141183126528  17.155844   2.366503   0.7  NGC_2516         
119.29150030914  -60.73612291569  5290725781064133760  13.151804   0.979581   0.7  NGC_2516         
119.03252513360  -60.95134757442  5290715988538836224  17.722637   2.747749   0.6  NGC_2516         
120.05428124330  -60.69607011647  5290769589731340160  15.473064   1.596080   0.5  NGC_2516         
119.34702473683  -60.93106391907  5290718599879047168  11.462046   0.676191   0.8  NGC_2516         
117.80002068724  -61.25451684010  5290696128609865600   9.061546   0.122879   0.6  NGC_2516         
119.75513597281  -60.74886752617  5290768421500127104  16.859554   2.104544   0.6  NGC_2516         
119.88477906635  -60.75064731901  5290769727170190848  15.235802   1.520941   0.9  NGC_2516         
119.89889861955  -60.74411031990  5290769727170191232  15.320810   1.534121   0.9  NGC_2516         
119.02440542517  -60.92632086779  5290716641373788416  17.619370   2.434643   0.8  NGC_2516         
119.52907016482  -60.80641399400  5290721069482679680  16.516077   2.206629   0.7  NGC_2516         
119.03385066720  -60.63318631803  5290740830629369344  14.001187   1.186550   0.8  NGC_2516         
118.70069960694  -60.97455888256  5290726846215993600  15.457470   1.644167   0.9  NGC_2516         
119.84231338720  -60.75737471641  5290768215341699840  11.719062   0.838266   0.8  NGC_2516         
119.32594344817  -60.68150141759  5290726227740737024  17.424759   2.640722   0.4  NGC_2516         
120.10924543775  -60.90350848291  5290752341143029120  16.910894   2.146761   0.9  NGC_2516         
119.83890022157  -60.76739960295  5290768215341699200  12.197052   0.792891   0.3  NGC_2516         
120.99396345656  -60.64456653196  5290782229815121664  17.517405   2.370541   0.3  NGC_2516         
119.82481993043  -60.75520153279  5290768284061176192  16.701822   2.299563   0.5  NGC_2516         
119.09165745846  -60.86188210534  5290716877594596608  16.785042   1.829283   0.3  NGC_2516         
119.00719813115  -60.62739497422  5290740521391722880  17.105540   2.209534   0.9  NGC_2516         
118.99318153905  -60.88473342144  5290717534726987136  14.352751   1.273089   0.7  NGC_2516         
120.09152581267  -61.06223869661  5290746190749912192  14.997352   1.443244   0.5  NGC_2516         
119.23139009991  -60.65826752293  5290738180632123264  17.081709   2.262316   0.8  NGC_2516         
120.10810999651  -60.68311616723  5290775293447912320  14.119228   1.390198   0.3  NGC_2516         
119.11969470817  -60.94286990654  5290713475977840256  17.830212   2.771723   0.6  NGC_2516         
120.10015261002  -60.70097758459  5290775190368696320  12.624010   0.888557   0.9  NGC_2516         
118.82502897553  -60.95971871090  5290715370058746368  10.707994   0.406061   0.8  NGC_2516         
119.67365364491  -60.84468698029  5290767493783186944  17.665720   2.251711   0.8  NGC_2516         
120.14352051043  -60.71549796513  5290772201071458944   9.866423   0.151601   0.9  NGC_2516         
118.96738202202  -60.90095407546  5290717156769863296  16.925892   2.219276   0.8  NGC_2516         
118.82676180316  -60.96214818917  5290715365765596800  12.480580   0.883705   0.8  NGC_2516         
120.42174774470  -60.74515285966  5290760965437190528  17.897348   2.560722   0.8  NGC_2516         
120.01261232758  -60.62338861048  5290776633477524352  11.604065   0.700361   0.6  NGC_2516         
120.12362166558  -60.70794773070  5290772269790935296  16.866333   2.101121   0.5  NGC_2516         
119.00658944617  -60.64775939450  5290740452672243584  14.719359   1.352999   0.7  NGC_2516         
118.67491370630  -60.96351574689  5290726914930519424  10.996720   0.692768   0.7  NGC_2516         
120.31495655798  -60.60324707705  5290777419450772352  11.322569   0.619720   0.7  NGC_2516         
120.03054405131  -61.03083667680  5290749386201860480  10.338178   0.533459   0.8  NGC_2516         
120.85139641672  -60.66547833094  5290781443841554432  12.034585   0.832608   1.0  NGC_2516         
119.98263468067  -61.04715052032  5290748973888714880  16.631699   2.025839   0.8  NGC_2516         
121.20400178750  -60.46914068459  5290790446088863360  11.497358   0.681711   0.1  NGC_2516         
118.91824444220  -61.07319979907  5290710903297629824  13.331624   1.207322   0.9  NGC_2516         
120.49640149280  -60.72466301450  5290761068516409216  13.385420   0.998217   0.9  NGC_2516         
120.31384443402  -60.79427318343  5290758933911651584  14.369849   1.298704   0.9  NGC_2516         
120.49247908117  -60.72293018108  5290761068516409088  16.810510   2.070929   0.7  NGC_2516         
119.89169202521  -60.75507054168  5290768971256039296  14.013706   1.161510   1.0  NGC_2516         
119.12320899284  -60.87007135683  5290722688687747968  17.499233   2.398953   0.6  NGC_2516         
120.08864554652  -60.58254652004  5290776805276220032  16.850363   2.147204   0.9  NGC_2516         
120.34691775988  -60.77066516081  5290759350529483392  16.381480   2.249880   1.0  NGC_2516         
120.02030959380  -60.75535863886  5290766188117237120  11.895164   0.736546   0.4  NGC_2516         
118.82031865661  -60.84372928585  5290730106091599104  12.610411   0.868034   0.8  NGC_2516         
119.98167934239  -60.69942475039  5290770276926009600  10.693232   0.479825   0.8  NGC_2516         
118.51042846150  -60.92431052345  5290707604762505600  16.139189   2.158999   0.6  NGC_2516         
119.99693968764  -60.74163340222  5290769211774213248  17.845905   2.661614   0.5  NGC_2516         
119.20099109864  -60.85235083519  5290722654328011648  17.313929   2.327433   0.9  NGC_2516         
119.77089232462  -60.94330916804  5290763095740848128  11.420208   0.635852   0.8  NGC_2516         
118.88633000458  -60.61865252763  5290741449104650112  16.515684   2.078513   0.9  NGC_2516         
118.87072096636  -61.07787937478  5290710559700243072  16.908417   2.181020   0.9  NGC_2516         
119.94794697318  -60.74773070983  5290769039975518464  16.591000   2.088189   0.3  NGC_2516         
120.40153666118  -60.75768147245  5290759487968438528  16.271170   2.226043   0.8  NGC_2516         
119.19661060386  -60.84080086681  5290722860486442752   8.483752   0.129805   0.8  NGC_2516         
118.96424957852  -60.96702259898  5290715919819356800  16.025776   1.882734   0.7  NGC_2516         
120.48248209312  -60.71546490050  5290761098575269632  16.380240   2.023957   0.8  NGC_2516         
119.99082244096  -60.74674918506  5290769211774211968   8.362017   0.048388   0.5  NGC_2516         
119.03152166495  -60.70390044170  5290737119777616640  10.576464   0.369291   0.6  NGC_2516         
120.65077968429  -60.75645167597  5290757460744159104  14.999045   1.435309   0.8  NGC_2516         
118.84181701253  -61.08887240034  5290710525340502784  14.616574   1.343468   0.7  NGC_2516         
121.01774663159  -60.65093999027  5290782023655716736  12.272902   0.776963   0.8  NGC_2516         
120.30289917058  -60.80697720625  5290758938212619904  17.174742   2.290499   0.7  NGC_2516         
118.93239649193  -60.63112177513  5290741208586484352  12.353608   0.843734   0.6  NGC_2516         
118.52494354243  -61.02361102351  5290703069277036928  16.146023   1.918402   1.0  NGC_2516         
118.77460824477  -61.07481309496  5290713652076611200  13.236874   1.026086   0.9  NGC_2516         
120.27052566350  -60.79294064577  5290759110011311232  14.508150   1.279455   0.9  NGC_2516         
119.03197253799  -60.68618697180  5290737188497096064  12.369343   0.810440   0.9  NGC_2516         
120.14796672849  -60.80727550866  5290764951166829824  14.650189   1.313036   0.8  NGC_2516         
119.04364708157  -60.90411309337  5290716675733528832  16.679410   2.023569   0.8  NGC_2516         
119.06029229768  -60.90868083789  5290716675733528960  16.537327   2.216582   0.9  NGC_2516         
120.21610736533  -60.78324337557  5290770826682093312  13.065078   0.968972   0.6  NGC_2516         
118.83881765610  -60.84438523079  5290730144750808192   9.415756   0.172791   0.8  NGC_2516         
120.64714932207  -60.67208171403  5290784257039669632  16.346924   1.939643   0.8  NGC_2516         
117.98594851437  -61.15944062350  5290698288975017344  17.736473   2.729217   0.4  NGC_2516         
119.63650823303  -60.81455958447  5290767837384566528  16.727448   2.034911   1.0  NGC_2516         
118.80161011668  -60.81457553427  5290730385268977536  13.967146   1.143271   0.7  NGC_2516         
119.03191714327  -60.87445362330  5290717500367250688  17.886742   2.591631   0.5  NGC_2516         
119.06426367953  -60.88562553108  5290716847532222336  17.074833   2.202198   0.5  NGC_2516         
119.29502189260  -60.81851491054  5290723101004616320  17.405588   2.315882   0.6  NGC_2516         
119.22744635638  -60.78833596444  5290724097437028480  16.420126   2.221275   0.5  NGC_2516         
120.16115235798  -61.10671579277  5290745086936635392  17.754830   2.529589   1.0  NGC_2516         
119.29620477382  -60.80427565598  5290723204083832704  14.328425   1.255157   0.7  NGC_2516         
119.24816968625  -60.78379272610  5290724200516244608   9.648684   0.255301   0.8  NGC_2516         
120.30301771887  -60.53496907795  5290778660702192000  17.460905   2.408016   0.5  NGC_2516         
118.35635549346  -60.88904343014  5290708601194720384  12.340329   0.892827   1.0  NGC_2516         
118.35730256724  -60.88958988976  5290708532475243776  15.515020   1.584123   0.9  NGC_2516         
119.33250870359  -60.81281291280  5290723135364356736   9.244541   0.211841   0.8  NGC_2516         
120.16538356917  -60.84431020157  5290753062697353856  16.003704   1.661104   0.5  NGC_2516         
119.40614909489  -60.89778962269  5290718806032777600  10.805249   0.426495   0.8  NGC_2516         
119.88463076593  -60.97938816395  5290750382637937920  14.747772   1.362702   1.0  NGC_2516         
120.33069521044  -60.50987755506  5290779107378792192  16.895935   2.194358   1.0  NGC_2516         
118.41618193772  -60.91102311257  5290708291957076480  14.175291   1.225333   0.5  NGC_2516         
119.33661144831  -60.92865915159  5290718629942367488  16.579195   2.062029   0.8  NGC_2516         
118.87994908178  -60.94737541569  5290715507502414592  12.120079   0.799818   0.5  NGC_2516         
120.54146332499  -60.71166749415  5290760690559288064  16.436834   1.982436   0.7  NGC_2516         
119.18789627551  -60.81503064475  5290722929205920640   8.315389   0.063175   0.9  NGC_2516         
118.86453680524  -60.80916087291  5290730316549503488  17.160837   2.334011   0.6  NGC_2516         
118.81238257320  -60.80527942980  5290730488348194304  11.469413   0.668306   0.7  NGC_2516         
120.39132695347  -60.86056559032  5290755193001408128  15.356600   1.556454   0.7  NGC_2516         
119.22527586831  -60.83483850095  5290723032285136128  14.863594   1.392954   0.8  NGC_2516         
119.19271970694  -60.81614376631  5290722929205920896   8.765484   0.125884   0.6  NGC_2516         
118.84168968309  -60.83503150889  5290730144750809472  13.265697   1.015616   0.5  NGC_2516         
118.90535416061  -61.15179030296  5290709357109480704  12.300141   0.881531   0.2  NGC_2516         
118.47322859476  -60.89376855714  5290707948359695488  12.900437   0.977921   0.8  NGC_2516         
120.00203130578  -60.88216496917  5290764263972054784  14.056581   1.374053   0.7  NGC_2516         
118.16734177718  -61.03986583241  5290705199580612224  13.036316   0.966322   0.5  NGC_2516         
118.40287495345  -60.90825791507  5290708291951869312   9.984195   0.264611   0.5  NGC_2516         
119.98590374487  -60.82449457074  5290765397843334912  11.627066   0.802522   0.8  NGC_2516         
119.56960008156  -60.78082185700  5290721279938737280  14.795701   1.411889   0.9  NGC_2516         
119.83869142894  -60.81561905938  5290767150189898496   9.057377   0.082566   0.7  NGC_2516         
119.41198655026  -60.73131785139  5290725437466834816  14.898739   1.394635   0.7  NGC_2516         
120.07774157126  -60.84110967791  5290764813727873664  15.807918   1.727544   0.9  NGC_2516         
120.34529717513  -60.88484699926  5290754780684542592  15.888939   1.760522   0.9  NGC_2516         
119.39998699092  -60.72174558179  5290725506186311936  17.911512   2.413660   0.4  NGC_2516         
121.04357249059  -60.45811655059  5290793263591287168  16.184814   1.887919   0.4  NGC_2516         
119.43956781927  -60.78400713627  5290721760974905088  10.560169   0.399577   1.0  NGC_2516         
119.48080238405  -60.80750219285  5290721864054120320  12.685249   0.992158   1.0  NGC_2516         
119.42793480567  -60.73903354155  5290725231308404864  12.523628   0.863994   0.9  NGC_2516         
119.47709532834  -60.75223107213  5290722242011168512  13.585197   1.070045   0.8  NGC_2516         
120.65359343623  -60.79052924529  5290757082787103872  17.880451   2.944731   0.6  NGC_2516         
118.20905008973  -61.00081732972  5290706092933811456  16.499940   2.021964   0.7  NGC_2516         
120.48341652338  -60.94321591461  5290753749892394752  12.025195   0.736506   0.3  NGC_2516         
119.43789659722  -60.79800901498  5290721554816473856  11.603199   0.718583   0.9  NGC_2516         
120.03611210139  -60.85883445314  5290764401411011072  16.294071   1.929778   0.9  NGC_2516         
120.70867831182  -60.71587454508  5290780997164946176  10.809901   0.431957   0.5  NGC_2516         
119.90226930751  -60.78978588227  5290768657717637504  17.440699   2.378141   0.7  NGC_2516         
119.36842655231  -60.85812394222  5290719836829549056  13.208112   0.999472   0.7  NGC_2516         
119.03620555278  -60.75734968201  5290735985906343680  15.801446   1.749697   0.7  NGC_2516         
118.33770701422  -60.97027169909  5290705818055908096  16.885971   2.212128   0.4  NGC_2516         
119.33799286052  -60.76745521212  5290724922070754432   7.676707   0.109372   0.9  NGC_2516         
120.30332781354  -60.89803478263  5290754643245585792  12.816399   0.902174   0.9  NGC_2516         
119.37184469489  -60.76891782276  5290724818991539840  17.176850   2.373133   0.7  NGC_2516         
119.35868968762  -60.76108352595  5290725025149969920  15.426012   1.603271   0.5  NGC_2516         
119.78669329082  -60.95067355574  5290762339826697344  16.490417   2.002344   0.7  NGC_2516         
118.30435012892  -60.93571814405  5290706711409106304   8.893855   0.140327   0.4  NGC_2516         
118.49878677002  -60.82212750926  5290732584292109952  15.023185   1.466156   0.8  NGC_2516         
119.85872432577  -60.80940366863  5290767150189899776  14.545650   1.301506   0.7  NGC_2516         
119.89828962417  -60.81898554421  5290764160892663168  17.972404   2.511469   0.7  NGC_2516         
119.08360745882  -60.80090987502  5290723891278514048   8.892718   0.112020   0.5  NGC_2516         
119.52183700587  -60.79447557489  5290721142499618816  11.835120   0.746092   0.9  NGC_2516         
120.35195969814  -60.58772334905  5290777522534884864  12.078058   0.779454   0.9  NGC_2516         
119.55362691135  -60.80128728803  5290721176859357952   7.162740   0.158842   0.5  NGC_2516         
119.50993165932  -60.77976139627  5290721898413863424  11.900968   0.843746   0.9  NGC_2516         
119.88372368428  -60.81246030393  5290767115830162560  13.621251   1.147839   0.7  NGC_2516         
119.53094212563  -60.74255746370  5290722310730726912  15.483593   1.582187   0.9  NGC_2516         
119.55787567150  -60.75667713698  5290722035852820224  14.306820   1.265141   1.0  NGC_2516         
119.52205824430  -60.75087667615  5290722276370987648  12.542030   0.863436   0.8  NGC_2516         
118.62033271756  -60.77179832856  5290733168407670656  14.919788   1.467838   0.9  NGC_2516         
117.86359508823  -61.16573426972  5290697709157756160  12.598538   0.916435   0.8  NGC_2516         
119.82478904834  -60.81675075952  5290767047110673280  13.501210   1.024162   1.0  NGC_2516         
119.89151563836  -60.98535608128  5290750309616954368  17.950457   2.513783   0.6  NGC_2516         
119.95956493589  -60.73742857370  5290769039975605760  14.325606   1.217977   0.8  NGC_2516         
121.14481925757  -60.46346684120  5290793366670504320  13.347053   1.011655   0.8  NGC_2516         
119.30063041432  -60.55244766708  5290739937276199168  14.352622   1.220738   0.7  NGC_2516         
118.54850395583  -60.79997209858  5290732721731067136  13.723186   1.189924   0.8  NGC_2516         
118.68415052128  -60.82975927956  5290731862737611648  16.911356   2.197322   0.8  NGC_2516         
120.07574011080  -60.80474824277  5290765122965432320  17.365849   2.326141   0.3  NGC_2516         
120.31794456298  -60.95550534744  5290748424132935424  16.813799   1.680629   0.8  NGC_2516         
120.08917514950  -60.82009556133  5290765019886216448  10.955835   0.509412   0.2  NGC_2516         
120.06859664295  -60.77082477380  5290765947599154048  15.677940   1.688627   1.0  NGC_2516         
120.32034067426  -60.95573254831  5290748424132935552  11.418768   0.695204   0.8  NGC_2516         
118.59841801963  -60.86494125674  5290731312981791872  15.266292   1.710863   0.6  NGC_2516         
118.47259940731  -61.08037535057  5290702622600509824  15.351764   1.571845   1.0  NGC_2516         
118.57161260317  -60.77430563880  5290732824810285184  17.486313   2.674032   0.5  NGC_2516         
120.04844740855  -60.80895942480  5290765844519936768  16.267680   1.934347   1.0  NGC_2516         
119.29040130682  -60.53701880583  5290742892213699712  15.958352   2.032047   0.8  NGC_2516         
120.46886992150  -60.60878834227  5290773919058477440  11.930060   0.711370   1.0  NGC_2516         
120.70146708026  -60.78595220445  5290756460011285120  17.334408   2.295584   0.2  NGC_2516         
118.50391556353  -60.87782869510  5290708051438912640  15.336618   1.582066   0.9  NGC_2516         
119.96864465017  -61.03352248691  5290749042608318720  16.301903   1.921551   0.7  NGC_2516         
119.79770656186  -60.81819024044  5290767218909364224  14.352537   1.234061   1.0  NGC_2516         
120.19865342401  -60.72687838887  5290772029272852864  13.575050   1.058523   0.8  NGC_2516         
120.21371891787  -60.77556951615  5290770895401484032  16.446234   1.979619   0.8  NGC_2516         
120.10738833410  -60.90583528730  5290752341143028736  16.621767   2.064757   0.7  NGC_2516         
118.64799136129  -60.83202322497  5290732034536302080  17.850967   2.550345   0.4  NGC_2516         
120.11388430153  -60.71608590228  5290772235431280000  16.189428   1.862987   0.9  NGC_2516         
119.71058782930  -60.82441293628  5290767631226220032   5.798978  -0.103747   0.6  NGC_2516         
119.77820728615  -60.86473584635  5290766531714592384  15.428638   1.580673   1.0  NGC_2516         
120.08160142748  -60.75560401469  5290766256836800896  16.592422   2.052392   1.0  NGC_2516         
119.69827998861  -60.86042676272  5290766737873019648  11.241939   0.599321   1.0  NGC_2516         
119.67284589540  -60.84852923616  5290767493787263488  16.880592   2.062878   0.8  NGC_2516         
118.71422706677  -60.80298199549  5290731965816830080  15.244696   1.551286   0.8  NGC_2516         
121.01626789169  -60.51101809670  5290792851274423296  15.547131   1.629085   1.0  NGC_2516         
119.76135145240  -60.79689645533  5290768043538081280  10.708969   0.401521   0.8  NGC_2516         
120.74042241241  -60.68332360939  5290781203323379456  10.804981   0.415649   0.7  NGC_2516         
119.92638017007  -60.84106382878  5290763886014843392  15.721284   1.703359   0.9  NGC_2516         
120.13083721063  -60.60847834188  5290776908350801664  10.662677   0.403305   0.8  NGC_2516         
119.83976744367  -60.77921111226  5290767459427547136  14.182565   1.194259   0.7  NGC_2516         
119.41590934990  -60.77753299904  5290721829694303360  15.094311   1.675917   0.5  NGC_2516         
119.37830551674  -60.78903432517  5290724647192847616  16.601467   2.118774   0.8  NGC_2516         
119.98508337894  -60.82458709446  5290765397839175168  13.195000  99.999999   0.8  NGC_2516         
119.35501004366  -60.77976029812  5290724715912323840  12.919527   0.939002   0.7  NGC_2516         
120.71329780438  -60.71516341796  5290780997164946688  11.948816   0.721245   0.8  NGC_2516         
119.36862551673  -60.83995925645  5290721383017776896   9.875088   0.329376   0.4  NGC_2516         
120.21403820068  -60.98486155934  5290747943096587776  11.023115   0.521442   0.8  NGC_2516         
119.33644360274  -60.77895082107  5290724681552585088  13.943257   1.154462   0.8  NGC_2516         
120.12107060538  -60.92849273322  5290751482149639296  14.751524   1.369123   0.9  NGC_2516         
119.71798220899  -60.81800712161  5290767631226220928  16.291122   1.831558   0.5  NGC_2516         
119.81590499197  -60.79290247501  5290767425067805824  15.561944   1.928898   0.9  NGC_2516         
119.45070100918  -60.81574805165  5290721486096996736   9.567124   0.174815   0.6  NGC_2516         
119.42107322311  -60.72733767007  5290725437466835840  10.158401   0.223766   0.7  NGC_2516         
118.77090684116  -60.99183382780  5290714957746593536  15.629595   1.755564   0.5  NGC_2516         
119.43130275540  -60.82939413972  5290721451737255936  17.465870   2.270239   0.7  NGC_2516         
118.57836833633  -60.84892775081  5290731583561861248  17.331266   2.367855   0.6  NGC_2516         
119.94778698447  -60.90419204869  5290762752143565184  13.527902   1.036616   0.8  NGC_2516         
120.21389231071  -61.01923061836  5290747084103123712  10.280460   0.276369   0.4  NGC_2516         
120.51690640774  -60.90167642926  5290753956050829056  14.896274   1.445863   0.3  NGC_2516         
120.76619878925  -60.57206132670  5290785876247523840  16.946648   2.202012   0.2  NGC_2516         
119.93627320903  -60.97503535760  5290750520076892160  16.867770   2.129488   0.7  NGC_2516         
120.40435265322  -60.48129423059  5290779210458009728  16.875528   2.208763   0.3  NGC_2516         
118.58817582934  -60.97026929773  5290703649094456960  17.291437   2.396212   0.4  NGC_2516         
120.40278370125  -60.47249319555  5290779279177397632  14.707414   1.356188   0.8  NGC_2516         
119.31772686290  -60.78705110902  5290724681552584192  11.918455   0.758003   0.8  NGC_2516         
119.70161877756  -60.83966484172  5290767523846011520  17.233866   1.846364   0.9  NGC_2516         
118.84219970375  -61.15643151897  5290709494548431616  15.501069   1.637162   0.7  NGC_2516         
120.38744092956  -60.45567626581  5290779485335828608  16.365454   2.297080   0.6  NGC_2516         
118.85011282756  -61.02919402731  5290714236192167936  15.616325   1.665706   0.6  NGC_2516         
118.86725436765  -61.17484845741  5290709219670524416  17.608088   2.511143   0.7  NGC_2516         
120.00087783315  -60.66892208383  5290770448724704896  14.003194   1.202553   0.7  NGC_2516         
118.37890353100  -60.96830469406  5290707089366346880  16.403965   1.976376   0.9  NGC_2516         
119.66237934253  -60.80643642659  5290767871744305920  16.270649   1.901823   0.7  NGC_2516         
119.28904318368  -60.80071348519  5290723204083832448  12.311568   0.831277   0.9  NGC_2516         
119.05460248123  -61.04117332457  5290711727931438080  15.922262   2.033188   0.7  NGC_2516         
119.81402822597  -60.86805942890  5290763611136930176   9.914320   0.215764   0.5  NGC_2516         
118.83224056031  -61.07213912553  5290710800218328192  12.968279   0.987594   0.7  NGC_2516         
118.55510884495  -60.95331036880  5290704478026234880  17.388500   2.461601   0.7  NGC_2516         
120.69107895831  -60.80930751261  5290756361232528768  12.839706   0.884835   0.9  NGC_2516         
118.74796896100  -61.07296666629  5290713686436348800  17.089138   2.408452   0.8  NGC_2516         
