RA_ICRS          DE_ICRS          Source               Gmag        BP-RP      PMemb Cluster
120.24650774041  -61.10664808865  5289995739702214656  16.805939   2.338752   0.1  NGC_2516         
120.69220208706  -60.89371999174  5290004673234138112  10.754730   0.400211   1.0  NGC_2516         
120.70312992774  -60.86689238508  5290005257349691392  17.256750   2.316214   0.5  NGC_2516         
120.95948079036  -61.15805394808  5289982953580850304  17.896460   2.527410   0.2  NGC_2516         
120.78885177123  -61.11000005140  5289987115408111360  12.058076   0.808580   0.9  NGC_2516         
120.56316005479  -61.10200231604  5289998041804833280  17.463428   2.406311   0.7  NGC_2516         
120.98315121447  -60.99308314784  5290011407743074048  15.304772   1.531731   0.8  NGC_2516         
120.98086524943  -60.99423521687  5290011373383335168  12.154581   0.749257   0.6  NGC_2516         
121.27967128684  -60.94262942832  5290012537316756608  17.624659   2.524790   0.6  NGC_2516         
120.53773176831  -61.27657415498  5289978594193197440  15.569099   1.611417   0.6  NGC_2516         
120.83014049922  -60.78085995345  5290029103008123520  15.311076   1.824347   1.0  NGC_2516         
120.11521350883  -61.26148321290  5289992372447986816  13.960130   1.155422   0.9  NGC_2516         
120.87639071903  -60.87598881702  5290027625539444224  12.805664   0.869719   0.8  NGC_2516         
121.01511741187  -61.12003123454  5289983473275924096  16.928602   2.199579   0.8  NGC_2516         
120.54849056570  -61.14249268491  5289997075432766336  16.548702   1.966513   0.7  NGC_2516         
120.82428814029  -60.83279300506  5290028725050999296  16.383627   1.958853   0.6  NGC_2516         
120.25716601066  -61.24316578445  5289989692388398080  10.357494   0.294321   0.5  NGC_2516         
121.12504379041  -61.07513696915  5290007112775924992  12.837186   0.886741   1.0  NGC_2516         
121.05114176959  -60.94379355107  5290023674169675264  15.054479   1.457396   0.6  NGC_2516         
120.95399042748  -61.15497567238  5289982957879844608  13.190689   0.989871   0.6  NGC_2516         
120.38109835682  -61.25711690000  5289990207784548736  16.174658   1.878711   0.5  NGC_2516         
120.80729104241  -61.21001194604  5289984126110942848  16.337511   2.254441   0.4  NGC_2516         
120.16634421308  -61.20353200270  5289993162721899264  14.121320   1.216203   1.0  NGC_2516         
120.13478852453  -61.22051882165  5289992750405037952  16.511597   2.105798   0.3  NGC_2516         
121.24154577210  -60.66908349643  5290036627790843648  12.046467   0.729820   0.6  NGC_2516         
121.46226246953  -60.81282402699  5290019997677687424  11.244972   0.561742   0.5  NGC_2516         
121.18443814646  -60.61346346913  5290037796021949312  17.237597   2.283066   0.5  NGC_2516         
121.44780540523  -60.95049976009  5290009621036840064  10.112859   0.206902   0.9  NGC_2516         
121.31413996029  -60.65689502496  5290036937028491008  13.512576   1.011492   0.9  NGC_2516         
120.71304075871  -61.11388261530  5289997315951521920  17.325272   2.314104   0.7  NGC_2516         
120.29365240835  -61.34420923561  5289976360810053888  14.157115   1.189249   0.7  NGC_2516         
121.28565505124  -61.18736195636  5289958425026796288  16.926434   2.194626   0.7  NGC_2516         
121.39142495373  -61.12561499713  5289960452251363968  17.735008   2.546471   0.4  NGC_2516         
121.05103705923  -60.91121520588  5290023983402973696  17.333235   2.613457   0.2  NGC_2516         
121.29802811869  -60.77505073554  5290032191087277312  17.996092   2.629888   0.3  NGC_2516         
120.42841111798  -61.21532451179  5289990585741601536  16.797428   2.376566   0.8  NGC_2516         
121.23563921251  -61.04624412215  5290007387653835648  13.563765   1.015434   0.9  NGC_2516         
121.48029412857  -60.64789167730  5290035253401389824  17.466042   2.390860   0.2  NGC_2516         
121.25445124274  -60.86240064419  5290014122162418688  15.721035   1.733892   0.3  NGC_2516         
120.50925517836  -61.19238273562  5289990890679814144  17.960258   2.597549   0.3  NGC_2516         
120.20560823918  -61.20429651502  5289992990923208704  16.958847   2.345256   0.8  NGC_2516         
121.15734269336  -61.25043270220  5289934751163440000  11.357195   0.593170   0.8  NGC_2516         
121.55280276217  -60.78292973495  5290019791519261824  13.591584   1.033247   0.8  NGC_2516         
121.44094823220  -61.09784482312  5289960658409796864  17.579690   2.522724   0.5  NGC_2516         
120.64704382145  -60.87710855840  5290004909454899840  12.397160   0.839276   0.5  NGC_2516         
121.01536425598  -60.72523401913  5290030924074262528  17.285896   2.332420   0.6  NGC_2516         
121.44956653742  -60.47408723365  5290040544801035136  11.861896   0.734344   0.8  NGC_2516         
120.57143760935  -61.27692631916  5289977872638551808  11.820333   0.723118   1.0  NGC_2516         
120.17938856509  -61.10317052582  5289994502751632384  14.940677   1.409790   0.7  NGC_2516         
120.95007291681  -61.15745304593  5289982957879843968  15.559872   1.676888   0.6  NGC_2516         
121.12717530071  -61.11021104104  5290006734818801792  11.918816   0.687704   0.6  NGC_2516         
120.41702213123  -61.07836903573  5289995494884385280  12.546075   0.844951   0.9  NGC_2516         
120.60422127355  -61.01988435949  5290001718296770688  14.664991   1.330150   0.8  NGC_2516         
120.64089745028  -61.00680753834  5290001855735725696  15.512963   1.605343   0.8  NGC_2516         
120.59691587094  -61.00152382880  5290001787016179328  12.318446   0.777435   0.9  NGC_2516         
120.22055865692  -61.30822079145  5289988416778566272  14.966037   1.440983   0.9  NGC_2516         
120.57159918960  -60.95804356001  5290002989607023488  15.092421   1.439282   0.7  NGC_2516         
119.02292128508  -61.59127028797  5290615795542467712  17.763298   2.534655   0.6  NGC_2516         
119.74250732289  -60.94239017675  5290669328014408192  16.017649   1.829457   1.0  NGC_2516         
119.73125815999  -60.93315783860  5290669534172838528  16.551819   2.051080   0.7  NGC_2516         
119.71212100062  -60.91848605710  5290669602892315520  11.135226   0.545800   1.0  NGC_2516         
119.17009227459  -61.10735079041  5290663555578333568  16.398298   1.976713   1.0  NGC_2516         
119.59272824744  -60.85615507572  5290673897859442304   7.947094   0.093436   0.9  NGC_2516         
119.19664739662  -61.02315292077  5290665170485954944  17.665403   2.512661   0.6  NGC_2516         
119.52248130993  -61.41649665849  5290641599705993728  14.607217   1.328413   0.9  NGC_2516         
119.44567034084  -61.31531431415  5290646032112048128  15.637984   1.716199   0.6  NGC_2516         
119.46558543026  -61.31155745831  5290643077174550144  14.836240   1.377047   0.9  NGC_2516         
118.73477693332  -61.08657559819  5290690214436590464  17.459188   2.503014   0.6  NGC_2516         
119.39018897631  -61.25503987949  5290647200343154944  16.405432   2.290742   0.9  NGC_2516         
119.46720334547  -61.00875458833  5290670393166282496  14.094271   1.169511   1.0  NGC_2516         
119.29020073982  -61.14800893906  5290660600640986624  15.721382   1.844356   0.2  NGC_2516         
119.25087619859  -61.06576837943  5290664070974413696  13.795029   1.109478   0.7  NGC_2516         
119.45002645206  -61.27612430328  5290646410069174400  13.619254   1.079315   1.0  NGC_2516         
119.62416198744  -60.81675174835  5290674000938662528  15.493135   1.887026   0.9  NGC_2516         
119.24935723620  -61.10890395266  5290663693017289216  16.637054   2.071702   0.9  NGC_2516         
119.63355793852  -60.89751757753  5290672695264349184  10.465054   0.326910   0.8  NGC_2516         
118.75987955293  -61.17709742548  5290685958127645440  17.203615   2.474016   0.8  NGC_2516         
119.28687345914  -61.11278251088  5290663727377028736  14.761478   1.369019   0.8  NGC_2516         
119.39494096537  -61.05846841366  5290669774690987776   8.735401   0.173524   0.8  NGC_2516         
119.40201630578  -61.03563225281  5290669877770204032  14.537346   1.525824   0.9  NGC_2516         
119.44897212567  -61.05137526318  5290667232070350080  15.698375   1.697061   0.9  NGC_2516         
119.42030238177  -61.05843343695  5290666854113227136  12.849017   0.930659   0.7  NGC_2516         
119.43960843955  -61.00635722575  5290670496245496576  14.420717   1.267419   1.0  NGC_2516         
119.49712497495  -60.94813652016  5290672179872595840  12.466910   0.911165   0.9  NGC_2516         
118.91941633675  -61.25562856039  5290661116036894592  14.965586   1.494747   0.5  NGC_2516         
119.47891777238  -61.12914914991  5290665479723837184  15.997628   2.137613   0.7  NGC_2516         
119.62997956803  -61.08969061593  5290655687198404864  16.896820   2.127181   0.8  NGC_2516         
119.59290269697  -60.85767174096  5290673794780227072   7.100793   0.019205   0.5  NGC_2516         
119.76273154165  -61.10674636649  5290654755184740224  17.084257   2.226883   0.6  NGC_2516         
119.70016408744  -60.90393285539  5290672557829815296  13.908765   1.147528   1.0  NGC_2516         
118.59810181860  -61.24393869908  5290683896543337600  17.357891   2.397016   0.5  NGC_2516         
118.89359410696  -61.19798205362  5290662249908263296  16.009436   1.838468   1.0  NGC_2516         
119.68395506106  -60.93359268624  5290669568532574720  14.209918   1.191112   0.7  NGC_2516         
118.53923517871  -61.13202733747  5290689806418176768  15.591388   1.651156   0.7  NGC_2516         
118.96634354344  -61.22241062297  5290661253475851392  16.072489   1.844040   0.8  NGC_2516         
119.65320968766  -61.06517417568  5290667472588666368  17.524239   2.551827   0.6  NGC_2516         
119.59293899891  -61.18544941581  5290652938419484928  16.635876   2.100884   0.7  NGC_2516         
119.65382340796  -61.07613508251  5290667472588665600  13.208983   0.960160   0.7  NGC_2516         
119.62688926881  -60.95525551415  5290669431093618816  10.337710   0.270634   0.7  NGC_2516         
119.63024400191  -61.07602051286  5290667438228927104  17.831770   2.795660   0.5  NGC_2516         
119.50352024494  -61.05351085296  5290667094631481984  15.837791   1.753198   1.0  NGC_2516         
119.69266726535  -61.04751417596  5290667610027620480  16.901434   2.175599   0.7  NGC_2516         
119.08084728223  -61.49972491555  5290616791974803072  11.737924   0.726670   0.7  NGC_2516         
118.50307594238  -61.10727655478  5290690798557190912  17.975004   2.601259   0.4  NGC_2516         
118.81830472645  -61.22692449084  5290638713487476352  16.636978   2.050048   0.6  NGC_2516         
117.92707407511  -61.32829226954  5290691833642642176  16.423680   1.985093   0.7  NGC_2516         
119.35654858695  -61.32122149834  5290645860313348608  13.683712   1.121580   0.9  NGC_2516         
119.12273523600  -61.51257038984  5290616517096896512  11.380159   0.651751   0.1  NGC_2516         
118.87026064915  -61.22630501140  5290638541688786688  17.719833   2.490196   0.8  NGC_2516         
119.54954188795  -61.02826735416  5290667124690661248  17.856192   2.726816   0.8  NGC_2516         
119.40135259149  -61.35808837166  5290642561778464512  16.511696   1.996671   0.7  NGC_2516         
119.55993403538  -61.00019095595  5290668846978061056  16.980124   2.274398   1.0  NGC_2516         
118.74188016779  -61.18020337283  5290685958127562496  13.103438  99.999999   0.6  NGC_2516         
119.14586477205  -61.16896186282  5290663040182254080  16.921017   2.191514   0.5  NGC_2516         
119.16265813617  -61.06287791704  5290664964327520896  16.554707   1.992320   1.0  NGC_2516         
119.63764768939  -60.85799461245  5290673653045176960  17.629950   2.476402   0.8  NGC_2516         
119.40728548490  -61.19690952431  5290659363690545920  15.527495   1.688848   0.6  NGC_2516         
119.30856133344  -61.32962809985  5290645791593868288  14.018817   1.142816   0.4  NGC_2516         
119.30221201988  -61.03688654125  5290670732463191168  17.564371   2.433880   0.9  NGC_2516         
119.68698186610  -61.04318551153  5290667678747043584  16.604470   2.320378   0.7  NGC_2516         
118.90678712318  -61.58560097373  5290614592951539456  15.728370   1.701949   0.6  NGC_2516         
119.91470867716  -61.19437729214  5290650705036608256  10.852441   0.504915   0.6  NGC_2516         
119.63575984688  -60.99603569188  5290668778258672128  16.129950   1.863185   0.8  NGC_2516         
119.56904532879  -60.87002837062  5290673756120589440  17.799093   2.231518   1.0  NGC_2516         
119.00797752628  -61.15059791255  5290662593505565312  17.185732   2.431646   0.4  NGC_2516         
118.45620777979  -61.19425488787  5290688084132627328  15.786805   1.816054   0.2  NGC_2516         
119.28670407048  -61.14732394526  5290660600640916608  14.933780   1.437071   0.9  NGC_2516         
118.57250499399  -61.34437266164  5290636377025252864  12.888073   1.018288   0.9  NGC_2516         
119.29430773831  -61.18770717889  5290659535489024896  15.947593   1.825915   1.0  NGC_2516         
119.44958727234  -60.93692682157  5290671527037565696  13.618854   1.053638   0.5  NGC_2516         
119.67534421931  -61.30836132490  5290648093696480640  11.000998   0.609616   0.6  NGC_2516         
119.71967507208  -61.03387463547  5290667983684103936  17.444040   2.383476   0.6  NGC_2516         
119.25998129356  -61.03465617585  5290664929967787264  11.817455   0.737467   1.0  NGC_2516         
119.10390113369  -61.36085717869  5290644829521179648  17.293228   2.325516   0.6  NGC_2516         
119.31824167940  -61.12947155577  5290660703720134912  15.984636   1.814126   0.9  NGC_2516         
119.33371932380  -61.12049818567  5290660738079873408  12.848038   0.917381   0.7  NGC_2516         
119.34325803225  -61.11866915810  5290660738079873920  15.362283   1.604028   0.8  NGC_2516         
118.43952101517  -61.25498156247  5290684411939327104  14.677643   1.578501   0.5  NGC_2516         
119.72961785042  -61.30951135913  5290648231135436160  17.076653   2.198608   0.4  NGC_2516         
119.35119025110  -61.16244150670  5290659672927983232  17.951632   2.847124   0.7  NGC_2516         
119.06003236011  -61.38766652544  5290644623362744448  15.641158   1.682136   0.6  NGC_2516         
119.46487212393  -61.11515122295  5290665754601680384  17.004208   2.234781   0.7  NGC_2516         
119.57602414534  -61.35245976985  5290642046382523008  16.637846   2.080476   0.8  NGC_2516         
119.46613126005  -61.07274159497  5290666957192524928  16.188023   1.910491   0.9  NGC_2516         
118.90553219007  -61.42530355409  5290632425655609344  16.445581   2.011891   0.9  NGC_2516         
119.84670986475  -61.23473924372  5290650052201575040  12.920131   0.929036   0.5  NGC_2516         
119.38225580227  -60.99150692742  5290671286515023744  10.802469   0.494408   0.9  NGC_2516         
119.24809861381  -61.06541405738  5290664070974326272  14.071265   1.175757   0.6  NGC_2516         
119.49425594678  -61.06081887434  5290666991552265088  14.592845   1.322012   0.8  NGC_2516         
118.63239476941  -61.42647134698  5290634624678682624  17.248085   2.300751   0.6  NGC_2516         
119.88581054426  -61.08132393681  5290655034363564160  16.602743   2.054503   0.5  NGC_2516         
119.25664864134  -61.05229149912  5290664861248309760  12.961994   0.942768   0.8  NGC_2516         
119.50806665244  -61.30890861304  5290643145894030208  14.555162   1.447574   0.5  NGC_2516         
119.76297452068  -61.25246406784  5290648712171776896  12.009370   0.783678   0.8  NGC_2516         
119.71094648064  -61.11404881125  5290655481040144256  13.074219   0.958720   1.0  NGC_2516         
119.63127940978  -60.88612806140  5290672867067372672  14.507835   1.290237   0.8  NGC_2516         
118.96086835234  -61.16914579771  5290662383047290496   8.134994   0.094645   0.7  NGC_2516         
118.96812808334  -61.24214449394  5290660944238288384  17.653309   2.488590   0.9  NGC_2516         
118.51752659605  -61.16963716309  5290688221571624704  17.699120   2.400238   0.5  NGC_2516         
119.67621670761  -61.30874389846  5290648093692934912  14.713883   1.091573   1.0  NGC_2516         
118.74985571199  -61.38723231773  5290632219497000320  16.647310   2.270712   0.7  NGC_2516         
118.82557389494  -61.30309791234  5290637476536975872  16.108166   1.914325   0.4  NGC_2516         
119.48374949371  -60.91635648176  5290673038866056192  14.125902   1.184928   0.9  NGC_2516         
119.08193105876  -61.22493100504  5290658470337128704  14.988925   1.448042   1.0  NGC_2516         
119.08656884280  -61.25393053432  5290658161099482752  14.458636   1.624244   0.7  NGC_2516         
119.48917821253  -61.38365088490  5290641943303303168  13.852373   1.137521   0.9  NGC_2516         
119.15013109993  -61.46033266506  5290643248973350016  13.669267   1.274571   0.2  NGC_2516         
119.60211781376  -60.91105784501  5290672660908940032  17.209156   2.224251   1.0  NGC_2516         
119.57008945656  -60.91456176777  5290672351671291776  13.801532   1.094593   0.7  NGC_2516         
118.35147781020  -61.17071212182  5290688741266203008  17.541452   2.431951   0.5  NGC_2516         
118.38401811355  -61.14790942730  5290689222302540928  16.569525   2.406587   0.9  NGC_2516         
118.93587238288  -61.29290865701  5290634418520265088  11.908088   0.788817   0.6  NGC_2516         
118.44931927458  -61.14209822873  5290689084863589248  12.257717   0.837811   0.6  NGC_2516         
118.85086811456  -61.49196303547  5290618956638156672  13.916994   1.174611   0.9  NGC_2516         
119.16385152779  -61.46523990826  5290640328395589120  12.819610   0.937702   0.7  NGC_2516         
118.13489535061  -61.21572015067  5290694273184073728  16.368010   2.018437   0.3  NGC_2516         
119.60034249247  -60.87521726407  5290673519902401024   9.408839   0.153419   0.9  NGC_2516         
119.09482538384  -61.20991769454  5290658573416344960  17.734848   2.550283   0.4  NGC_2516         
118.25283684557  -61.21775460698  5290682693952246656  11.082356   0.582263   0.7  NGC_2516         
118.67200711388  -61.36356511068  5290635414952667392  13.955556   1.234260   0.6  NGC_2516         
118.25553780712  -61.20357435082  5290682797031462784  11.976160   0.816309   0.6  NGC_2516         
119.91786610806  -61.11385839292  5290651941987110272  15.538190   1.632006   0.8  NGC_2516         
118.29084165794  -61.41910469252  5290676646638613760  14.326345   1.301606   0.1  NGC_2516         
118.77777015572  -61.12035672771  5290686920200239744  17.280561   2.282236   0.8  NGC_2516         
118.82767304692  -61.46526440482  5290632249561496192  16.811087   2.525074   0.6  NGC_2516         
119.69352745415  -61.09960558716  5290655549759621888  11.652856   0.692558   0.6  NGC_2516         
119.70131719125  -61.10409688689  5290655549759622144  12.197943   0.781665   0.5  NGC_2516         
119.77976905049  -61.08438726681  5290655893357015168  16.881210   2.203956   0.8  NGC_2516         
119.23477768044  -61.01592919158  5290665204845694336  15.778953   1.770516   0.6  NGC_2516         
119.27918176397  -61.03553708860  5290670736763572096  17.115784   2.239117   1.0  NGC_2516         
118.83213380659  -61.37714067476  5290633559526975360  17.889109   2.573606   0.5  NGC_2516         
119.70271974429  -60.92349990419  5290669602892315008  11.836128   0.723781   0.7  NGC_2516         
118.73902456043  -61.29218981293  5290637957573221760  15.815557   1.981880   0.5  NGC_2516         
119.40890014855  -60.94891829691  5290671698836255616  11.077570   0.511485   0.8  NGC_2516         
119.51844704097  -60.87844559769  5290673446882839424  17.818869   2.362919   0.7  NGC_2516         
119.62662452597  -61.16857600521  5290653075858442752  15.026208   1.437669   0.8  NGC_2516         
119.67428616343  -61.20052504149  5290652732261058816  16.475538   2.331611   0.9  NGC_2516         
119.71561933736  -61.22797604297  5290649536805390336  16.538760   2.292905   0.5  NGC_2516         
119.66719122804  -61.12260345756  5290655412320662144  16.341808   1.963783   0.8  NGC_2516         
118.87932620555  -61.17851480419  5290662318627652480  17.584950   2.485918   0.7  NGC_2516         
119.36136086854  -61.28374858181  5290646715006401408  17.491304   2.407757   0.7  NGC_2516         
119.41305937500  -61.03591254137  5290669873469360512  12.600071   0.894476   0.6  NGC_2516         
119.55308039368  -61.03101986399  5290668602159040512  13.250415   1.146928   1.0  NGC_2516         
119.70660717609  -61.17564016666  5290654244089553536  10.530123   0.334383   0.5  NGC_2516         
119.74877705017  -61.18188058644  5290651323511794816  14.128406   1.185605   0.7  NGC_2516         
119.16298271020  -61.11287151549  5290663516918045824  17.802807   2.493195   0.7  NGC_2516         
119.47544954100  -61.00851083383  5290670324446806912  14.457378   1.298650   1.0  NGC_2516         
119.13417977629  -61.36286822424  5290644790861904896  16.933490   2.329543   0.1  NGC_2516         
118.64687864462  -61.01695865311  5290691588824895360  12.492706   0.886650   0.6  NGC_2516         
119.47538419761  -61.29692045708  5290646130890161536  12.045660   0.766523   0.7  NGC_2516         
119.53948613755  -60.99471419186  5290668881337798272  15.216487   1.514092   1.0  NGC_2516         
119.28711379801  -61.48847210642  5290639297603518976  16.790417   2.168060   0.5  NGC_2516         
118.33148096680  -61.56386398293  5290626374041818752  17.681684   2.685776   0.3  NGC_2516         
119.05529519298  -61.13499095368  5290662730944520320  15.023005   1.448868   0.9  NGC_2516         
119.64520129184  -61.05329746749  5290667541308087168  12.901444   0.918159   0.7  NGC_2516         
119.05952073831  -61.15884618342  5290661871951147264  15.436019   1.607865   0.3  NGC_2516         
119.43837502026  -60.92641449988  5290671733195996416   6.817252   0.059001   0.6  NGC_2516         
119.56367501603  -60.99255680098  5290668915697538560  17.350700   2.348823   0.8  NGC_2516         
119.19830630003  -61.07696413362  5290664689449614720  14.944754   1.406549   0.9  NGC_2516         
119.59004610934  -60.98058961889  5290669018776755584  14.305760   1.455154   0.2  NGC_2516         
119.56886832938  -60.97337803750  5290671973714254592  17.737574   2.589945   0.6  NGC_2516         
119.59901513827  -61.06229686480  5290667713106775040  12.975067   0.942362   0.9  NGC_2516         
119.63352862878  -60.97404458926  5290668984417019392  15.630588   1.668722   1.0  NGC_2516         
119.43898801210  -60.90461938094  5290673279384144384  17.804840   2.349945   0.8  NGC_2516         
119.49029455269  -60.89410066215  5290673348103622272  14.249156   1.234295   0.9  NGC_2516         
119.58680314089  -61.19606083836  5290652938419483904  12.957845   0.939487   0.9  NGC_2516         
119.61301082973  -61.21349024178  5290652663541576832  14.807421   1.368292   0.5  NGC_2516         
119.49334682149  -60.87993870735  5290673416823100288  17.597088  99.999999   0.7  NGC_2516         
119.19829421404  -61.57708487133  5290615383225611648  16.859247   2.144352   0.5  NGC_2516         
119.68020919379  -60.92376600023  5290669568532575232  13.618998   1.103820   1.0  NGC_2516         
119.69764539037  -60.92338719037  5290669602892314496  14.529799   1.276898   0.8  NGC_2516         
119.55417767314  -60.87406046705  5290673760420486656   8.177811   0.082362   0.3  NGC_2516         
119.54361447227  -60.86590426157  5290673829139963520   9.466132   0.304743   0.5  NGC_2516         
