# 
# Jeffries file, cross-matched with Gaia EDR3
# 
ID,RAJ2000,DEJ2000,V,B-V,V-I,F1,F2,F3,F4,F5,_x,_y,RA_ICRS,DE_ICRS,Source,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
3680,119.03674999999998,-60.82684166666667,17.238,1.537,1.909,1,1,1,1,0,-0.22172,-0.063178,119.036811287,-60.82679609096,5290717981403512704,2.3714,0.0408,12.692,-4.209,0.057,11.974,0.047,16.521095,0.00284,2.036691,0.009428121552037818
3688,119.03840416666665,-60.79335,18.477,1.589,2.633,1,1,1,1,1,-0.221164,-0.029675,119.03842668576,-60.79329862536,5290735676668773504,0.0406,0.5716,12.658,-4.928,0.859,11.659,0.653,17.417685,0.00773,2.600174,0.021600379001304584
3727,119.04334583333332,-61.08700555555556,18.739,1.627,2.531,1,1,1,1,0,-0.216752,-0.323305,119.04335477504,-61.08695104838,5290711418693790080,2.4027,0.0698,12.713,-4.985,0.082,11.695,0.098,17.578661,0.002913,2.567223,0.029948503268110077
3730,119.0436,-60.90417222222222,17.42,1.556,1.946,1,1,1,1,0,-0.21786,-0.140469,119.04364606212,-60.90411156127,5290716675733528832,2.3462,0.0463,11.555,-3.554,0.061,10.995,0.053,16.662382,0.002843,2.039218,0.009371823995359707
3748,119.04693749999998,-60.84945833333334,15.753,1.211,1.446,1,1,1,1,0,-0.216616,-0.085755,119.04696643419,-60.8494076643,5290717672165866496,2.3931,0.0222,12.601,-5.148,0.029,11.501,0.025,15.300507,0.003155,1.571626,0.009218483443603943
3757,119.04802083333333,-60.608244444444445,11.318,0.388,0.481,1,1,1,1,0,-0.217711,0.155461,119.04806387602,-60.60819083132,5290740933710466816,2.4387,0.015,12.455,-4.263,0.021,11.703,0.019,11.217307,0.002832,0.569349,0.005337972836199151
3773,119.04948749999998,-61.19405,11.578,0.476,0.641,1,1,1,1,1,-0.213107,-0.430283,119.04939940457,-61.1939509754,5290661700148185344,2.1834,0.0133,23.675,-13.938,0.018,19.138,0.017,11.416365,0.002761,0.729306,0.0047454156825298245
3777,119.050175,-60.81971666666667,20.005,99.999,3.113,0,1,0,1,1,-0.215236,-0.055992,119.05021076201,-60.81965447185,5290717977103697024,2.6863,0.1721,12.011,-3.905,0.231,11.358,0.179,18.526005,0.003783,3.024738,0.07565091397332883
3779,119.05083333333333,-61.02124722222222,15.22,1.223,1.313,1,1,1,1,0,-0.213543,-0.257555,119.05090580463,-61.02122429205,5290711899730049920,0.1576,0.0182,5.625,-1.808,0.022,5.327,0.023,14.811448,0.002763,1.472705,0.0049142751245733075
3780,119.05087083333332,-60.94522222222222,11.22,0.556,0.683,1,1,1,1,1,-0.213972,-0.181369,119.05107767522,-60.94503715503,5290716366497694720,3.6283,0.0132,36.277,10.561,0.017,34.706,0.016,11.043009,0.002764,0.783833,0.004716854142328338
3795,119.05196666666664,-60.67386666666666,12.01,0.498,0.667,1,1,1,1,0,-0.21532,0.089844,119.05204245133,-60.67382237228,5290737218559327232,2.4067,0.0107,11.868,-4.062,0.015,11.151,0.012,11.877202,0.002762,0.729354,0.004760303561748978
3807,119.05377916666666,-60.74781111111111,19.115,99.999,2.484,0,1,0,1,0,-0.213966,0.015913,119.05379939381,-60.74776043872,5290735985906344704,2.4503,0.0967,12.169,-4.378,0.127,11.354,0.106,17.995584,0.00302,2.600037,0.04162967769512515
3812,119.05455833333332,-61.04123333333333,16.713,1.506,1.975,1,1,1,1,1,-0.21162,-0.27749,119.05460117168,-61.04117170507,5290711727931438080,2.4971,0.0288,12.469,-4.458,0.034,11.645,0.037,15.910022,0.002808,2.040768,0.006641961306722586
3816,119.05527083333332,-61.135025,15.505,1.149,1.314,1,1,1,1,0,-0.210659,-0.371304,119.05529375374,-61.13498938311,5290662730944520320,2.4232,0.0188,12.317,-4.852,0.022,11.321,0.024,15.008579,0.002786,1.437223,0.005268267741867339
3819,119.05567916666665,-60.985325,14.737,1.019,1.16,1,1,1,1,0,-0.211453,-0.221584,119.05571246673,-60.98526797506,5290712758723428224,2.3657,0.0229,12.22,-4.94,0.028,11.177,0.027,14.436064,0.002849,1.303274,0.005868874253210746
3834,119.05819583333331,-61.18640555555555,16.279,1.355,1.595,1,1,1,1,0,-0.208906,-0.422658,119.05822202599,-61.18635364714,5290661700152454400,2.4826,0.0264,12.487,-4.346,0.035,11.706,0.033,15.666971,0.002834,1.687087,0.006864843333973471
3845,119.05917499999998,-60.97099444444444,17.063,1.561,1.85,1,1,1,1,0,-0.209859,-0.207243,119.059195014,-60.97093782482,5290712964881942016,2.4686,0.0389,12.002,-4.556,0.047,11.104,0.046,16.392996,0.002833,1.978049,0.009564161280530562
3851,119.05950416666666,-61.15888888888889,15.923,1.209,1.48,1,1,1,1,0,-0.208462,-0.395145,119.05951967036,-61.15884464951,5290661871951147264,2.3911,0.022,11.582,-3.554,0.026,11.023,0.029,15.412293,0.003501,1.59715,0.010828175700458504
3856,119.06027083333332,-60.90873888888889,17.316,1.582,2.141,1,1,1,1,1,-0.209736,-0.144982,119.06029098418,-60.90867919569,5290716675733528960,2.4634,0.0417,12.747,-4.553,0.053,11.906,0.05,16.539865,0.003171,2.227762,0.011505180137659731
3876,119.06328333333332,-60.639408333333336,17.517,1.504,2.182,1,1,1,1,0,-0.210005,0.124352,119.06335329709,-60.63934991047,5290740658830679168,2.4165,0.0438,12.412,-5.482,0.065,11.136,0.051,16.656443,0.003196,2.291647,0.012665048953715102
3886,119.06401249999999,-60.667525,20.055,99.999,3.144,0,1,0,1,1,-0.209499,0.096217,119.0640107813,-60.66748732181,5290737596516567936,2.2871,0.157,12.011,-4.264,0.216,11.229,0.173,18.567772,0.003447,2.972626,0.08968133599027169
3887,119.06421666666665,-60.88567777777778,17.921,1.457,2.13,1,1,1,1,0,-0.207956,-0.121914,119.06426224672,-60.88562397636,5290716847532222336,2.3827,0.0532,12.291,-4.858,0.07,11.29,0.06,17.047926,0.002871,2.208727,0.012716581812735685
3891,119.06478333333332,-60.788977777777774,17.183,1.564,2.022,1,1,1,1,0,-0.208314,-0.025226,119.06481815272,-60.78893543962,5290735642309114240,2.7948,0.1287,11.553,-3.473,0.186,11.018,0.151,16.445053,0.003512,2.11403,0.011613429682914518
3934,119.07105416666666,-60.37187222222222,15.819,1.275,1.523,1,1,1,1,0,-0.207894,0.391903,119.07114749292,-60.37181920832,5290936264526411776,2.2768,0.1322,9.374,-2.954,0.168,8.896,0.161,15.317662,0.003378,1.618255,0.005782014268401627
3942,119.07196249999998,-60.727830555555556,19.029,1.708,2.652,1,1,1,1,0,-0.205186,0.035852,119.07202786227,-60.72787856738,5290736844899805952,3.1431,0.0875,7.825,-4.315,0.119,-6.528,0.101,17.79793,0.002951,2.706677,0.03898327487525901
3958,119.07348749999998,-60.608425000000004,11.45,0.393,0.545,1,1,1,1,0,-0.205092,0.155384,119.07377390193,-60.60834998252,5290741036787805440,2.434,0.0108,12.494,-4.122,0.016,11.795,0.013,11.570929,0.002769,0.645612,0.007509125981097934
3961,119.0737375,-60.607505555555555,10.207,0.174,0.188,1,1,1,1,0,-0.204989,0.156245,119.07399560306,-60.60748958019,5290741036787805824,2.4668,0.0161,13.922,-4.243,0.022,13.26,0.022,10.110748,0.002763,0.277943,0.004723437413579225
4000,119.07861249999999,-60.924955555555556,16.764,1.521,1.871,1,1,1,1,0,-0.20068,-0.161171,119.07870783427,-60.9249259725,5290716400855698944,1.8846,0.0919,7.061,3.795,0.114,5.954,0.11,16.067684,0.00305,1.960068,0.005931936024604446
4003,119.07887499999998,-60.94821666666666,12.478,0.614,0.79,1,1,1,1,1,-0.200453,-0.18441,119.07887347493,-60.94816652508,5290713445918198528,2.4688,0.0269,11.773,-4.58,0.033,10.846,0.034,12.285657,0.002759,0.881237,0.004744600826202348
4045,119.08422916666665,-60.545119444444445,17.943,1.554,2.186,1,1,1,1,0,-0.200309,0.218699,119.0843204048,-60.54506640663,5290743579408451840,2.3667,0.0479,12.319,-4.505,0.063,11.465,0.063,16.988869,0.00289,2.20406,0.015025217502585444
4046,119.08424999999998,-60.641977777777775,21.161,99.999,3.413,0,1,0,1,1,-0.199734,0.121805,119.08426879234,-60.64196234303,5290740585813822976,2.732,0.2451,12.168,-5.317,0.363,10.944,0.322,19.362062,0.003748,2.876391,0.09451541393867986
4069,119.08784166666666,-60.820888888888895,19.661,99.999,2.964,0,1,0,1,1,-0.196863,-0.057071,119.08788136531,-60.82085221946,5290723783899479424,2.2284,0.1182,11.607,-4.036,0.157,10.883,0.126,18.19888,0.003206,3.073917,0.04605791346772018
4072,119.0881125,-60.79632222222222,18.981,99.999,2.47,0,1,0,1,0,-0.19687,-0.032509,119.08817672068,-60.79629042928,5290723886978716800,2.4545,0.1179,11.516,-4.388,0.149,10.647,0.13,18.10961,0.003062,2.566813,0.04352451642465428
4089,119.08967499999999,-60.96916388888889,14.239,0.994,1.179,1,1,1,1,1,-0.195033,-0.205304,119.08977114641,-60.96909313922,5290713136680635136,2.8569,0.2441,14.656,-6.024,0.291,13.361,0.318,14.134679,0.003238,1.298268,0.006486854784870708
4105,119.09157916666665,-60.942766666666664,13.312,0.751,0.924,1,1,1,1,1,-0.194303,-0.178925,119.09160772272,-60.94271972385,5290713445918199168,2.5315,0.0267,11.096,-4.912,0.032,9.95,0.033,13.073175,0.002821,1.026788,0.005353959749568538
4113,119.09238333333332,-60.65687222222222,20.302,99.999,3.205,0,1,0,1,1,-0.195647,0.106986,119.09242136323,-60.65680635098,5290737630876314112,0.6499,0.2517,16.653,-5.853,0.348,15.591,0.273,19.439362,0.003807,2.417721,0.08495769387171476
4125,119.0945125,-60.86172222222223,11.556,0.513,0.659,1,1,1,1,1,-0.19335,-0.09789,119.09457849418,-60.8616914205,5290716881891963520,2.4538,0.0391,12.736,-4.149,0.051,12.041,0.047,11.417289,0.002767,0.744032,0.00477400670296974
4126,119.09455833333332,-60.98290277777778,17.741,1.59,2.168,1,1,1,1,0,-0.192626,-0.219045,119.09456076236,-60.98284848111,5290713067961157760,2.4254,0.05,11.998,-4.122,0.063,11.268,0.061,16.865395,0.002884,2.260401,0.010800804877415386
4129,119.09481666666666,-61.20996388888889,18.931,1.638,2.568,1,1,1,1,0,-0.191122,-0.446108,119.09482415335,-61.20991606305,5290658573416344960,2.4335,0.0808,12.451,-4.133,0.111,11.745,0.11,17.701853,0.002952,2.590805,0.03359859623555722
4146,119.09758749999999,-60.86834722222222,20.693,99.999,3.361,0,1,0,1,1,-0.191843,-0.104471,119.09759207727,-60.86828156847,5290716877592020992,2.3829,0.1732,11.883,-4.394,0.211,11.041,0.187,18.79878,0.003535,2.984911,0.06763977210192239
4166,119.09947499999998,-60.51371388888889,10.692,0.256,0.288,1,1,1,1,0,-0.193008,0.250143,119.09954767588,-60.51366748577,5290743682487671552,2.4188,0.0104,11.642,-4.691,0.014,10.655,0.013,10.639579,0.002765,0.369438,0.0047224298830157345
4187,119.10130833333332,-60.89888888888889,14.492,1.112,1.214,1,1,1,1,1,-0.18984,-0.135048,119.10133322362,-60.8988696234,5290716607014054784,0.1986,0.0138,6.746,-4.175,0.017,5.299,0.015,14.121895,0.002759,1.371386,0.004779489198648743
4188,119.10133749999999,-60.42986111111111,16.206,1.54,1.83,1,1,1,1,1,-0.192643,0.334079,119.10130253998,-60.42973581354,5290932592328095744,3.0287,0.0587,26.411,-13.74,0.076,22.556,0.069,15.560748,0.003034,1.94837,0.006143484353361699
4189,119.10156249999999,-61.202286111111114,15.185,1.102,1.196,1,1,1,1,0,-0.187901,-0.438477,119.1016074699,-61.20230484628,5290661528353845120,0.5087,0.0178,0.81,-0.809,0.024,-0.033,0.024,14.833336,0.002763,1.352464,0.005071092683041792
4229,119.10614583333331,-60.75548333333333,14.797,1.114,1.145,1,1,1,1,0,-0.188307,0.008373,119.10621766698,-60.75546098482,5290735848467469184,0.1381,0.0161,6.627,-3.212,0.023,5.797,0.02,14.496481,0.002761,1.309103,0.004976154539400882
4233,119.10646249999999,-61.04382222222222,17.837,1.639,2.267,1,1,1,1,0,-0.186479,-0.279918,119.10649381635,-61.04375738102,5290711659211881728,2.1818,0.1229,11.799,-2.397,0.148,11.553,0.166,17.002232,0.003576,2.33679,0.012491616788870846
4240,119.10689583333333,-61.20149722222222,19.668,1.52,2.748,1,1,1,1,0,-0.185352,-0.437577,119.10690880827,-61.20141931742,5290661524054807552,2.5003,0.1341,11.978,-3.922,0.176,11.318,0.174,18.451052,0.003169,2.812363,0.06495726348915878
4244,119.10725833333332,-61.04783333333333,20.49,99.999,2.938,0,1,0,1,0,-0.186057,-0.283893,119.10731803601,-61.04773432532,5290711586192106112,2.283,0.1944,12.732,-4.273,0.222,11.993,0.251,19.12927,0.003674,3.053635,0.07474321409332088
4254,119.1079625,-60.77789722222222,19.564,99.999,2.835,0,1,0,1,0,-0.187317,-0.014019,119.10797598153,-60.77785812123,5290735741088459008,2.4693,0.128,12.286,-4.651,0.173,11.371,0.149,18.31078,0.003239,2.838318,0.043882541688010736
4273,119.10986666666666,-60.57345555555556,17.917,1.509,2.179,1,1,1,1,0,-0.187552,0.190436,119.109927973,-60.57340543245,5290743304530543744,2.4826,0.0513,11.72,-3.844,0.067,11.072,0.062,17.034653,0.002912,2.228055,0.014549111484898312
4275,119.10987916666666,-60.35397777777778,18.156,1.612,2.18,1,1,1,1,0,-0.188811,0.409925,119.10995878746,-60.35391386176,5290936406259093120,2.3724,0.0567,12.182,-4.732,0.068,11.225,0.07,17.311398,0.002916,2.354393,0.01877641832192711
4316,119.11437916666665,-60.39566111111111,13.814,0.926,0.98,1,1,1,1,1,-0.186188,0.368149,119.11477685054,-60.39570414879,5290933279522884608,3.0008,0.01,23.508,23.062,0.013,-4.557,0.012,13.537281,0.002758,1.137452,0.004762675403594077
4322,119.11470833333333,-60.78030277777778,19.858,99.999,2.795,0,1,0,1,0,-0.183999,-0.016406,119.11474356319,-60.78026445728,5290735741088456064,2.4319,0.1437,12.039,-4.728,0.198,11.071,0.152,18.503326,0.003175,2.825605,0.05491241040966969
4329,119.115275,-61.15450833333333,18.503,1.648,2.526,1,1,1,1,1,-0.181532,-0.390703,119.11539833408,-61.15456859242,5290663315060160768,4.0246,0.0631,8.725,4.01,0.074,-7.749,0.09,17.373688,0.002876,2.610327,0.01893457718038615
4364,119.11966666666666,-60.942924999999995,19.245,1.601,2.884,1,1,1,1,1,-0.180661,-0.178994,119.11969336399,-60.94286838915,5290713475977840256,2.4773,0.09,11.901,-4.54,0.106,11.001,0.114,17.793766,0.002981,2.903154,0.03710870804811184
4371,119.12024999999998,-61.03364444444444,17.449,99.999,2.101,0,1,0,1,0,-0.179809,-0.269714,119.12038994441,-61.03359191577,5290711659211883392,2.1813,0.0586,11.904,-4.359,0.068,11.077,0.081,16.867344,0.002982,2.354717,0.024512688183877345
4397,119.12317499999999,-60.870105555555554,18.385,1.646,2.357,1,1,1,1,0,-0.179364,-0.106187,119.12320743738,-60.8700698165,5290722688687747968,2.5464,0.0708,12.287,-5.342,0.089,11.065,0.08,17.471098,0.002948,2.485567,0.025882205161075436
4404,119.12405416666667,-61.00000555555555,17.367,1.58,2.218,1,1,1,1,1,-0.178223,-0.236048,119.12405612899,-60.99993551098,5290712312046913792,2.4553,0.0391,12.165,-4.496,0.048,11.303,0.049,16.446075,0.002832,2.257299,0.007818018994604707
4432,119.12603333333333,-60.69361111111111,18.438,1.565,2.374,1,1,1,1,0,-0.178961,0.07034,119.12605301114,-60.69354853485,5290737287278894848,2.4212,0.0873,12.139,-4.492,0.106,11.278,0.091,17.574509,0.002948,2.455904,0.02362938968742104
4448,119.1283625,-60.702758333333335,14.674,1.126,1.277,1,1,1,1,1,-0.177795,0.061182,119.12833152856,-60.70271301253,5290737291576408320,3.2609,0.0539,14.518,-10.773,0.072,9.732,0.062,14.27662,0.002771,1.415705,0.0048448253838502785
4473,119.13135416666665,-60.89862222222222,20.164,99.999,3.155,0,1,0,1,1,-0.175285,-0.134677,119.13126352604,-60.89858234544,5290716538294655872,2.2332,0.1592,12.269,-5.323,0.194,11.055,0.171,18.57535,0.003171,3.06625,0.07156859446712642
4479,119.1319125,-60.739691666666666,19.411,99.999,2.572,0,1,0,1,0,-0.175829,0.024278,119.13193688143,-60.73962675373,5290736222126960640,2.5552,0.1302,11.861,-4.263,0.161,11.068,0.13,18.310673,0.003132,2.761164,0.06174196271580618
4489,119.13308333333332,-60.468130555555554,12.28,0.552,0.65,1,1,1,1,0,-0.176736,0.295818,119.13311214309,-60.46808642845,5290931561536172416,2.4806,0.0113,12.555,-4.496,0.014,11.722,0.013,12.134487,0.002759,0.762288,0.004730010570812712
4502,119.13504166666665,-60.40221666666667,16.38,1.442,1.826,1,1,1,1,1,-0.176087,0.361708,119.13515333112,-60.40220141087,5290933069067476736,3.0152,0.2787,12.166,-7.997,0.325,9.168,0.323,15.91297,0.003196,1.890472,0.010945644110786721
4530,119.13809583333332,-60.86377777777778,20.774,99.999,3.142,0,1,0,1,0,-0.172143,-0.099793,119.13811130428,-60.86371587918,5290722718747546752,2.0104,0.2583,12.67,-4.805,0.307,11.724,0.282,19.268114,0.003865,2.848366,0.10336030671877866
4538,119.13845416666666,-60.54902222222222,20.291,99.999,2.955,0,1,0,1,0,-0.173642,0.214996,119.13850779234,-60.54892435146,5290743334593094656,2.03,0.1998,11.355,-3.936,0.251,10.652,0.248,19.153976,0.003569,2.778477,0.07959267552356812
4552,119.13982499999999,-61.01551388888889,14.64,1.025,1.188,1,1,1,1,1,-0.170482,-0.251529,119.13985158023,-61.01545864957,5290712037169006336,2.4678,0.0169,12.114,-4.687,0.021,11.171,0.023,14.322666,0.002813,1.33248,0.005466164011443491
4557,119.14058333333332,-60.41963333333333,12.995,0.65,0.76,1,1,1,1,0,-0.173258,0.344513,119.14069506203,-60.41941078291,5290932248730730880,2.0745,0.011,40.728,-1.243,0.013,40.709,0.014,12.811914,0.00276,0.874998,0.004730406430741443
4560,119.1407625,-60.767402777777775,12.36,0.697,0.795,1,1,1,1,1,-0.171339,-0.003427,119.14082083974,-60.76735554522,5290735779747993088,2.483,0.0107,12.349,-4.88,0.015,11.344,0.012,12.180557,0.002762,0.90891,0.004800645060822555
4574,119.14190416666665,-60.65163333333333,13.02,0.671,0.762,1,1,1,1,0,-0.171406,0.112339,119.1419461038,-60.65159119484,5290737669533445248,2.4258,0.0142,12.154,-4.363,0.02,11.344,0.016,12.873881,0.002814,0.883502,0.005275108434904443
4576,119.1419875,-60.503283333333336,17.065,1.564,2.121,1,1,1,1,1,-0.172159,0.260707,119.1420195883,-60.50322140965,5290743819928503424,,,,,,,,16.526897,0.009514,2.202691,0.01168745036353096
4582,119.14233333333333,-60.31739166666667,18.632,1.545,2.468,1,1,1,1,0,-0.17296,0.446572,119.14239565944,-60.31735477156,5291030341486158592,2.3842,0.0656,12.32,-4.893,0.079,11.306,0.079,17.5831,0.002979,2.500998,0.024098899829660278
4595,119.14395833333333,-60.34780833333333,13.789,0.76,0.855,1,1,1,1,0,-0.171958,0.416229,119.14409575943,-60.34770348249,5290933485681345408,2.0385,0.0105,19.433,1.562,0.013,19.37,0.012,13.569524,0.002759,0.993749,0.004748800269541771
4598,119.14423333333332,-60.80095277777777,13.984,0.861,1.016,1,1,1,1,1,-0.169478,-0.036972,119.14426730072,-60.80091030569,5290723925638255104,2.4061,0.0114,12.437,-4.993,0.016,11.391,0.013,13.634196,0.003174,1.121041,0.008262011861526223
4606,119.14572916666665,-60.99131944444444,18.437,1.716,2.385,1,1,1,1,0,-0.167719,-0.227566,119.14581418103,-60.99151013484,5290712346406653184,3.3588,0.0678,30.195,2.076,0.088,-30.123,0.08,17.409353,0.0029,2.458321,0.018210624948090056
4607,119.14584166666667,-61.16900555555555,17.67,1.612,2.103,1,1,1,1,0,-0.166758,-0.405013,119.14586346169,-61.16896034327,5290663040182254080,2.466,0.0486,11.816,-4.413,0.058,10.961,0.067,16.90554,0.003074,2.184097,0.015465752390362391
4647,119.15115416666666,-60.91543333333333,19.043,99.999,2.529,0,1,0,1,0,-0.165511,-0.151404,119.15118202449,-60.91536115025,5290713583357155968,2.4344,0.1062,12.331,-4.879,0.131,11.324,0.12,17.956873,0.002987,2.610964,0.03580383289537588
4648,119.15129999999999,-60.96405,20.739,99.999,3.128,0,1,0,1,0,-0.165204,-0.200156,119.15129288416,-60.9641143118,5290713201099905792,4.0332,0.2408,16.781,4.815,0.272,-16.075,0.263,19.312801,0.003823,3.08272,0.1059315323215897
4656,119.15212916666665,-60.55640555555555,10.939,0.318,0.391,1,1,1,1,0,-0.166882,0.207597,119.15218009517,-60.55635894241,5290742582976042496,2.4653,0.0109,12.357,-4.328,0.014,11.575,0.014,10.84646,0.002761,0.461091,0.004720042372691161
4659,119.15227083333332,-61.22155277777778,19.239,1.475,2.636,1,1,1,1,0,-0.163405,-0.457536,119.15225296364,-61.22149967979,5290658328599099136,2.2008,0.1136,12.557,-4.785,0.171,11.61,0.161,18.092316,0.003098,2.707577,0.04959002853397041
4674,119.15375833333331,-61.115233333333336,17.275,1.6,2.127,1,1,1,1,1,-0.163209,-0.351211,119.15379809447,-61.11517718086,5290663521218593536,2.9093,0.1569,12.155,-4.768,0.192,11.18,0.214,16.54308,0.003509,2.246328,0.011230180452690865
4698,119.15612499999999,-61.10643888888889,19.884,99.999,2.869,0,1,0,1,0,-0.162135,-0.342432,119.15611521432,-61.10640431466,5290664272832298624,2.4122,0.1361,12.652,-4.365,0.146,11.875,0.17,18.5353,0.003213,2.864517,0.06466959177233145
4718,119.1580125,-60.965561111111114,19.27,99.999,2.784,0,1,0,1,1,-0.161981,-0.201401,119.15791949716,-60.96537584503,5290713201099905280,3.7539,0.0906,39.769,-14.421,0.107,37.062,0.105,17.916426,0.002992,2.761557,0.039638315428383177
4723,119.15886666666665,-60.463122222222225,18.459,99.999,2.464,0,1,0,1,0,-0.163961,0.300843,119.15908109842,-60.46312906092,5290931866476562816,2.4854,0.2984,7.86,7.851,0.425,0.378,0.35,17.537579,0.007148,2.568827,0.017903041668945532
4727,119.15927083333332,-60.71349722222222,19.783,99.999,2.793,0,1,0,1,0,-0.162638,0.05053,119.15919631285,-60.71344487533,5290736466942688128,2.0539,0.1443,22.153,-12.822,0.194,18.066,0.152,18.531345,0.003213,3.004997,0.06180990655226717
4737,119.16061249999998,-60.47924444444445,19.698,99.999,2.661,0,1,0,1,0,-0.163114,0.284806,119.16063600482,-60.47916963671,5290744193586532480,2.3774,0.1133,12.091,-4.718,0.152,11.133,0.147,18.46342,0.003192,2.775929,0.05074675573866767
4746,119.16149583333332,-61.05363611111111,20.15,99.999,3.073,0,1,0,1,1,-0.159777,-0.289598,119.16154593629,-61.05358282321,5290665028746608000,2.4314,0.1518,11.533,-3.968,0.164,10.829,0.216,18.65619,0.003342,2.940544,0.09581669844030319
4750,119.1618125,-60.982997222222224,12.305,0.549,0.592,1,1,1,1,0,-0.15987,-0.219003,119.16208774125,-60.98298838023,5290712449485868928,2.4303,0.0098,12.163,-4.242,0.012,11.399,0.012,12.113644,0.002758,0.789344,0.005078337720160013
4756,119.16262916666666,-61.06293333333333,17.498,1.549,2.043,1,1,1,1,0,-0.159193,-0.298889,119.1626566388,-61.06287636672,5290664964327520896,2.3817,0.0389,12.319,-4.998,0.046,11.259,0.051,16.538181,0.002825,2.02139,0.010151829884311498
4757,119.16296666666666,-61.11293055555556,18.952,1.701,2.527,1,1,1,1,0,-0.158785,-0.348881,119.16298121292,-61.11286988008,5290663516918045824,2.3077,0.0814,12.916,-5.286,0.094,11.785,0.105,17.772076,0.002964,2.689333,0.04977571629821112
4760,119.16331249999999,-60.983333333333334,13.141,0.743,0.834,1,1,1,1,0,-0.159228,-0.219307,119.16340764955,-60.98329504244,5290712449485869056,2.4133,0.0139,11.972,-4.717,0.018,11.003,0.017,13.012814,0.002816,0.954393,0.0051927928901507325
4775,119.16505833333333,-61.07376666666667,18.466,1.661,2.528,1,1,1,1,1,-0.15788,-0.309732,119.16525887169,-61.07372625997,5290664758169090176,2.6599,0.1213,13.634,9.644,0.143,9.637,0.158,17.421682,0.003422,2.567942,0.019966833749996516
4808,119.16877083333333,-60.713486111111116,19.942,99.999,2.706,0,1,0,1,0,-0.157956,0.050573,119.16876730719,-60.71342562934,5290736570021903488,2.4187,0.1848,11.563,-3.7,0.243,10.955,0.198,18.757614,0.003415,3.01124,0.07199380026780083
4812,119.16949166666664,-60.487347222222226,20.574,99.999,2.978,0,1,0,1,0,-0.158683,0.276675,119.16954754397,-60.48732309692,5290744193586530944,2.3976,0.1782,12.399,-4.818,0.225,11.424,0.218,19.146358,0.003584,2.694771,0.08834909163087078
4816,119.17004999999999,-61.10740833333333,17.135,1.552,1.954,1,1,1,1,0,-0.155378,-0.343343,119.17009101111,-61.10734914951,5290663555578333568,2.4812,0.036,12.602,-4.369,0.042,11.821,0.046,16.382217,0.002895,2.01555,0.011651510631673474
4836,119.17297916666665,-60.90048055555555,18.702,99.999,2.488,0,1,0,1,0,-0.154989,-0.136402,119.17297767119,-60.90041255152,5290719488932097536,1.8329,0.0786,15.568,-5.894,0.099,14.409,0.086,17.61864,0.002899,2.537809,0.032025000000000005
4839,119.17324583333333,-60.489891666666665,20.51,99.999,3.131,0,1,0,1,1,-0.156829,0.27417,119.17328571957,-60.48983656279,5290744193586529792,2.7114,0.1551,12.558,-4.442,0.2,11.746,0.191,18.903362,0.003569,2.830673,0.09348803620250026
4840,119.17352916666667,-60.63077777777778,10.609,0.256,0.321,1,1,1,1,0,-0.155988,0.133278,119.17360977653,-60.63073056108,5290739181363813376,2.3805,0.0543,12.204,-4.04,0.081,11.516,0.064,10.529767,0.002772,0.376455,0.004734600511130797
4842,119.17361249999999,-60.63217222222222,11.243,0.397,0.478,1,1,1,1,0,-0.155945,0.131883,119.1736838319,-60.63212602438,5290739181361937024,2.4159,0.0119,12.446,-4.661,0.017,11.54,0.014,11.142151,0.002838,0.551266,0.005301580519052785
4855,119.1756375,-60.876555555555555,14.613,1.106,1.206,1,1,1,1,1,-0.153784,-0.112553,119.17569012684,-60.87656894492,5290722448169657088,0.4822,0.0139,1.075,-0.916,0.018,0.562,0.016,14.244947,0.00276,1.360913,0.004843565319059918
4887,119.17915833333333,-60.45069166666667,12.961,0.673,0.781,1,1,1,1,0,-0.154078,0.313339,119.17924786125,-60.45068140194,5290931973853035008,0.7877,0.0097,4.887,-1.006,0.012,4.783,0.012,12.767069,0.002759,0.908018,0.004736402432226383
4889,119.17961249999999,-60.90967777777777,11.651,0.449,0.58,1,1,1,1,0,-0.151719,-0.145609,119.1796118199,-60.90963476677,5290719390148237184,2.448,0.0107,12.314,-4.833,0.013,11.326,0.013,11.502484,0.002769,0.664802,0.00478327962803765
4911,119.18344583333332,-60.511475,20.316,99.999,2.828,0,1,0,1,0,-0.1518,0.252611,119.18328928015,-60.51141977663,5290743545048722816,1.9595,0.1791,16.789,-11.473,0.24,12.258,0.211,19.075993,0.00352,2.767557,0.07964667224686792
4914,119.18368749999999,-60.581175,13.541,0.768,0.853,1,1,1,1,0,-0.151242,0.182905,119.18375943731,-60.58112745816,5290742411177350144,2.4433,0.0112,12.363,-4.615,0.016,11.469,0.012,13.355629,0.002781,0.978051,0.005099590669847925
4915,119.18371249999998,-61.05330555555555,12.395,0.602,0.736,1,1,1,1,1,-0.149048,-0.289278,119.18371581757,-61.05331438366,5290664998687260928,2.0028,0.0095,5.674,-5.554,0.012,1.159,0.012,12.243011,0.002758,0.83489,0.004733401525330383
