# 
# Jeffries file, cross-matched with Gaia EDR3
# 
ID,RAJ2000,DEJ2000,V,B-V,V-I,F1,F2,F3,F4,F5,_x,_y,RA_ICRS,DE_ICRS,Source,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
8058,119.53215833333333,-60.775933333333334,10.725,0.328,0.445,1,1,1,1,1,0.019801,-0.011496,119.53222590994,-60.77587675677,5290722001494832896,2.4269,0.0169,16.0,-5.727,0.023,14.94,0.019,10.642881,0.002776,0.508617,0.004765612237687829
8099,119.53674999999998,-60.744508333333336,12.22,0.56,0.676,1,1,1,1,0,0.022069,0.019924,119.53682732225,-60.74445455157,5290722310730727040,2.4131,0.0265,12.713,-5.095,0.037,11.647,0.031,12.07796,0.002765,0.770927,0.004817269973750693
8126,119.53947083333333,-60.99475555555556,15.635,1.235,1.365,1,1,1,1,0,0.023185,-0.230334,119.53948476591,-60.99471254808,5290668881337798272,2.3892,0.02,12.686,-4.651,0.024,11.803,0.025,15.203312,0.00287,1.504519,0.006126797695370723
8132,119.53992499999998,-60.99216111111111,15.717,1.201,1.324,1,1,1,1,0,0.0234,-0.227821,119.53992452666,-60.99219948052,5290671836275298560,2.2336,0.0199,8.57,-8.504,0.024,1.069,0.025,15.206712,0.00277,1.462425,0.005406078985734485
8138,119.54090833333332,-60.777499999999996,19.128,99.999,2.508,0,1,0,1,0,0.024137,-0.013121,119.54111045029,-60.77749815697,5290722001489544576,-0.0502,0.2056,6.168,-6.113,0.279,-0.823,0.199,19.074585,0.003677,1.610092,0.09167553493708122
8166,119.54405833333333,-60.848308333333335,15.164,1.101,1.217,1,1,1,1,0,0.025548,-0.083885,119.54411660603,-60.84826106309,5290720764542575360,2.4092,0.0184,12.744,-4.329,0.028,11.986,0.021,14.77218,0.002789,1.355441,0.00552687841371601
8172,119.54456666666665,-60.82564444444445,12.036,0.532,0.682,1,1,1,1,1,0.025816,-0.061239,119.54462954125,-60.8256149533,5290720867621791488,2.4212,0.0122,12.1,-5.118,0.015,10.965,0.014,11.865831,0.00276,0.754986,0.004755
8175,119.54474583333332,-60.39178888888889,20.158,99.999,2.964,0,1,0,1,0,0.026263,0.372671,119.54482614469,-60.39170494892,5290839266982177280,2.551,0.1399,12.882,-4.889,0.165,11.918,0.149,18.70933,0.003268,2.926897,0.07941009715395139
8192,119.54672916666665,-60.8333,13.903,0.861,0.953,1,1,1,1,0,0.026852,-0.06888,119.54676646141,-60.83325566088,5290720798902314240,2.3591,0.0219,12.344,-5.144,0.027,11.221,0.028,13.680722,0.00288,1.104109,0.00604981404672904
8219,119.54952916666666,-61.028302777777775,19.204,99.999,2.815,0,1,0,1,1,0.028032,-0.263891,119.54954077931,-61.02826572676,5290667124690661248,2.584,0.0827,12.186,-3.903,0.096,11.544,0.091,17.8187,0.003001,2.820873,0.038773444520702575
8242,119.55198749999998,-60.63496388888889,17.262,1.489,1.892,1,1,1,1,0,0.02962,0.129454,119.55207310734,-60.63491851653,5290820442143654656,2.3822,0.0399,11.718,-4.228,0.06,10.928,0.044,16.52426,0.002987,1.990703,0.011186372423623308
8256,119.55307499999999,-61.031055555555554,13.507,0.902,0.998,1,1,1,1,1,0.029743,-0.266646,119.55307898482,-61.03101825063,5290668602159040512,2.4553,0.0098,12.544,-4.818,0.012,11.582,0.012,13.244049,0.002772,1.131734,0.004875656366070111
8261,119.55348749999999,-60.643480555555556,11.986,0.458,0.598,1,1,1,1,0,0.030352,0.120926,119.55358240293,-60.64344582736,5290819651869671552,2.3221,0.0218,11.731,-4.02,0.031,11.021,0.024,11.809371,0.00276,0.705532,0.004748008529899667
8262,119.55361249999999,-60.647977777777776,14.215,0.95,0.982,1,1,1,1,0,0.030377,0.116377,119.55364146911,-60.6479956038,5290819651870016256,2.2046,0.0139,7.701,-7.669,0.02,0.702,0.015,13.995525,0.002761,1.109998,0.005618984427812556
8289,119.55623749999998,-61.0056,20.446,99.999,2.979,0,1,0,1,0,0.031323,-0.241176,119.55629060805,-61.00554709298,5290668808317866112,2.3161,0.1858,12.997,-5.531,0.212,11.761,0.201,19.047855,0.00357,3.353804,0.12324434882378989
8298,119.55754999999999,-60.992980555555555,14.007,1.061,1.146,1,1,1,1,1,0.031976,-0.228608,119.55761133278,-60.99297826668,5290668915697538304,0.2546,0.0106,6.361,-3.846,0.013,5.067,0.013,13.618423,0.002758,1.301624,0.004778664353143041
8304,119.55787916666665,-60.33381666666667,15.22,1.05,1.281,1,1,1,1,0,0.032795,0.4306,119.55792934052,-60.33377031442,5290840233354676992,2.4594,0.0196,11.927,-3.537,0.024,11.39,0.021,14.864188,0.003369,1.383733,0.009836956948162374
8306,119.55798749999998,-61.17738333333333,13.645,0.779,0.881,1,1,1,1,0,0.032024,-0.412981,119.55809589066,-61.17735140174,5290653694333728256,1.4805,0.0107,10.861,-0.294,0.014,10.857,0.012,13.459208,0.002758,1.00785,0.004770023584847354
8313,119.55835833333332,-60.65060555555556,10.439,0.275,0.285,1,1,1,1,0,0.032679,0.113745,119.55834402691,-60.65062484442,5290819583152032896,2.2744,0.017,7.422,-7.33,0.027,1.17,0.019,10.393664,0.002774,0.370795,0.004728205790783646
8320,119.55888333333333,-61.100236111111116,14.821,1.055,1.164,1,1,1,1,0,0.032476,-0.335723,119.55886813679,-61.10009320519,5290665995119914496,2.465,0.0144,29.987,-9.92,0.018,28.298,0.018,14.47623,0.002768,1.297456,0.004973080031529756
8328,119.55989583333331,-61.000236111111114,17.898,1.531,2.22,1,1,1,1,0,0.033094,-0.23582,119.55993241355,-61.00018940904,5290668846978061056,2.4407,0.0509,12.413,-5.545,0.061,11.105,0.058,16.959044,0.002858,2.293591,0.012884707990482362
8332,119.56038333333332,-60.72573888888889,9.71,0.214,0.285,1,1,1,1,1,0.033631,0.03869,119.56044510663,-60.7256788345,5290816147178225536,2.4794,0.0224,14.09,-6.845,0.03,12.315,0.026,9.641382,0.002777,0.339067,0.004722618447429349
8340,119.56129166666666,-60.75499444444444,10.117,0.149,0.168,1,1,1,1,0,0.034043,0.009431,119.5613517982,-60.75493706655,5290722035852820736,2.3973,0.015,11.859,-4.745,0.019,10.868,0.018,10.075512,0.002769,0.218371,0.004716258050615975
8359,119.56367499999999,-60.99261666666667,18.162,1.57,2.217,1,1,1,1,0,0.034916,-0.228188,119.56367376811,-60.99255523816,5290668915697538560,2.4334,0.0597,12.075,-4.362,0.071,11.26,0.068,17.327078,0.002937,2.376448,0.018744860228873405
8370,119.56487083333332,-60.84091111111111,20.802,99.999,3.163,0,1,0,1,0,0.035653,-0.076498,119.56484410331,-60.84086459173,5290673863501436416,1.89,0.2254,11.594,-5.351,0.279,10.286,0.251,19.171164,0.003889,2.858061,0.1285824829632715
8385,119.56659166666665,-61.098175000000005,19.621,99.999,2.866,0,1,0,1,1,0.036244,-0.333763,119.56665983223,-61.09812904472,5290665990819206272,2.5422,0.1182,11.276,-4.081,0.136,10.512,0.131,18.299952,0.003247,2.99453,0.05461674517032299
8391,119.56748749999998,-60.694275,20.527,99.999,2.912,0,1,0,1,0,0.037175,0.07012,119.56761871224,-60.69424480114,5290819200892938112,1.5956,0.2514,10.899,-6.741,0.372,8.564,0.254,19.419258,0.003752,2.605736,0.09850337619086973
8394,119.56762499999998,-61.11561666666667,21.01,99.999,3.168,0,1,0,1,0,0.036718,-0.351294,119.56768283901,-61.11565912926,5290665922099708544,0.8238,0.2785,4.797,-2.882,0.301,3.834,0.304,19.597017,0.00393,2.523176,0.08938709066750075
8397,119.56824999999999,-60.58490555555556,20.033,99.999,3.085,0,1,0,1,1,0.037625,0.17949,119.56827745826,-60.58487498804,5290821090678705408,2.479,0.1326,11.391,-4.558,0.169,10.439,0.143,18.533247,0.003191,3.11236,0.07400954356027337
8401,119.56880833333332,-60.97341388888889,18.855,99.999,2.578,0,1,0,1,0,0.037457,-0.209012,119.56886717938,-60.97337652939,5290671973714254592,2.3934,0.0763,11.693,-3.987,0.09,10.992,0.086,17.706528,0.002923,2.741762,0.024665080680995145
8404,119.56900416666666,-60.87008333333333,18.862,99.999,2.514,0,1,0,1,0,0.037665,-0.105662,119.56904402045,-60.87002684519,5290673756120589440,2.3882,0.0986,11.912,-4.392,0.12,11.073,0.1,17.785707,0.002992,2.567619,0.04823491169267339
8408,119.5695375,-60.78086111111111,15.215,1.129,1.279,1,1,1,1,0,0.038041,-0.016456,119.5695990133,-60.78082045959,5290721279938737280,2.4018,0.018,10.717,-3.65,0.023,10.077,0.021,14.785611,0.002862,1.406238,0.006364082494751306
8411,119.57004166666665,-60.91460555555555,13.964,0.866,0.944,1,1,1,1,0,0.03812,-0.150196,119.57008828826,-60.91456025629,5290672351671291776,2.4166,0.013,11.601,-3.985,0.017,10.895,0.015,13.79628,0.00283,1.080864,0.005633641539892292
8430,119.57217083333333,-60.34114166666667,20.417,99.999,3.06,0,1,0,1,0,0.039859,0.423281,119.57221979232,-60.34108147346,5290840229054888192,2.2191,0.1517,12.458,-4.327,0.176,11.682,0.169,18.837643,0.003572,2.802338,0.09095966455523019
8453,119.57429166666665,-60.59430277777778,15.896,1.279,1.472,1,1,1,1,0,0.040611,0.170112,119.57438218877,-60.5942494904,5290820888820255488,2.4539,0.0205,12.111,-4.092,0.028,11.399,0.023,15.323999,0.002791,1.540264,0.005769074275826235
8458,119.57496249999998,-60.75425833333333,11.465,0.533,0.665,1,1,1,1,1,0.040733,0.010156,119.57504409318,-60.75420457805,5290815872298718208,2.4666,0.0189,12.061,-5.187,0.024,10.889,0.021,11.292623,0.002771,0.756475,0.004741207441148298
8462,119.57529583333333,-60.918366666666664,20.716,99.999,3.231,0,1,0,1,1,0.040679,-0.154001,119.57536204402,-60.91836165788,5290672351672981248,2.5066,0.2144,12.325,-4.248,0.25,11.57,0.21,19.061266,0.003611,2.697031,0.06617068514833438
8464,119.57537499999998,-60.338791666666665,15.29,1.12,1.246,1,1,1,1,0,0.041454,0.425621,119.57543650908,-60.33873914049,5290840233352691968,2.4097,0.0171,12.51,-4.729,0.021,11.581,0.02,14.889114,0.00278,1.3751,0.005249824758980056
8465,119.57545416666666,-60.98479444444445,13.291,0.696,0.812,1,1,1,1,0,0.040648,-0.220327,119.5754729813,-60.98468764923,5290668915697539456,2.5362,0.0095,23.437,-8.014,0.011,22.024,0.012,13.10037,0.002759,0.929766,0.0047816867316878885
8479,119.57702083333332,-60.90468333333333,19.162,99.999,2.616,0,1,0,1,0,0.04137,-0.140593,119.57674670317,-60.90495275216,5290672729624070784,1.3831,0.1662,31.825,-24.858,0.202,-19.872,0.158,18.695488,0.00322,2.22217,0.06721069462518596
8482,119.57714583333332,-60.320772222222224,18.451,1.548,2.664,1,1,1,1,1,0.042351,0.44363,119.5772022773,-60.32072930289,5290840680029293568,2.3418,0.056,11.946,-4.566,0.068,11.038,0.063,17.2845,0.002872,2.690582,0.02665481888889887
8502,119.58018333333332,-60.86666388888889,15.246,1.136,1.234,1,1,1,1,0,0.043101,-0.102257,119.58020038004,-60.86661469999,5290673794780226560,2.3847,0.0196,13.02,-5.591,0.026,11.759,0.023,14.894317,0.002816,1.38713,0.0069376517641057765
8509,119.58099999999999,-60.62898611111111,18.401,1.57,2.418,1,1,1,1,0,0.043786,0.13547,119.58094451934,-60.62888721498,5290820064186533504,2.9556,0.0612,26.592,-16.476,0.083,20.872,0.069,17.35722,0.002937,2.490906,0.018825002656042308
8518,119.58167499999999,-60.45713333333334,19.414,99.999,2.759,0,1,0,1,0,0.044432,0.307284,119.58178176491,-60.45707185255,5290835727927468416,2.4342,0.0944,12.569,-5.238,0.123,11.426,0.108,18.144106,0.003045,2.826977,0.0369383032772216
8524,119.58232083333331,-60.827336111111116,10.972,0.334,0.398,1,1,1,1,0,0.044236,-0.062947,119.58242079255,-60.82730306466,5290720901976984576,2.4846,0.0149,12.671,-4.708,0.018,11.764,0.018,10.904547,0.002768,0.479045,0.004764225540421024
8529,119.58264166666666,-60.69949722222222,12.336,0.583,0.709,1,1,1,1,0,0.04455,0.064914,119.58270095118,-60.69944184633,5290816353334936576,2.4461,0.0118,13.544,-4.902,0.016,12.626,0.014,12.185981,0.002771,0.805773,0.004958845026818241
8531,119.58297083333332,-60.72786388888889,15.479,1.211,1.299,1,1,1,1,0,0.044671,0.036543,119.58302912796,-60.72781228198,5290815975377935616,2.3895,0.0195,12.235,-5.132,0.027,11.106,0.022,15.075455,0.002777,1.451325,0.005620117881325978
8536,119.58452083333331,-60.69438611111111,12.871,0.66,0.76,1,1,1,1,0,0.045485,0.070014,119.58459746863,-60.69434026389,5290816353334937216,2.4704,0.0114,11.718,-4.285,0.015,10.906,0.013,12.729563,0.00277,0.873644,0.0048715469822223825
8556,119.58658333333332,-60.77165,18.936,1.469,2.574,1,1,1,1,0,0.046382,-0.007249,119.58665786786,-60.77160216163,5290815112083961472,2.373,0.0861,12.055,-5.352,0.112,10.802,0.089,17.726149,0.00315,2.436089,0.05701515117931373
8559,119.58676249999999,-61.19609444444444,13.13,0.685,0.819,1,1,1,1,0,0.045836,-0.431706,119.58680179892,-61.19605914344,5290652938419483904,2.4629,0.0136,12.852,-4.638,0.018,11.986,0.016,12.947927,0.002791,0.925545,0.005209035419345889
8584,119.58998749999998,-60.98063611111111,14.68,1.156,1.294,1,1,1,1,1,0.047722,-0.216237,119.59004478672,-60.98058788664,5290669018776755584,2.4475,0.0156,13.317,-4.524,0.019,12.525,0.019,14.294359,0.002835,1.442029,0.005795912093881341
8591,119.59134999999999,-60.709247222222224,18.214,1.604,2.617,1,1,1,1,1,0.048782,0.055041,119.59137923253,-60.709308889,5290816284615459584,3.3726,0.061,9.884,-5.719,0.078,-8.061,0.06,17.034399,0.002877,2.721028,0.02159359942205097
8603,119.59215416666665,-61.13838611111111,16.119,1.325,1.637,1,1,1,1,0,0.0486,-0.374071,119.59235339007,-61.13842069371,5290654106650595328,2.111,0.0239,6.711,6.417,0.03,-1.967,0.028,15.603358,0.003143,1.780053,0.010491871949275783
8615,119.59288749999999,-61.18548611111111,17.463,1.6,2.038,1,1,1,1,0,0.048809,-0.421099,119.59293769413,-61.18544785079,5290652938419484928,2.5479,0.041,12.102,-4.33,0.052,11.301,0.046,16.630264,0.003075,2.113151,0.011184450858222767
8630,119.59502083333332,-60.36536666666667,20.251,99.999,3.074,0,1,0,1,1,0.051115,0.398917,119.59504377576,-60.36542966227,5290839404421148800,2.7686,0.1704,7.785,-2.361,0.204,-7.418,0.192,18.796701,0.003386,2.987942,0.08559480070658497
8632,119.59527083333332,-60.330980555555556,12.062,0.661,0.744,1,1,1,1,1,0.051334,0.433329,119.59537587026,-60.33101665163,5290840611311799424,1.8067,0.0099,2.584,-1.739,0.012,-1.912,0.012,11.915813,0.002759,0.857884,0.0047208257752219575
8634,119.59548333333333,-60.67232222222222,14.516,0.943,1.118,1,1,1,1,0,0.05087,0.09207,119.5955275366,-60.67227591219,5290819342632176512,2.405,0.0134,12.363,-5.385,0.02,11.129,0.015,14.191893,0.00299,1.245506,0.007413477254298417
8641,119.59641666666666,-60.91540277777778,14.123,1.063,1.14,1,1,1,1,1,0.05095,-0.151185,119.59648488331,-60.91553068105,5290672660908938624,0.5828,0.0671,8.658,-5.533,0.087,6.659,0.073,16.040052,0.00292,,
8645,119.59733333333332,-60.91576388888889,14.12,1.065,1.141,1,1,1,1,1,0.051426,-0.151399,119.59746413078,-60.91574439307,5290672660908938752,2.4875,0.0182,12.997,-3.182,0.022,12.602,0.021,13.945642,0.003254,1.304245,0.012295199266380355
8647,119.59740833333332,-60.80753055555555,19.98,99.999,3.11,0,1,0,1,1,0.051597,-0.043131,119.59745669853,-60.80747603553,5290720936341273088,2.3226,0.1502,12.684,-4.664,0.17,11.796,0.14,18.332983,0.003166,2.292601,0.07881400558276429
8654,119.59779166666667,-60.78046944444444,14.804,1.051,1.105,1,1,1,1,0,0.05185,-0.016072,119.5978844829,-60.78041648345,5290815047664997248,2.4314,0.0169,12.392,-4.144,0.021,11.679,0.019,14.477038,0.002808,1.25648,0.006401840047986203
8660,119.5983,-60.622772222222224,12.354,0.571,0.672,1,1,1,1,0,0.052357,0.141611,119.59839849314,-60.62273275676,5290820064186534144,2.4029,0.0116,11.693,-4.617,0.016,10.743,0.014,12.213526,0.002771,0.769975,0.004848422423840563
8665,119.59896666666666,-61.06233888888889,13.137,0.688,0.828,1,1,1,1,0,0.051939,-0.297951,119.59901351085,-61.06229520171,5290667713106775040,2.4326,0.0128,13.045,-5.646,0.017,11.76,0.015,12.968428,0.002791,0.931314,0.005076597285584115
8678,119.60090833333332,-60.98138333333333,18.24,1.474,2.338,1,1,1,1,0,0.053004,-0.216981,119.6009357052,-60.98132356014,5290668950053116800,,,,,,,,17.96668,0.006809,2.408543,0.02143271361727208
8689,119.60190833333331,-60.909477777777774,13.933,0.966,1.046,1,1,1,1,1,0.053599,-0.145207,119.60191364396,-60.90954898199,5290672660908940160,3.0882,0.0136,9.534,-6.25,0.016,-7.199,0.015,13.691374,0.002782,1.169566,0.005109228219604209
8714,119.60584999999998,-60.70932777777778,19.74,99.999,2.679,0,1,0,1,0,0.055879,0.054974,119.60588617097,-60.70936392799,5290816280315157120,2.0779,0.1297,6.443,-4.93,0.178,-4.149,0.13,18.533302,0.003236,2.571623,0.07754047346386272
8716,119.60597916666666,-60.44182222222222,16.457,1.38,1.622,1,1,1,1,0,0.05644,0.322597,119.60608133363,-60.44174075646,5290835766586692864,2.0528,0.0276,17.906,-3.958,0.037,17.463,0.031,15.878035,0.002779,1.739018,0.006077803715158955
8727,119.60794583333332,-60.82890277777778,19.639,99.999,2.713,0,1,0,1,0,0.056709,-0.064469,119.60801588914,-60.82880501355,5290673996638750976,0.9966,0.178,17.992,-1.249,0.214,17.948,0.19,18.4625,0.004112,2.407034,0.08203505895652174
8737,119.60876249999998,-60.73710833333333,14.811,1.049,1.121,1,1,1,1,0,0.057284,0.027278,119.60885880106,-60.73705715729,5290815906658459008,2.4168,0.0154,12.667,-5.042,0.02,11.621,0.017,14.439148,0.002766,1.23691,0.004912299868696943
8776,119.61179999999999,-60.752855555555556,15.779,1.262,1.475,1,1,1,1,0,0.058724,0.011532,119.61186328573,-60.75280093956,5290815150744301952,2.3896,0.0236,12.432,-4.899,0.029,11.426,0.025,15.220134,0.00282,1.515835,0.007348935297034531
8785,119.61299999999999,-61.21353055555556,15.102,1.099,1.2,1,1,1,1,0,0.058431,-0.449156,119.61300964413,-61.2134887061,5290652663541576832,2.3576,0.0177,11.776,-4.01,0.024,11.073,0.02,14.791176,0.002779,1.350275,0.005079991830702093
8788,119.61309999999999,-60.299883333333334,13.651,0.779,0.868,1,1,1,1,0,0.060187,0.464473,119.61314515463,-60.29985805798,5290840817468254592,0.9724,0.0105,9.768,-5.309,0.013,8.2,0.012,13.472777,0.002759,0.988717,0.004792936573751003
8793,119.61339583333331,-61.045938888888884,20.052,99.999,3.016,0,1,0,1,1,0.058953,-0.281564,119.61344527641,-61.04589563196,5290667747466515584,2.3353,0.1332,12.829,-4.625,0.155,11.967,0.139,18.595676,0.003177,3.010986,0.08138911318474971
8801,119.61382916666666,-60.93609444444444,19.95,99.999,2.766,0,1,0,1,0,0.059468,-0.171792,119.61408551738,-60.93612345294,5290672450450212352,2.8587,0.1553,8.893,8.85,0.19,0.873,0.168,18.630274,0.003165,2.663372,0.0705404276992988
8827,119.61598749999999,-60.95613055555556,14.35,1.001,1.059,1,1,1,1,0,0.060547,-0.191977,119.61638715464,-60.95630599575,5290669053136496384,2.3354,0.015,34.61,23.529,0.017,-25.383,0.017,14.081615,0.00276,1.19243,0.00487213300311065
8886,119.62360416666665,-60.697516666666665,9.734,0.113,0.131,1,1,1,1,0,0.064591,0.06685,119.62364408417,-60.69747209037,5290816318975199744,2.4781,0.0159,12.706,-5.604,0.024,11.403,0.019,9.708623,0.002765,0.177182,0.004719652211763066
8893,119.62412083333332,-60.81680555555556,16.176,1.433,1.825,1,1,1,1,1,0.064603,-0.052429,119.62416038701,-60.81675006599,5290674000938662528,2.4395,0.036,13.311,-5.473,0.047,12.134,0.04,15.479475,0.002927,1.917212,0.0077217289514719435
8915,119.62654999999998,-61.168613888888885,15.404,1.094,1.31,1,1,1,1,0,0.06508,-0.404255,119.62662329741,-61.16857450899,5290653075858442752,2.4409,0.0196,11.569,-4.154,0.025,10.798,0.022,15.004487,0.003031,1.421931,0.007668533758157422
8917,119.62682083333331,-60.9553,10.379,0.186,0.204,1,1,1,1,0,0.065647,-0.190935,119.62688791506,-60.95525393254,5290669431095246336,2.4687,0.0333,12.037,-4.882,0.041,11.003,0.04,10.340058,0.002778,0.267869,0.004715248561846979
8920,119.62725416666666,-60.774947222222224,11.682,0.475,0.606,1,1,1,1,0,0.066267,-0.010594,119.62739512473,-60.77491236918,5290814875866306432,2.4484,0.0109,12.946,-5.645,0.014,11.65,0.013,11.544109,0.002761,0.687846,0.004735601862488019
8923,119.62792499999999,-60.766952777777774,13.974,1.031,1.099,1,1,1,1,1,0.066583,-0.002588,119.62800837793,-60.76690536038,5290815082024737152,2.4209,0.0189,12.048,-4.533,0.026,11.162,0.021,13.66921,0.002774,1.252738,0.005052344010456928
8926,119.62806666666665,-60.420249999999996,14.119,1.037,1.111,1,1,1,1,1,0.067387,0.344104,119.62818043871,-60.42021260406,5290836110184081536,0.5311,0.0115,10.333,-2.316,0.014,10.07,0.014,13.825872,0.002758,1.257207,0.004767675324516132
8932,119.62866666666666,-60.79059722222222,12.887,0.812,0.849,1,1,1,1,1,0.066863,-0.026151,119.62868358481,-60.79046787404,5290814841506654592,3.4409,0.013,27.538,-10.827,0.019,25.32,0.016,12.697803,0.002793,0.992649,0.005055994956484826
8935,119.62877083333332,-60.629580555555556,10.583,0.307,0.386,1,1,1,1,1,0.06728,0.13479,119.62884870278,-60.62952617298,5290820029826947968,2.4143,0.0215,13.986,-5.215,0.031,12.977,0.025,10.49628,0.00277,0.462886,0.004741800712809428
8946,119.62979583333332,-60.405138888888885,13.318,0.739,0.9,1,1,1,1,1,0.068262,0.359217,119.62988814518,-60.40509800477,5290836110184083840,2.4197,0.0093,11.429,-4.267,0.013,10.602,0.011,13.105647,0.002928,1.005626,0.006287620376581271
8947,119.62982916666665,-60.88818055555556,17.87,1.521,2.306,1,1,1,1,0,0.06728,-0.123752,119.62995814359,-60.88806733002,5290672867067372288,1.8384,0.0639,21.751,4.251,0.087,21.332,0.067,17.25942,0.002849,1.870642,0.011830293318426216
8950,119.62995,-61.089725,17.781,1.461,2.169,1,1,1,1,0,0.066864,-0.325373,119.62997811167,-61.08968906569,5290655687198404864,2.4706,0.0449,12.251,-4.895,0.056,11.231,0.05,16.879025,0.002966,2.174951,0.01621442163630883
8964,119.63104999999999,-61.21778055555556,19.6,99.999,2.639,0,1,0,1,0,0.067124,-0.453396,119.63108035471,-61.21771148395,5290652590521099648,2.4403,0.1301,12.976,-4.932,0.162,12.002,0.137,18.545298,0.003198,2.748354,0.05944090608326895
8967,119.63124166666665,-60.886177777777775,14.762,0.996,1.139,1,1,1,1,0,0.067926,-0.121812,119.63127798358,-60.88612650927,5290672867067372672,2.3921,0.0168,12.204,-4.87,0.022,11.19,0.019,14.500767,0.002865,1.278144,0.006133257617286266
8969,119.63137916666666,-60.779316666666666,18.87,99.999,2.492,0,1,0,1,0,0.068236,-0.014954,119.6314481556,-60.77926790386,5290814875866393984,2.4293,0.0796,12.196,-4.536,0.104,11.321,0.086,17.741293,0.002965,2.523682,0.046550478429335185
8989,119.63347916666666,-60.62126111111111,18.636,1.527,2.417,1,1,1,1,0,0.069616,0.143089,119.63357543022,-60.62122211307,5290820029826796672,2.4504,0.0696,11.112,-4.14,0.097,10.312,0.083,17.62466,0.002941,2.489681,0.020964324458469918
8990,119.63347916666666,-60.974091666666666,16.209,1.346,1.552,1,1,1,1,0,0.06883,-0.209731,119.63352715022,-60.9740430573,5290668984417019392,2.4178,0.025,12.166,-5.01,0.03,11.087,0.031,15.620096,0.002974,1.664546,0.008365382537577107
8991,119.6335125,-60.89756111111111,10.508,0.226,0.25,1,1,1,1,0,0.06901,-0.133204,119.6335566168,-60.89751587098,5290672695270366592,2.4256,0.0223,12.744,-4.763,0.027,11.821,0.025,10.468784,0.002774,0.323862,0.004744631176392955
8997,119.63409166666666,-60.76691944444444,14.611,0.981,1.141,1,1,1,1,0,0.069589,-0.00256,119.63416441967,-60.76687086416,5290815082024737664,2.4419,0.0157,12.765,-4.773,0.021,11.838,0.017,14.406035,0.003213,1.284866,0.0084853561504512
8999,119.63419583333332,-60.570225,13.415,0.744,0.851,1,1,1,1,0,0.070061,0.194132,119.6342571382,-60.57017837387,5290821060618950912,2.4519,0.0132,12.181,-4.528,0.018,11.308,0.016,13.262976,0.002813,0.9704,0.005202254991828063
9015,119.635725,-60.99608333333333,16.758,1.454,1.757,1,1,1,1,0,0.069864,-0.231724,119.63575846787,-60.99603408399,5290668778258672128,2.4599,0.0306,12.557,-4.686,0.038,11.65,0.035,16.111994,0.002849,1.85453,0.007830384409465478
9025,119.63645416666667,-60.81461944444444,17.528,1.565,1.974,1,1,1,1,0,0.070628,-0.050249,119.6365069659,-60.81455797125,5290767837384566528,2.3524,0.0462,12.415,-4.342,0.065,11.631,0.054,16.70516,0.003054,2.116192,0.017659691956543298
9035,119.63765,-60.85803611111111,18.567,99.999,2.63,0,1,0,1,1,0.071087,-0.093685,119.63764644221,-60.85799306209,5290673657343046016,2.4103,0.0875,11.844,-4.058,0.113,11.127,0.096,17.619282,0.003048,2.635922,0.034779895485754414
9039,119.63787916666666,-61.167763888888885,17.242,1.55,2.239,1,1,1,1,1,0.070473,-0.403455,119.63780355667,-61.16776310671,5290653075858444416,2.1503,0.0363,13.585,-13.166,0.045,3.347,0.042,16.424288,0.002801,2.221055,0.0080612103929869
9048,119.63862083333332,-60.82374444444445,10.813,0.298,0.361,1,1,1,1,0,0.071687,-0.059424,119.638721333,-60.82373039146,5290767768665088512,2.3504,0.0531,14.385,-8.266,0.07,11.772,0.072,10.497174,0.002771,0.448553,0.004750002631578218
9054,119.63901249999999,-60.740947222222225,12.841,0.691,0.836,1,1,1,1,1,0.072055,0.023404,119.63909483024,-60.74090163977,5290815253823430912,2.434,0.0119,11.076,-2.868,0.016,10.698,0.014,12.63904,0.002798,0.935952,0.0051252189221534725
9057,119.63929583333332,-61.16784166666667,17.544,99.999,2.363,0,1,0,1,1,0.071173,-0.403572,119.63925586055,-61.16787885836,5290653075854731392,2.0671,0.1388,14.3,-14.049,0.153,2.668,0.148,18.70124,0.003292,2.525143,0.07779536482336206
9058,119.63933333333331,-60.89082777777778,20.699,99.999,2.972,0,1,0,1,0,0.071824,-0.126502,119.63931031674,-60.89080749354,5290672862767379968,1.6165,0.2163,12.366,-4.308,0.302,11.591,0.226,19.305214,0.003969,2.944021,0.09289011667556459
9061,119.63967916666665,-60.744733333333336,17.486,1.653,1.989,1,1,1,1,0,0.072365,0.019623,119.63974596307,-60.74468200498,5290815253823430272,2.4011,0.0468,11.958,-4.22,0.064,11.189,0.05,16.614937,0.002905,2.079804,0.016026669928590906
9079,119.64164999999998,-60.639922222222225,20.279,99.999,2.995,0,1,0,1,0,0.073597,0.124418,119.64177586274,-60.63988484689,5290819819373928960,2.117,0.2004,12.163,-4.142,0.314,11.436,0.205,18.934559,0.003793,3.000849,0.09043906396021578
9088,119.64303749999999,-60.513275,21.486,99.999,3.348,0,1,0,1,0,0.074559,0.251117,119.64314346739,-60.5131840322,5290834563996045824,2.6189,0.2633,12.394,-4.431,0.432,11.574,0.292,19.764126,0.004263,2.741715,0.14382328700526908
