# 
# Source: WEBDA
# 
# F1  V vs B-V membership flag
# F2  V vs V-I membership flag
# F3  B-V vs V-I membership flag
# F4  Candidate membership flag
# F5  Binarity flag
# 
# ID    RAh RAm RAs  DE- DEd DEm DEs      V     B-V     V-I  F1 F2 F3 F4 F5
     ID              RAJ2000               DEJ2000     Vmag      B-V      V-I   F1   F2   F3   F4   F5  
   1486   118.74754583333333            -60.874025    20.04    0.454    1.349   -1   -1   -1   -1    0  
   1487   118.74772499999999             -60.89385   20.338   -9.999    1.594    0   -1    0   -1    0  
   1488   118.74789166666666   -61.204213888888894   17.318    0.698    1.043   -1   -1   -1   -1    0  
   1489   118.74789999999999    -60.71378888888889   17.735     0.77    0.952   -1   -1    1   -1    0  
   1490   118.74790833333331    -61.07302777777778   18.024    1.743    2.385   -1    1   -1   -1    1  
   1491   118.74795416666666              -61.1645   19.852   -9.999    1.325    0   -1    0   -1    0  
   1492   118.74804583333332              -60.6171   20.391   -9.999    1.864    0   -1    0   -1    0  
   1493          118.7480875    -60.60183333333333   17.479    0.797    0.918   -1   -1    1   -1    0  
   1494   118.74849583333332   -60.789608333333334   19.298   -9.999    1.993    0   -1    0   -1    0  
   1495          118.7486125   -60.338613888888894   17.237     0.64    0.801   -1   -1    1   -1    0  
   1496   118.74887916666665    -60.64218611111111   19.549    0.523    1.314   -1   -1   -1   -1    0  
   1497   118.74899583333332    -60.69800833333333   19.866   -9.999    1.493    0   -1    0   -1    0  
   1498   118.74903333333333    -61.15730555555555   19.289    1.098    1.417   -1   -1    1   -1    0  
   1499   118.74925416666666    -60.55849722222222   16.871    0.973    1.151   -1   -1    1   -1    0  
   1500   118.74938333333333   -60.956700000000005   16.935    1.263    1.464   -1   -1    1   -1    0  
   1501   118.75006666666665    -60.91333611111111     18.8   -9.999    2.076    0   -1    0   -1    0  
   1502   118.75015833333333    -60.35328333333334    20.22    0.834     1.24   -1   -1   -1   -1    0  
   1503   118.75020833333332   -60.633005555555556   16.009    0.777    0.923   -1   -1    1   -1    0  
   1504   118.75039583333333    -60.71564166666667   20.269   -9.999     0.78    0   -1    0   -1    0  
   1505   118.75067083333333   -60.784216666666666   18.701   -9.999    1.537    0   -1    0   -1    0  
   1506   118.75078333333332   -60.478661111111116   19.245     1.05    1.168   -1   -1    1   -1    0  
   1507   118.75099166666665    -60.34322777777778   20.591   -9.999    1.533    0   -1    0   -1    0  
   1508   118.75102499999998    -61.06258611111111   18.426   -9.999    4.506    0   -1    0   -1    0  
   1509   118.75118749999999    -60.67134722222222     19.9   -9.999     1.84    0   -1    0   -1    0  
   1510          118.7512125    -60.54548611111111    18.36    1.017    1.347   -1   -1   -1   -1    0  
   1511   118.75136249999998   -60.845866666666666   19.893   -9.999    1.053    0   -1    0   -1    0  
   1512   118.75154166666665    -60.65624722222222   20.501   -9.999    1.327    0   -1    0   -1    0  
   1513   118.75157916666666              -60.8363   18.791   -9.999    1.358    0   -1    0   -1    0  
   1514   118.75162499999999    -60.59170277777778    16.21    0.739    0.862   -1   -1    1   -1    0  
   1515   118.75165833333332    -61.01156944444445   17.094    0.991     1.08   -1   -1    1   -1    0  
   1516   118.75187499999998    -60.69520833333333   20.741   -9.999    3.511    0   -1    0   -1    0  
   1517   118.75192083333333   -60.550827777777776    20.85   -9.999     1.99    0   -1    0   -1    0  
   1518   118.75200833333332    -61.19490833333333    17.46    1.197    1.386   -1   -1    1   -1    0  
   1519   118.75257916666665            -60.743025   20.799   -9.999    2.415    0   -1    0   -1    0  
   1520   118.75265416666666   -60.997905555555555   20.155   -9.999    2.762    0   -1    0   -1    0  
   1521   118.75266666666666    -60.58548888888889   15.597    1.141      1.2    1   -1    1   -1    0  
   1522   118.75303749999999            -60.836875   18.061     0.81     0.99   -1   -1    1   -1    0  
   1523   118.75306666666665    -61.14666111111111   17.246    0.846     1.02   -1   -1    1   -1    0  
   1524   118.75314583333332    -60.80851388888889   15.557    1.031    1.168   -1   -1    1   -1    0  
   1525   118.75314999999999   -60.323238888888895   18.288    1.498    2.273    1    1    1    1    0  
   1526   118.75335833333332   -60.904269444444445   19.711   -9.999    0.573    0   -1    0   -1    0  
   1527   118.75343749999999            -61.219225   16.131    0.843    1.039   -1   -1    1   -1    0  
   1528           118.753525   -61.062691666666666   15.271    1.087    1.371    1    1   -1   -1    1  
   1529   118.75419583333333    -60.32777777777778   17.808    0.928    1.102   -1   -1    1   -1    0  
   1530   118.75421249999998    -60.95124722222223   15.691     0.94    1.121   -1   -1    1   -1    0  
   1531   118.75429166666666   -60.524541666666664   19.305   -9.999    2.668    0    1    0    1    0  
   1532           118.754325    -60.92191944444444    19.86   -9.999    0.887    0   -1    0   -1    0  
   1533   118.75433749999999   -60.383580555555554     19.9   -9.999    1.301    0   -1    0   -1    0  
   1534   118.75490833333333    -61.08219166666667   17.878    0.908    1.084   -1   -1    1   -1    0  
   1535   118.75493333333333   -60.722319444444445   20.169   -9.999    2.292    0   -1    0   -1    0  
   1536              118.755    -60.50216388888889   16.992    0.762    0.729   -1   -1   -1   -1    0  
   1537   118.75514166666666   -60.418902777777774   17.317    0.947    1.106   -1   -1    1   -1    0  
   1538   118.75518749999999   -61.219094444444444   16.986   -9.999    0.868    0   -1    0   -1    0  
   1539   118.75523749999999            -60.662175   19.203    0.893    1.306   -1   -1   -1   -1    0  
   1540   118.75532916666666   -60.587208333333336   19.815   -9.999    1.232    0   -1    0   -1    0  
   1541   118.75549999999998   -60.879555555555555   14.624    0.729    0.915   -1   -1    1   -1    0  
   1542   118.75582916666666    -60.53763055555555   18.759    1.095    1.855   -1   -1   -1   -1    0  
   1543   118.75583333333333            -60.738725    20.05   -9.999    0.432    0   -1    0   -1    0  
   1544   118.75586249999999    -60.46403055555556   17.239    1.533    2.011    1    1    1    1    0  
   1545            118.75595    -60.66939444444444   19.743   -9.999    1.551    0   -1    0   -1    0  
   1546   118.75597499999999    -61.20648055555556   18.782   -9.999     0.81    0   -1    0   -1    0  
   1547   118.75599166666666    -61.16220277777778   19.984   -9.999     1.87    0   -1    0   -1    0  
   1548   118.75602916666666   -60.325094444444446   19.755    0.234    0.922   -1   -1   -1   -1    0  
   1549   118.75604166666665    -60.69573055555555   19.848   -9.999    0.995    0   -1    0   -1    0  
   1550   118.75614166666665    -60.86111666666667    17.56    0.747    0.932   -1   -1    1   -1    0  
   1551   118.75676666666666    -60.81371111111111   20.099   -9.999    0.548    0   -1    0   -1    0  
   1552          118.7570375    -60.52779722222222   20.346   -9.999    1.515    0   -1    0   -1    0  
   1553   118.75724583333333   -60.508430555555556   16.403    0.691    0.846   -1   -1    1   -1    0  
   1554   118.75729583333332   -60.784055555555554   18.043    0.779    1.034   -1   -1    1   -1    0  
   1555   118.75742916666665    -60.41300277777778   19.262    0.686     0.62   -1   -1    1   -1    0  
   1556   118.75778749999999    -60.57656388888889   19.483    0.615    0.901   -1   -1    1   -1    0  
   1557   118.75792499999999    -60.39288055555556   17.998    0.931    1.076   -1   -1    1   -1    0  
   1558   118.75820416666666    -60.92343333333333   17.938    0.787    0.938   -1   -1    1   -1    0  
   1559   118.75834999999998            -61.055625   19.755   -9.999    1.062    0   -1    0   -1    0  
   1560   118.75844583333333   -60.708225000000006   19.035   -9.999    2.677    0    1    0    1    1  
   1561          118.7591875    -60.85718888888889     17.7    1.385    1.991   -1   -1   -1   -1    0  
   1562   118.75937083333334    -60.50378333333333   17.877    0.855    1.791   -1   -1   -1   -1    0  
   1563   118.75983333333332    -61.17710833333333   18.338   -9.999    2.355    0    1    0    1    0  
   1564   118.76011249999999    -60.64810833333333   18.111    1.442    1.596    1   -1    1   -1    0  
   1565   118.76053333333333    -60.70420555555556   18.745    1.198    1.313   -1   -1    1   -1    0  
   1566   118.76061666666665    -60.58166944444445    20.54   -9.999    1.712    0   -1    0   -1    0  
   1567   118.76112499999999    -60.93478888888889   19.247   -9.999    1.295    0   -1    0   -1    0  
   1568   118.76114999999999    -60.98557777777778   17.318    0.709    1.027   -1   -1   -1   -1    0  
   1569          118.7614375   -60.855155555555555    14.57    0.523    0.682   -1   -1    1   -1    0  
   1570   118.76156666666665   -60.670294444444444    19.59   -9.999    1.729    0   -1    0   -1    0  
   1571   118.76169583333332    -60.75313611111111   15.644    0.671    0.864   -1   -1    1   -1    0  
   1572   118.76208749999999    -60.68899722222222     17.9    0.666    0.892   -1   -1    1   -1    0  
   1573   118.76210416666666    -60.76203611111111   18.589    1.247    1.707   -1   -1   -1   -1    0  
   1574   118.76212083333333   -60.481183333333334   20.053    0.848    1.189   -1   -1   -1   -1    0  
   1575   118.76218333333333   -60.965944444444446   19.115   -9.999    2.361    0   -1    0   -1    0  
   1576   118.76267499999999    -61.19841666666667   17.902    0.946    1.192   -1   -1    1   -1    0  
   1577   118.76273749999999    -60.54461111111111   19.544   -9.999    1.955    0   -1    0   -1    0  
   1578   118.76294583333332    -60.54912777777778   19.202   -9.999    1.975    0   -1    0   -1    0  
   1579   118.76297916666665    -60.43056111111111   16.019    0.939    1.131   -1   -1    1   -1    0  
   1580   118.76306249999999    -61.22388333333333   20.754    0.115   -9.999   -1    0    0   -1    0  
   1581   118.76307083333333    -60.51468888888889   19.438   -9.999     2.45    0   -1    0   -1    0  
   1582   118.76330416666666   -61.124494444444444   17.501    0.924    1.079   -1   -1    1   -1    0  
   1583   118.76339999999999    -60.44220277777777   18.686    0.975    2.152   -1   -1   -1   -1    0  
   1584   118.76344583333332   -60.908966666666664   19.976   -9.999     2.29    0   -1    0   -1    0  
   1585   118.76352083333333    -60.97308888888889   15.478    1.006    1.142   -1   -1    1   -1    0  
   1586   118.76354166666667   -60.742580555555556   20.327   -9.999    0.653    0   -1    0   -1    0  
   1587   118.76355416666665    -60.95561111111111   20.281   -9.999    0.852    0   -1    0   -1    0  
   1588   118.76382916666665    -60.79054166666666   17.739    1.246    1.617   -1   -1    1   -1    0  
   1589   118.76413749999999    -60.81886666666667    19.98   -9.999     1.38    0   -1    0   -1    0  
   1590   118.76414583333332    -60.43096111111111   16.124    0.928    0.889   -1   -1   -1   -1    0  
   1591            118.76415   -60.627972222222226   17.198    0.754    0.886   -1   -1    1   -1    0  
   1592   118.76424166666665    -60.46843888888889   19.692   -9.999    1.168    0   -1    0   -1    0  
   1593   118.76436249999999    -60.55461666666666   17.799    0.837     1.03   -1   -1    1   -1    0  
   1594   118.76457916666665    -60.91788611111111   18.369    0.858    1.088   -1   -1    1   -1    0  
   1595   118.76466666666666    -60.69303055555555   18.571    0.862    1.121   -1   -1    1   -1    0  
   1596   118.76471249999999   -60.783252777777776   20.654   -9.999    1.204    0   -1    0   -1    0  
   1597   118.76487083333333   -60.479222222222226   16.329    1.325    1.658    1    1    1    1    0  
   1598          118.7649125    -60.83909444444445   19.193   -9.999    1.832    0   -1    0   -1    0  
   1599   118.76496666666667    -60.87229166666667   19.261   -9.999    1.788    0   -1    0   -1    0  
   1600   118.76499583333333    -60.48090833333333   19.269    0.958    0.833   -1   -1   -1   -1    0  
   1601          118.7652375    -60.75501111111111   20.122   -9.999    1.856    0   -1    0   -1    0  
   1602   118.76544583333333    -60.32915277777778   18.944    0.731    0.937   -1   -1    1   -1    0  
   1603   118.76556666666666   -60.581294444444445   17.455    1.215     1.29   -1   -1    1   -1    0  
   1604            118.76565    -60.53428611111111   18.818    0.677    1.187   -1   -1   -1   -1    0  
   1605   118.76570416666665    -61.09292777777778   17.344    1.067    1.391   -1   -1   -1   -1    0  
   1606   118.76593333333332    -60.81472222222222   19.603   -9.999    0.961    0   -1    0   -1    0  
   1607   118.76597083333333    -61.20779166666667   18.365    0.843    0.958   -1   -1    1   -1    0  
   1608   118.76615833333332    -60.33850555555556   18.058    0.874    0.983   -1   -1    1   -1    0  
   1609   118.76632083333332   -60.326169444444446   18.972    0.983    1.348   -1   -1   -1   -1    0  
   1610   118.76637083333333    -61.09803055555556   15.931    1.283    1.657    1    1    1    1    1  
   1611   118.76656249999999            -60.653025   19.255   -9.999    2.208    0   -1    0   -1    0  
   1612   118.76678749999999    -60.91640833333333   19.954   -9.999    1.498    0   -1    0   -1    0  
   1613   118.76718749999999   -60.886655555555556   18.101    1.284    2.627   -1    1   -1   -1    1  
   1614   118.76727083333333   -60.811636111111106   14.245    1.714    1.209   -1    1   -1   -1    1  
   1615           118.767375    -60.36716944444444   18.962    0.971    0.958   -1   -1    1   -1    0  
   1616   118.76756249999998    -60.63995277777778   10.458    0.198    0.228    1    1    1    1    0  
   1617   118.76807916666665   -60.481972222222225   18.983    0.928    0.742   -1   -1   -1   -1    0  
   1618   118.76808333333332   -61.012080555555556   14.461    0.648    0.818   -1   -1    1   -1    0  
   1619   118.76822083333333            -60.401875   18.737    1.658    2.217    1   -1    1   -1    0  
   1620   118.76822916666666    -60.81090555555555   14.233    1.005    1.225    1    1   -1   -1    1  
   1621   118.76826249999999   -60.954769444444445   18.708    1.224    1.278   -1   -1    1   -1    0  
   1622          118.7683625    -60.84789722222222   18.842   -9.999    1.717    0   -1    0   -1    0  
   1623   118.76853333333332   -60.463438888888895   16.562    0.864    1.065   -1   -1    1   -1    0  
   1624   118.76864583333332    -60.60024444444445   18.868   -9.999    2.059    0   -1    0   -1    0  
   1625   118.76869166666667    -60.52598888888889   16.652    1.181    1.379   -1   -1    1   -1    0  
   1626   118.76885416666666    -60.71831388888889   18.414     0.61    1.018   -1   -1   -1   -1    0  
   1627   118.76894166666666    -60.50024444444445   17.731    1.035    1.226   -1   -1    1   -1    0  
   1628   118.76904583333332    -61.01560277777778   19.661   -9.999     1.16    0   -1    0   -1    0  
   1629          118.7694375   -60.528308333333335   18.832    1.075    1.119   -1   -1    1   -1    0  
   1630   118.76951249999999    -60.40450833333333   18.908    0.542    0.764   -1   -1    1   -1    0  
   1631   118.76951249999999    -61.20839166666667   19.531   -9.999    0.932    0   -1    0   -1    0  
   1632   118.76954583333332    -60.37265555555555   17.177    0.652    0.876   -1   -1    1   -1    0  
   1633            118.76955    -60.38201388888889   19.894   -9.999    1.905    0   -1    0   -1    0  
   1634   118.76968749999999    -60.49931388888889   18.754     1.28    1.551   -1   -1    1   -1    0  
   1635   118.76991249999999    -60.83969722222223   19.239    0.692    0.868   -1   -1    1   -1    0  
   1636   118.77005416666665   -60.728855555555555   15.685    1.307    1.408    1    1    1    1    0  
   1637   118.77010416666666              -60.5472   17.527    0.969    1.449   -1   -1   -1   -1    0  
   1638   118.77029999999999            -61.023775   19.532   -9.999    1.831    0   -1    0   -1    0  
   1639   118.77077499999999   -61.076600000000006   16.677    1.103    1.293   -1   -1    1   -1    0  
   1640   118.77086666666666   -60.991883333333334   15.997    1.254    1.601    1    1    1    1    0  
   1641   118.77092499999999    -60.39063055555555   15.151    0.847    0.957   -1   -1    1   -1    0  
   1642   118.77095416666666   -60.346222222222224   18.845    0.801    1.033   -1   -1    1   -1    0  
   1643   118.77095833333331    -60.69633888888889   16.665    1.011    1.201   -1   -1    1   -1    0  
   1644          118.7711375    -60.82010833333334   18.446    0.512    0.792   -1   -1    1   -1    0  
   1645   118.77118333333333    -60.57766388888889   16.009    1.328    1.521    1    1    1    1    0  
   1646   118.77122499999999    -61.13849722222222   14.946    0.761    0.948   -1   -1    1   -1    0  
   1647   118.77139166666666    -61.21932777777778   17.958    1.163    1.121   -1   -1    1   -1    0  
   1648           118.771475   -60.767091666666666   18.574    0.829    1.008   -1   -1    1   -1    0  
   1649   118.77153333333332   -60.703186111111116   19.452    0.724    0.945   -1   -1    1   -1    0  
   1650   118.77171666666666   -60.822950000000006   18.922   -9.999    1.964    0   -1    0   -1    0  
   1651   118.77176666666665    -60.61127777777778    17.01   -9.999     1.54    0   -1    0   -1    0  
   1652   118.77192916666665   -60.681777777777775   18.636    0.835    1.099   -1   -1    1   -1    0  
   1653   118.77200416666665    -61.11216666666667   20.082   -9.999    1.049    0   -1    0   -1    0  
   1654   118.77214583333331    -60.42234444444444    18.29    1.195    1.257   -1   -1    1   -1    0  
   1655          118.7724875   -60.900302777777775   18.247    0.992    1.323   -1   -1   -1   -1    0  
   1656   118.77251666666665    -60.53718333333333   19.262   -9.999    1.387    0   -1    0   -1    0  
   1657             118.7726    -60.60933888888889   14.151    0.924    1.063    1    1    1    1    1  
   1658   118.77263749999999    -60.65161388888889   19.595   -9.999    1.441    0   -1    0   -1    0  
   1659   118.77267499999999   -60.779808333333335   17.693    1.382    1.298   -1   -1   -1   -1    0  
   1660   118.77273749999999    -61.16710555555555    18.82    1.118    1.625   -1   -1   -1   -1    0  
   1661   118.77289999999999    -60.85165277777778   15.419    0.973    1.063   -1   -1    1   -1    0  
   1662   118.77312083333332    -60.91713333333333   15.558    0.886     1.08   -1   -1    1   -1    0  
   1663   118.77313333333333    -61.12654722222222   16.899    0.827    0.992   -1   -1    1   -1    0  
   1664   118.77320833333333             -61.18785   17.505    0.804     0.99   -1   -1    1   -1    0  
   1665   118.77321666666666              -60.7794   18.579    0.907    1.059   -1   -1    1   -1    0  
   1666   118.77338749999998    -60.59690555555556   17.798    0.852    1.139   -1   -1   -1   -1    0  
   1667   118.77358333333332    -60.35455833333334   17.342    1.182    1.378   -1   -1    1   -1    0  
   1668   118.77359999999999            -60.526925   16.191    0.793    0.959   -1   -1    1   -1    0  
   1669   118.77363749999999   -60.603658333333335   20.103   -9.999    1.748    0   -1    0   -1    0  
   1670   118.77364166666666   -60.720955555555555   17.747    0.766    0.976   -1   -1    1   -1    0  
   1671   118.77364583333333    -60.76548888888889   20.536   -9.999    2.716    0   -1    0   -1    0  
   1672   118.77364999999999    -60.43098611111111   19.564    0.983    1.134   -1   -1    1   -1    0  
   1673   118.77371249999999    -60.87636666666667   20.006   -9.999    0.887    0   -1    0   -1    0  
   1674   118.77391666666666    -60.36089722222222   16.679    0.743    0.899   -1   -1    1   -1    0  
   1675   118.77405416666666    -60.39394444444444   16.633    0.785    0.952   -1   -1    1   -1    0  
   1676   118.77421249999999   -61.193641666666664   17.921    0.813    1.145   -1   -1   -1   -1    0  
   1677   118.77456666666666   -61.074872222222226   13.435    0.773    0.918    1    1    1    1    1  
   1678   118.77469166666667    -60.42930277777778   17.961    1.074    1.411   -1   -1   -1   -1    0  
   1679   118.77469166666667             -61.05625   20.109   -9.999    3.033    0    1    0    1    1  
   1680   118.77523749999999    -60.44741666666666   20.279   -9.999    2.752    0   -1    0   -1    0  
   1681   118.77538333333332    -60.66096944444444   20.327   -9.999    1.329    0   -1    0   -1    0  
   1682   118.77556666666665    -60.97090555555556   16.001      0.7    0.879   -1   -1    1   -1    0  
   1683   118.77558749999999   -61.121386111111114   19.068    1.056    1.097   -1   -1    1   -1    0  
   1684   118.77568749999999    -60.85968611111111   17.443    0.912    0.978   -1   -1    1   -1    0  
   1685   118.77590416666665   -60.311730555555556   20.953   -9.999    2.554    0   -1    0   -1    0  
   1686   118.77590416666665    -61.08466388888889   18.794    0.626    1.057   -1   -1   -1   -1    0  
   1687             118.7764   -61.054741666666665   17.088    0.789    0.997   -1   -1    1   -1    0  
   1688   118.77649999999998   -60.785916666666665    17.52    1.056     1.12   -1   -1    1   -1    0  
   1689          118.7765625    -60.85584722222222   14.391     0.84    0.961   -1   -1    1   -1    0  
   1690   118.77663333333332   -60.637458333333335   19.784   -9.999    1.031    0   -1    0   -1    0  
   1691   118.77684583333333    -60.67839166666666   18.424    0.942    1.093   -1   -1    1   -1    0  
   1692   118.77688333333332    -60.62965277777778   20.012   -9.999    0.787    0   -1    0   -1    0  
   1693   118.77688333333332   -60.642941666666665   17.249    0.644    0.845   -1   -1    1   -1    0  
   1694   118.77709583333333    -60.49068888888889   18.168    1.023    1.167   -1   -1    1   -1    0  
   1695             118.7773   -60.870133333333335   19.775   -9.999     2.07    0   -1    0   -1    0  
   1696   118.77730416666667    -60.77272222222222   18.065    1.202    1.548   -1   -1    1   -1    0  
   1697   118.77745416666666   -61.102719444444446   19.411    1.105    1.167   -1   -1    1   -1    0  
   1698   118.77760416666666    -60.41905833333333   21.356   -9.999    3.318    0    1    0    1    0  
   1699   118.77771249999999    -61.12041111111111   18.202   -9.999    2.293    0    1    0    1    0  
   1700          118.7779125   -61.105247222222225   19.584   -9.999    1.677    0   -1    0   -1    0  
   1701   118.77798333333332               -61.075     14.2    0.526    0.912   -1   -1   -1   -1    0  
   1702   118.77831666666667   -60.435694444444444    19.19      1.6     1.53    1   -1    1   -1    0  
   1703   118.77847916666666    -60.42093611111111   19.184    0.812    1.306   -1   -1   -1   -1    0  
   1704   118.77851249999999   -61.058163888888885   19.266   -9.999    1.144    0   -1    0   -1    0  
   1705   118.77875833333333   -60.591208333333334   18.995    1.038    1.047   -1   -1    1   -1    0  
   1706           118.778775    -60.96973055555556   20.298   -9.999    1.197    0   -1    0   -1    0  
   1707   118.77879166666666    -61.19201388888889   14.276    1.121    1.257   -1   -1    1   -1    0  
   1708   118.77884583333332    -61.13389166666666   18.094    1.172    1.345   -1   -1    1   -1    0  
   1709   118.77893333333333   -60.952555555555556   16.903    1.071    1.276   -1   -1    1   -1    0  
   1710   118.77904583333333            -60.925725   19.024    0.911    1.116   -1   -1    1   -1    0  
   1711   118.77922916666667    -60.95824722222223   17.578    0.908    0.965   -1   -1    1   -1    0  
   1712   118.77926249999999             -60.39255   16.531    0.781    0.885   -1   -1    1   -1    0  
   1713   118.77931666666666    -61.16289166666667   15.763    0.797    1.025   -1   -1   -1   -1    0  
   1714   118.77934583333332            -60.943175   18.347     0.86    1.081   -1   -1    1   -1    0  
   1715   118.77936666666666    -60.46281944444445   17.083    1.178    1.374   -1   -1    1   -1    0  
   1716   118.77937083333333    -60.69765833333333   17.801    0.935    0.987   -1   -1    1   -1    0  
   1717   118.77937499999999    -60.34661388888889   19.379    1.011    1.193   -1   -1    1   -1    0  
   1718   118.77947499999999    -61.14671666666666   19.644   -9.999    2.124    0   -1    0   -1    0  
   1719   118.77954166666666    -61.10993888888889   15.274    1.069    1.249    1    1    1    1    0  
   1720   118.78022499999999    -61.06363888888889   20.029   -9.999    2.918    0    1    0    1    0  
   1721   118.78047499999998   -60.400641666666665   19.689    0.872     0.97   -1   -1    1   -1    0  
   1722          118.7805875    -60.64457222222222   16.587    0.753    0.896   -1   -1    1   -1    0  
   1723   118.78067499999999    -61.01388611111111   19.801   -9.999    1.568    0   -1    0   -1    0  
   1724   118.78069583333333    -60.89198611111111   18.904    1.012    1.058   -1   -1    1   -1    0  
   1725   118.78099166666667   -60.704616666666666    14.18    1.396    1.699   -1   -1    1   -1    0  
   1726   118.78117499999999    -60.52240555555556   17.778    0.772    0.912   -1   -1    1   -1    0  
   1727   118.78123333333333    -61.07946944444445   19.587   -9.999    1.658    0   -1    0   -1    0  
   1728   118.78160833333332   -61.048252777777776   18.246    0.992    1.111   -1   -1    1   -1    0  
   1729   118.78217499999998    -60.48843055555556   18.091    1.002    1.122   -1   -1    1   -1    0  
   1730   118.78219999999999   -60.796055555555554   17.027    0.924    0.947   -1   -1    1   -1    0  
   1731   118.78227499999998    -60.71306111111112   19.115    0.718    0.867   -1   -1    1   -1    0  
   1732   118.78231666666666    -60.80719444444444   15.354   -9.999    0.865    0   -1    0   -1    0  
   1733   118.78233333333333    -60.65935555555556   18.669    1.557     2.77    1    1    1    1    1  
   1734   118.78244583333331    -60.75584722222222    14.57    0.626    0.776   -1   -1    1   -1    0  
   1735   118.78250416666666   -60.532580555555555    17.94    0.638    0.819   -1   -1    1   -1    0  
   1736   118.78261666666666   -60.453205555555556   18.043    1.321    1.679   -1   -1    1   -1    0  
   1737   118.78274583333332            -61.186625   16.224    0.443    0.351   -1   -1   -1   -1    0  
   1738   118.78275416666666   -60.561277777777775   18.419    0.544    0.846   -1   -1    1   -1    0  
   1739   118.78300416666666    -60.57990277777778   20.033   -9.999    1.551    0   -1    0   -1    0  
   1740   118.78321249999999    -60.53463611111111   18.533    1.247    1.276   -1   -1    1   -1    0  
   1741   118.78387916666667   -60.363147222222224   19.866   -9.999    0.875    0   -1    0   -1    0  
   1742          118.7842125    -60.87471111111111    16.67    0.712    0.916   -1   -1    1   -1    0  
   1743   118.78423333333332   -60.666069444444446   14.895     1.14     1.21    1    1    1    1    0  
   1744   118.78433333333332              -60.5717   19.973   -9.999    2.525    0   -1    0   -1    0  
   1745   118.78440416666666   -60.884163888888885   18.507    0.752    1.559   -1   -1   -1   -1    0  
   1746   118.78452083333333    -60.81067777777778   18.868    0.478    0.878   -1   -1   -1   -1    0  
   1747   118.78462499999999   -60.482083333333335   17.823    1.098    1.212   -1   -1    1   -1    0  
   1748   118.78464166666666    -61.06917777777778    20.15   -9.999    1.945    0   -1    0   -1    0  
   1749   118.78507499999999    -60.45471944444445   19.521    0.877    1.258   -1   -1   -1   -1    0  
   1750   118.78507916666666    -60.98565833333333   18.806   -9.999    1.299    0   -1    0   -1    0  
   1751   118.78514166666666    -60.72340833333334   20.265   -9.999    2.897    0    1    0    1    0  
   1752   118.78537083333333   -60.650641666666665   16.537     0.92    0.871   -1   -1   -1   -1    0  
   1753   118.78542083333332    -60.48670833333333   18.264   -9.999    2.474    0    1    0    1    1  
   1754   118.78545833333332    -60.51176111111111   18.339    0.625    1.014   -1   -1   -1   -1    0  
   1755   118.78549583333331    -60.62672222222222   18.317    1.134    1.216   -1   -1    1   -1    0  
   1756   118.78556666666667   -60.806602777777776   14.387    0.777    0.864   -1   -1    1   -1    0  
   1757   118.78562083333333    -60.33581388888889    14.46     1.13    1.195    1    1    1    1    1  
   1758   118.78574166666667    -61.09979166666667   19.521     0.54    1.003   -1   -1   -1   -1    0  
   1759   118.78597083333332             -60.38485   18.188    0.945    1.014   -1   -1    1   -1    0  
   1760   118.78597916666666            -60.952075   18.012    0.906    1.018   -1   -1    1   -1    0  
   1761   118.78617083333332    -61.12551944444444   18.205    0.784     0.96   -1   -1    1   -1    0  
   1762   118.78641666666667    -60.56733611111112   20.027   -9.999    1.449    0   -1    0   -1    0  
   1763   118.78648749999999   -61.052052777777774   19.215   -9.999    1.255    0   -1    0   -1    0  
   1764   118.78684583333332    -60.39225277777778   19.709   -9.999    3.788    0   -1    0   -1    0  
   1765   118.78695416666665    -60.60810277777778   17.986    1.309    1.621   -1   -1    1   -1    0  
   1766   118.78718333333332    -61.02661666666667   19.559   -9.999     0.74    0   -1    0   -1    0  
   1767   118.78745416666665   -60.461958333333335   19.333    0.955    1.187   -1   -1    1   -1    0  
   1768   118.78749583333332    -60.98833888888889   19.356   -9.999    1.507    0   -1    0   -1    0  
   1769   118.78769166666666    -60.42140833333333   17.193    0.671    0.918   -1   -1    1   -1    0  
   1770   118.78777916666667   -60.439055555555555   16.733    0.798    0.951   -1   -1    1   -1    0  
   1771           118.787875    -60.48175277777778   19.645    0.166    1.145   -1   -1   -1   -1    0  
   1772   118.78847083333332    -61.22248611111111   17.129    0.803     1.06   -1   -1    1   -1    0  
   1773   118.78862083333333    -60.53037777777778   19.186    0.681    1.241   -1   -1   -1   -1    0  
   1774   118.78884166666666    -61.21179444444445   19.438    0.953   -9.999   -1    0    0   -1    0  
   1775   118.78892916666666   -60.389858333333336    14.86   -9.999    0.349    0   -1    0   -1    0  
   1776   118.78893333333333   -60.724672222222225   17.431    0.899    1.012   -1   -1    1   -1    0  
   1777   118.78901666666665    -61.14811111111111   20.146   -9.999    0.893    0   -1    0   -1    0  
   1778   118.78902083333332    -60.41042777777778   18.078    0.683    0.892   -1   -1    1   -1    0  
   1779   118.78907916666665   -60.898355555555554   16.861    0.706    0.941   -1   -1   -1   -1    0  
   1780             118.7892    -60.31406388888889   16.595    0.712    0.863   -1   -1    1   -1    0  
   1781   118.78924583333333    -60.57637777777778   12.603    0.614    0.743    1    1    1    1    0  
   1782   118.78945416666666    -60.84064722222222     18.5     0.81    1.051   -1   -1    1   -1    0  
