# 
# Source: WEBDA
# 
# F1  V vs B-V membership flag
# F2  V vs V-I membership flag
# F3  B-V vs V-I membership flag
# F4  Candidate membership flag
# F5  Binarity flag
# 
# ID    RAh RAm RAs  DE- DEd DEm DEs      V     B-V     V-I  F1 F2 F3 F4 F5
     ID              RAJ2000               DEJ2000     Vmag      B-V      V-I   F1   F2   F3   F4   F5  
   9426   119.67479583333332   -60.545966666666665   19.605   -9.999    1.202    0   -1    0   -1    0  
   9427   119.67482083333333    -61.02563055555555   20.279   -9.999    3.135    0    1    0    1    1  
   9428   119.67482916666665    -61.00766111111111   19.833   -9.999    1.348    0   -1    0   -1    0  
   9429   119.67503333333332            -60.844475   18.231     1.38    2.513   -1    1   -1   -1    1  
   9430   119.67536249999999    -60.86632222222222   18.371    0.972    1.188   -1   -1    1   -1    0  
   9431   119.67548333333332   -61.070933333333336   18.947    1.044    1.118   -1   -1    1   -1    0  
   9432   119.67550833333333   -60.465788888888895   19.312    1.146     1.21   -1   -1    1   -1    0  
   9433   119.67555416666666    -60.47559722222223   19.893     1.29    0.994   -1   -1   -1   -1    0  
   9434   119.67562083333331   -60.634969444444444   18.111    0.594    0.832   -1   -1    1   -1    0  
   9435   119.67584583333333    -61.10684444444445   15.991    0.751    0.936   -1   -1    1   -1    0  
   9436   119.67599583333332    -61.16283333333333    18.94    1.291    1.371   -1   -1    1   -1    0  
   9437   119.67601249999998   -61.108786111111115   20.278   -9.999    1.868    0   -1    0   -1    0  
   9438   119.67629999999998    -60.45261111111111   20.753   -9.999    1.515    0   -1    0   -1    0  
   9439   119.67632499999999    -61.17285833333333   17.495     0.98    1.109   -1   -1    1   -1    0  
   9440           119.676375   -60.985936111111116   20.061    0.602    0.931   -1   -1   -1   -1    0  
   9441   119.67639999999999    -60.70538888888889   17.457   -9.999    2.913    0   -1    0   -1    0  
   9442   119.67651249999999    -60.99339166666667   19.096     1.24    1.543   -1   -1    1   -1    0  
   9443   119.67672916666666            -60.901725   16.877    0.808    0.899   -1   -1    1   -1    0  
   9444   119.67712083333333   -61.156077777777774   19.088    1.036    1.506   -1   -1   -1   -1    0  
   9445   119.67727083333332   -61.216150000000006   16.522    0.829    0.942   -1   -1    1   -1    0  
   9446   119.67728333333332    -60.67219166666666   13.641    0.781    0.851    1    1    1    1    0  
   9447   119.67751666666665    -61.09527777777778   18.284    1.084     1.15   -1   -1    1   -1    0  
   9448   119.67759166666664    -60.52001666666666   17.448    0.632    0.822   -1   -1    1   -1    0  
   9449   119.67760833333332    -60.71061944444445   14.182    0.723     0.82   -1   -1    1   -1    0  
   9450          119.6779375    -60.72641388888889   18.926    0.899    0.658   -1   -1   -1   -1    0  
   9451   119.67809583333332            -60.364475   20.227    0.579   -9.999   -1    0    0   -1    0  
   9452   119.67828333333333    -60.41631388888889   19.623   -9.999     2.01    0   -1    0   -1    0  
   9453   119.67845416666665    -60.65938333333333   17.686    1.566    2.096    1    1    1    1    0  
   9454   119.67854999999999    -60.51211388888889   19.344     1.59      2.1    1   -1    1   -1    0  
   9455   119.67878333333333    -60.38270833333333   17.691     1.02    1.195   -1   -1    1   -1    0  
   9456          119.6787875    -61.16053333333333   18.752    1.627    2.218    1   -1    1   -1    0  
   9457   119.67879166666665    -60.59955277777778   18.469    0.837    0.989   -1   -1    1   -1    0  
   9458   119.67896666666665    -60.39550277777778   19.851   -9.999    1.458    0   -1    0   -1    0  
   9459   119.67905833333333   -61.018052777777775   14.932    1.026    1.147    1    1    1    1    0  
   9460   119.67907916666665    -60.47018333333334   20.301   -9.999    0.947    0   -1    0   -1    0  
   9461   119.67942916666667   -60.483402777777776   18.508    1.061    1.214   -1   -1    1   -1    0  
   9462   119.67954583333332    -60.91480555555555   20.572   -9.999    0.382    0   -1    0   -1    0  
   9463   119.67991249999999    -61.15369722222222   19.472    1.128    1.448   -1   -1    1   -1    0  
   9464   119.68004166666665    -60.61578611111111   19.192    0.877    1.119   -1   -1    1   -1    0  
   9465   119.68018333333332    -60.92380277777777    13.84    0.818    0.963    1    1    1    1    0  
   9466   119.68019583333331    -60.86595833333333   18.286    0.794    0.868   -1   -1    1   -1    0  
   9467          119.6803875    -60.69606944444444    16.95    1.132    1.825   -1    1   -1   -1    0  
   9468   119.68047083333332    -60.76372777777778   19.713    0.664     0.73   -1   -1    1   -1    0  
   9469   119.68072083333333    -60.48657777777778   19.344    1.196    1.399   -1   -1    1   -1    0  
   9470   119.68092916666666    -60.89698333333333   19.494    0.792     1.21   -1   -1   -1   -1    0  
   9471   119.68093749999998   -61.080647222222225   17.937    1.377    1.589   -1   -1    1   -1    0  
   9472   119.68098333333333   -60.708938888888895   18.207   -9.999    0.974    0   -1    0   -1    0  
   9473   119.68102499999999    -60.37564166666667   15.953    0.654    0.791   -1   -1    1   -1    0  
   9474   119.68108333333332    -61.14998333333333   15.902    0.708     0.91   -1   -1    1   -1    0  
   9475   119.68115416666666    -60.86179444444445   13.699    0.832    0.964    1    1    1    1    1  
   9476   119.68125833333333    -60.52408333333333   17.882    0.773    0.903   -1   -1    1   -1    0  
   9477   119.68129166666667    -60.62163611111111   18.673    0.739    0.976   -1   -1    1   -1    0  
   9478   119.68143333333333    -61.04226944444444   19.557    1.641    1.912    1   -1    1   -1    0  
   9479   119.68146666666665    -61.01316666666666   18.146    1.662     2.09    1   -1    1   -1    0  
   9480   119.68153749999999    -60.66180833333333   19.271   -9.999    1.752    0   -1    0   -1    0  
   9481   119.68156666666665    -60.92703888888889   19.451    0.961    0.795   -1   -1   -1   -1    0  
   9482   119.68185833333332   -60.713013888888895   17.465    0.806    1.111   -1   -1   -1   -1    0  
   9483   119.68193333333333    -61.08844444444445   19.324     1.54    2.283    1   -1    1   -1    0  
   9484   119.68198333333332    -60.37706388888889   17.011    0.946    1.104   -1   -1    1   -1    0  
   9485   119.68199166666665   -60.678777777777775   18.217    0.679    0.779   -1   -1    1   -1    0  
   9486   119.68221666666666    -60.54908611111111   12.607    0.762    0.864    1    1    1    1    1  
   9487   119.68224166666666            -61.103475   20.658   -9.999    0.705    0   -1    0   -1    0  
   9488   119.68234166666666    -60.55254444444444   18.422     0.89     1.05   -1   -1    1   -1    0  
   9489   119.68250416666665   -60.673786111111106   20.012    0.974    1.069   -1   -1    1   -1    0  
   9490   119.68265833333332    -60.34764722222222   14.145    1.187    1.212   -1   -1   -1   -1    0  
   9491   119.68280833333331    -61.20779166666667   20.725   -9.999    2.961    0    1    0    1    0  
   9492   119.68284166666665    -60.77665277777778   10.518    0.148    0.191   -1    1    1   -1    0  
   9493   119.68289999999999    -60.32810555555556   20.377   -9.999    1.894    0   -1    0   -1    0  
   9494   119.68295416666666   -60.840002777777784   16.617    0.625    0.797   -1   -1    1   -1    0  
   9495   119.68297916666666    -60.72501944444445   19.485   -9.999    1.397    0   -1    0   -1    0  
   9496   119.68305833333332    -60.87484722222222   16.335    0.716    0.829   -1   -1    1   -1    0  
   9497   119.68315416666665    -60.70483611111111   13.781    0.655    0.961   -1    1   -1   -1    0  
   9498   119.68317499999999   -60.360622222222226   20.227   -9.999    2.006    0   -1    0   -1    0  
   9499   119.68319583333333    -61.17646944444444   18.768    0.945    0.982   -1   -1    1   -1    0  
   9500   119.68320416666666   -60.385666666666665   16.967    0.761    0.873   -1   -1    1   -1    0  
   9501           119.683225   -60.897666666666666   21.045   -9.999    1.639    0   -1    0   -1    0  
   9502   119.68328333333332    -61.16408333333333   18.259     0.71    0.956   -1   -1    1   -1    0  
   9503   119.68334166666665    -60.53471111111111   10.849    0.498    0.623   -1   -1    1   -1    0  
   9504   119.68353333333333    -60.34860555555556   16.223    1.016     1.06   -1   -1    1   -1    0  
   9505          119.6835625    -60.92448611111111   15.194    0.592    0.882   -1   -1   -1   -1    0  
   9506   119.68362499999998    -61.14656388888889    19.74    1.406    1.584   -1   -1    1   -1    0  
   9507           119.683675   -60.563138888888886   19.433   -9.999    2.216    0   -1    0   -1    0  
   9508   119.68370833333333    -60.81958055555556   19.192    0.278    1.209   -1   -1   -1   -1    0  
   9509   119.68371249999998   -61.120916666666666   13.475    0.622    0.785   -1   -1    1   -1    0  
   9510          119.6837625   -60.492155555555556   15.077    0.839    0.848   -1   -1    1   -1    0  
   9511   119.68380416666666    -60.76193333333333   18.006    0.906    1.124   -1   -1    1   -1    0  
   9512   119.68388749999998    -60.76041111111111   17.859    1.597    2.263    1    1    1    1    0  
   9513   119.68391249999999    -60.93363333333333   14.475    0.953     1.03    1    1    1    1    0  
   9514   119.68412916666665   -60.610683333333334   19.226    1.177    1.494   -1   -1    1   -1    0  
   9515   119.68415416666666    -60.37980833333334   14.869    0.909    1.075   -1    1    1   -1    0  
   9516   119.68432499999999   -61.173919444444444   19.392    0.891    1.147   -1   -1    1   -1    0  
   9517   119.68452083333332    -61.07716388888889   18.741    0.705    0.864   -1   -1    1   -1    0  
   9518   119.68470833333332   -60.637883333333335   18.063    1.384     1.59   -1   -1    1   -1    0  
   9519   119.68484166666666    -60.56655833333333   18.781    1.452    2.415   -1    1   -1   -1    0  
   9520   119.68484583333331   -61.103322222222225   18.671    0.898    0.857   -1   -1    1   -1    0  
   9521   119.68489999999998   -61.144669444444446   19.999    1.375    1.597   -1   -1    1   -1    0  
   9522   119.68495833333333    -60.42587222222222   18.196    1.323    1.449   -1   -1    1   -1    0  
   9523   119.68497499999998   -60.440102777777774   17.478    0.691    0.875   -1   -1    1   -1    0  
   9524   119.68513333333333    -61.03830555555555   17.822    0.636    0.909   -1   -1    1   -1    0  
   9525             119.6852   -61.027480555555556   20.381   -9.999    1.466    0   -1    0   -1    0  
   9526   119.68520833333332    -60.62974722222222   16.522     0.89    0.999   -1   -1    1   -1    0  
   9527   119.68535416666664    -60.44399166666666   18.028    1.028    1.198   -1   -1    1   -1    0  
   9528   119.68563749999998             -60.53615   17.394    1.253    0.796   -1   -1   -1   -1    0  
   9529   119.68564999999998    -60.97581666666667   18.685      1.0    1.028   -1   -1    1   -1    0  
   9530   119.68612083333332    -60.98314722222222   15.314    0.974    1.124   -1   -1    1   -1    0  
   9531   119.68617499999999    -60.57604722222223    17.79    0.796    0.901   -1   -1    1   -1    0  
   9532   119.68617499999999             -60.89445   17.386    1.197    1.095   -1   -1   -1   -1    0  
   9533   119.68619166666666             -61.02395   20.467   -9.999    1.693    0   -1    0   -1    0  
   9534   119.68629999999999   -60.328250000000004   18.412    0.783    1.109   -1   -1   -1   -1    0  
   9535   119.68644583333332    -60.38055555555555   10.798      0.3    0.349    1    1    1    1    0  
   9536   119.68649583333332   -60.841686111111116   19.418    0.841    1.011   -1   -1    1   -1    0  
   9537            119.68655    -60.78879166666666   18.437    1.369    1.566   -1   -1    1   -1    0  
   9538   119.68664999999999    -61.05222222222222   18.612    0.791    0.874   -1   -1    1   -1    0  
   9539   119.68683749999998    -60.36123611111111   21.248   -9.999    1.917    0   -1    0   -1    0  
   9540   119.68686249999999    -60.43440555555555   20.458   -9.999    1.621    0   -1    0   -1    0  
   9541   119.68686249999999   -61.174727777777775   19.054    0.681    1.146   -1   -1   -1   -1    0  
   9542   119.68689583333332    -60.44665277777777   19.632   -9.999    2.594    0   -1    0   -1    0  
   9543   119.68691666666666    -60.81474166666666    17.38    0.941    1.045   -1   -1    1   -1    0  
   9544   119.68697499999999    -61.04323333333333   17.531    1.515    2.248    1    1    1    1    1  
   9545   119.68699166666666    -60.68058611111111    18.87    1.147    1.061   -1   -1   -1   -1    0  
   9546   119.68709583333332    -60.45433611111111   20.556   -9.999    0.608    0   -1    0   -1    0  
   9547   119.68709999999999    -61.04235555555555   18.281    1.229    2.465   -1    1   -1   -1    1  
   9548   119.68749583333333   -61.150727777777774   18.787    0.774    0.891   -1   -1    1   -1    0  
   9549          119.6876375   -60.347880555555555   19.881   -9.999    1.217    0   -1    0   -1    0  
   9550          119.6877375    -60.86559444444445   17.316    0.939    0.986   -1   -1    1   -1    0  
   9551   119.68774166666665    -60.86159722222222   17.559    0.919    1.015   -1   -1    1   -1    0  
   9552   119.68777083333332            -60.444275   20.083   -9.999    1.325    0   -1    0   -1    0  
   9553           119.687975    -60.75499444444444   17.073    0.743     0.88   -1   -1    1   -1    0  
   9554   119.68802083333333   -60.972300000000004   19.413   -9.999    2.086    0   -1    0   -1    0  
   9555   119.68824166666666    -60.45653055555556   17.494    0.533    0.711   -1   -1    1   -1    0  
   9556   119.68833749999999   -60.394705555555554   16.594    0.721     0.84   -1   -1    1   -1    0  
   9557   119.68854166666667    -60.42975555555555   17.957     0.97    1.028   -1   -1    1   -1    0  
   9558   119.68857916666666    -60.87195277777778   16.088    0.822     0.91   -1   -1    1   -1    0  
   9559   119.68867499999998    -61.10986944444445   18.374    1.531     1.82    1   -1    1   -1    0  
   9560   119.68879999999999    -60.55149722222222   18.552    0.943    0.988   -1   -1    1   -1    0  
   9561   119.68893749999998   -60.727669444444444   19.076    0.841    0.993   -1   -1    1   -1    0  
   9562   119.68899166666665   -60.681888888888885   19.622    1.398    1.019   -1   -1   -1   -1    0  
   9563   119.68899166666665             -60.86395   18.406    1.025    1.095   -1   -1    1   -1    0  
   9564   119.68907916666664   -60.316950000000006   18.848    1.395    1.455   -1   -1   -1   -1    0  
   9565   119.68912083333332    -60.31695277777778   18.895   -9.999    1.536    0   -1    0   -1    0  
   9566   119.68920416666666    -60.46044444444445   18.615    1.112     1.37   -1   -1    1   -1    0  
   9567   119.68920833333331    -61.13118333333333   18.584    0.767    0.944   -1   -1    1   -1    0  
   9568           119.689225    -61.21134166666667    10.94    1.143    1.201   -1   -1    1   -1    0  
   9569   119.68972499999998   -60.945566666666664   20.199   -9.999    1.926    0   -1    0   -1    0  
   9570   119.68977499999998    -60.85447777777778   20.162   -9.999    1.145    0   -1    0   -1    0  
   9571   119.68984583333332    -60.54078888888889   17.439    1.399    1.661   -1   -1    1   -1    0  
   9572   119.68991666666665             -60.69475    19.14   -9.999    2.871    0    1    0    1    1  
   9573   119.68997916666666    -60.62925555555556   20.598   -9.999    1.716    0   -1    0   -1    0  
   9574   119.68999583333331    -60.83146388888889   17.174    0.813      1.0   -1   -1    1   -1    0  
   9575   119.69005416666666   -60.519574999999996   20.653   -9.999    1.957    0   -1    0   -1    0  
   9576   119.69038749999999    -60.77175277777778   19.623   -9.999    1.788    0   -1    0   -1    0  
   9577   119.69040833333332    -60.95527222222223   19.733   -9.999    2.062    0   -1    0   -1    0  
   9578   119.69042499999999    -61.01356666666667   19.937   -9.999    2.164    0   -1    0   -1    0  
   9579   119.69047083333332    -61.08641111111111   19.437     1.16    1.804   -1   -1   -1   -1    0  
   9580   119.69066249999999   -60.840333333333334   19.252   -9.999     1.69    0   -1    0   -1    0  
   9581   119.69101249999999   -60.530097222222224   17.499     0.81    0.942   -1   -1    1   -1    0  
   9582   119.69113749999998    -61.09610277777778   19.721    1.091    1.322   -1   -1    1   -1    0  
   9583   119.69118333333331   -60.374158333333334   20.771   -9.999     2.68    0   -1    0   -1    0  
   9584   119.69133333333332    -60.43111111111111   18.323    0.299    1.173   -1   -1   -1   -1    0  
   9585   119.69157499999999    -61.15888888888889   20.545    1.249    1.434   -1   -1    1   -1    0  
   9586          119.6917625   -60.966836111111114   19.263    0.773    0.796   -1   -1    1   -1    0  
   9587   119.69223749999999   -60.930727777777776   20.377   -9.999    1.629    0   -1    0   -1    0  
   9588   119.69225416666666    -60.47054722222222   19.642   -9.999    1.687    0   -1    0   -1    0  
   9589   119.69262083333332   -60.668613888888885   19.426    0.832    1.033   -1   -1    1   -1    0  
   9590   119.69264999999999    -61.04756111111111   17.851    1.551    2.167    1    1    1    1    0  
   9591   119.69268333333332    -61.07865277777778   20.146   -9.999    1.418    0   -1    0   -1    0  
   9592   119.69273749999998    -60.38325833333333   18.878    0.396    1.321   -1   -1   -1   -1    0  
   9593   119.69281666666666    -60.90367222222222   18.854    1.454    1.551   -1   -1   -1   -1    0  
   9594   119.69284166666665   -60.606547222222225   19.556    0.943    1.306   -1   -1   -1   -1    0  
   9595   119.69292916666666    -60.65126111111111   20.443    0.853   -9.999   -1    0    0   -1    0  
   9596   119.69299166666666   -60.862697222222224   15.519    1.144     1.27    1    1    1    1    0  
   9597   119.69310833333331   -60.346244444444444    19.75    0.614    1.417   -1   -1   -1   -1    0  
   9598   119.69313333333332   -61.013422222222225    19.35    1.047    1.035   -1   -1    1   -1    0  
   9599   119.69321249999999            -60.639275   18.509    0.609     0.88   -1   -1    1   -1    0  
   9600   119.69346666666665    -61.09964166666667   11.714     0.41     0.59    1    1    1    1    0  
   9601   119.69368333333331   -60.749919444444444    18.32    0.813    0.931   -1   -1    1   -1    0  
   9602   119.69368333333331    -60.94752222222222   19.124     1.33    1.422   -1   -1    1   -1    0  
   9603   119.69377083333332             -60.73995    19.94   -9.999    1.571    0   -1    0   -1    0  
   9604   119.69377916666666    -60.97732222222223   17.091    0.887    0.983   -1   -1    1   -1    0  
   9605   119.69380833333332    -61.20995277777778   17.835    0.756     1.62   -1   -1   -1   -1    0  
   9606   119.69392916666666    -60.92115555555555   17.368    1.059    1.108   -1   -1    1   -1    0  
   9607   119.69402916666665   -60.455397222222224   18.305    1.198    1.298   -1   -1    1   -1    0  
   9608   119.69405416666665    -60.53627777777778   17.545    0.744    0.893   -1   -1    1   -1    0  
   9609   119.69423333333332    -60.99882777777778   19.788    0.915    1.071   -1   -1    1   -1    0  
   9610          119.6942375   -60.419513888888886   18.657     0.73    1.056   -1   -1   -1   -1    0  
   9611   119.69428749999999    -60.84305833333334   19.528    1.109    1.247   -1   -1    1   -1    0  
   9612   119.69434166666666   -60.438027777777776   19.929   -9.999    1.809    0   -1    0   -1    0  
   9613   119.69443749999999   -60.376444444444445   14.353    1.163    1.225   -1    1    1   -1    1  
   9614   119.69464166666666    -60.37320555555556    18.94    0.817     0.96   -1   -1    1   -1    0  
   9615   119.69467083333332    -61.01071944444445   19.842    1.375    1.769   -1   -1    1   -1    0  
   9616   119.69479999999999   -61.012277777777776   17.874    1.055    1.323   -1   -1    1   -1    0  
   9617   119.69480416666666   -61.014691666666664   19.017    0.766    0.876   -1   -1    1   -1    0  
   9618   119.69484583333333   -60.545180555555554   16.657     0.64    0.777   -1   -1    1   -1    0  
   9619   119.69506249999999   -60.734294444444444   18.655    0.877    0.786   -1   -1    1   -1    0  
   9620   119.69509583333333   -60.895358333333334   19.572    0.865    0.787   -1   -1    1   -1    0  
   9621   119.69510416666665            -60.923725   14.854    0.588    0.738   -1   -1    1   -1    0  
   9622   119.69543749999998    -60.49288333333333   20.221   -9.999    0.673    0   -1    0   -1    0  
   9623   119.69548749999998    -60.38720555555555   18.623    0.748     1.02   -1   -1    1   -1    0  
   9624   119.69554583333331    -60.63361944444444   19.412    0.852    0.882   -1   -1    1   -1    0  
   9625   119.69561666666665   -60.688694444444444   19.419     1.24    1.064   -1   -1   -1   -1    0  
   9626   119.69562499999999              -61.0314    18.43    1.229    1.679   -1   -1   -1   -1    0  
   9627   119.69564583333332   -61.054627777777775   18.642    0.808    0.948   -1   -1    1   -1    0  
   9628   119.69581666666666    -60.45360277777778   18.554    1.426    1.664   -1   -1    1   -1    0  
   9629   119.69581666666666    -60.72805833333334   17.429    0.675    0.869   -1   -1    1   -1    0  
   9630   119.69590416666665    -60.70656666666667   17.155    0.758    0.996   -1   -1    1   -1    0  
   9631   119.69591249999999   -61.136158333333334   17.537    0.961    1.017   -1   -1    1   -1    0  
   9632   119.69594583333333    -61.17174444444444   17.682    1.589     2.61    1   -1    1   -1    0  
   9633   119.69628333333333    -60.43069444444444   19.926   -9.999    1.103    0   -1    0   -1    0  
   9634   119.69632916666664   -60.848866666666666   16.086    0.576    0.768   -1   -1    1   -1    0  
   9635   119.69634166666665   -60.584319444444446   19.899   -9.999    2.243    0   -1    0   -1    0  
   9636   119.69635833333332    -61.18464722222222   18.607    0.747    1.128   -1   -1   -1   -1    0  
   9637   119.69638749999999    -60.55504722222222   20.916   -9.999    1.315    0   -1    0   -1    0  
   9638   119.69645833333333    -60.43176666666666   18.057    0.946    1.117   -1   -1    1   -1    0  
   9639   119.69645833333333    -60.65799444444444    19.14    1.196     1.19   -1   -1    1   -1    0  
   9640   119.69647916666666    -60.73623888888889   19.205    0.847     1.18   -1   -1   -1   -1    0  
   9641   119.69649999999999    -60.36101666666667   18.812    1.173    1.191   -1   -1    1   -1    0  
   9642   119.69653749999998    -60.98149166666667   17.285    0.731    0.889   -1   -1    1   -1    0  
   9643   119.69659583333332   -60.918927777777775   20.458   -9.999    0.895    0   -1    0   -1    0  
   9644   119.69672083333332   -60.640363888888885   19.949    0.551   -9.999   -1    0    0   -1    0  
   9645   119.69675416666665    -61.03554166666667   14.661    0.516    0.679   -1   -1    1   -1    0  
   9646   119.69701249999999    -60.54537777777777   15.399     0.81    0.766   -1   -1   -1   -1    0  
   9647   119.69713333333333    -60.30294444444444   20.108   -9.999    2.317    0   -1    0   -1    0  
   9648            119.69715    -61.18636111111111   18.136     0.99    1.128   -1   -1    1   -1    0  
   9649   119.69720416666665    -60.31879166666667   19.271    1.311    1.447   -1   -1    1   -1    0  
   9650   119.69728333333332    -60.31881111111112   19.403   -9.999    1.667    0   -1    0   -1    0  
   9651   119.69744166666665            -61.179375   14.643    0.674    0.843   -1   -1    1   -1    0  
   9652   119.69757499999999    -60.69362777777778   18.566    1.018    1.139   -1   -1    1   -1    0  
   9653   119.69758333333331    -61.13098055555555    17.46    0.765    0.949   -1   -1    1   -1    0  
   9654   119.69758749999998   -60.470758333333336   19.186    1.068    0.915   -1   -1   -1   -1    0  
   9655             119.6976   -60.923427777777775   14.802    1.034    1.124    1    1    1    1    0  
   9656   119.69804166666665    -60.86993611111111   18.276    0.792    1.049   -1   -1    1   -1    0  
   9657   119.69805416666665   -60.372283333333336    19.51    0.832    1.069   -1   -1    1   -1    0  
   9658   119.69822499999998    -60.44824166666666   18.297    0.638    0.862   -1   -1    1   -1    0  
   9659   119.69824166666666    -60.86046944444445   11.448    0.408     0.56    1    1    1    1    0  
   9660   119.69854583333333    -60.80913611111111   19.941   -9.999    1.883    0   -1    0   -1    0  
   9661          119.6987125    -60.69340555555555   18.689    0.938    1.205   -1   -1    1   -1    0  
   9662   119.69871666666666   -60.942055555555555   20.302   -9.999    1.882    0   -1    0   -1    0  
   9663   119.69872083333333    -60.44593055555555   20.314   -9.999    1.487    0   -1    0   -1    0  
   9664   119.69895416666665    -60.83998888888889   20.098   -9.999     1.58    0   -1    0   -1    0  
   9665   119.69899583333333            -60.466175   19.613    1.508    1.369    1   -1   -1   -1    0  
   9666   119.69910833333331    -61.15427777777778   20.606   -9.999    1.327    0   -1    0   -1    0  
   9667   119.69919583333332            -60.351675   20.243   -9.999    1.179    0   -1    0   -1    0  
   9668   119.69942916666666    -60.94494444444444   18.214     1.03    1.132   -1   -1    1   -1    0  
   9669           119.699625    -60.36419166666667   19.148    0.858    1.039   -1   -1    1   -1    0  
   9670   119.69971666666665   -60.606477777777776   20.251   -9.999     1.76    0   -1    0   -1    0  
   9671   119.69971666666665             -61.09545    19.49    0.847    0.713   -1   -1   -1   -1    0  
   9672   119.69987083333332    -60.42527222222222   19.959   -9.999    2.547    0   -1    0   -1    0  
   9673   119.69988333333332    -61.09981388888889   19.198    0.749    1.193   -1   -1   -1   -1    0  
   9674   119.70008749999998   -60.804744444444445   19.917   -9.999    1.055    0   -1    0   -1    0  
   9675   119.70009999999999    -60.94721388888888   18.582    1.005    1.215   -1   -1    1   -1    0  
   9676            119.70015   -60.903980555555556   14.335    0.903    1.048    1    1    1    1    0  
   9677   119.70047083333333    -60.59207222222223   20.131   -9.999    0.838    0   -1    0   -1    0  
   9678   119.70055833333332    -60.55694722222222   19.078    0.899      1.1   -1   -1    1   -1    0  
   9679   119.70067916666666    -60.56284722222222   18.211    1.153    1.233   -1   -1    1   -1    0  
   9680   119.70107916666664   -61.029130555555554   17.705    0.867    0.995   -1   -1    1   -1    0  
   9681   119.70107916666664    -61.13220277777778   18.216    1.063     1.13   -1   -1    1   -1    0  
   9682   119.70125416666666    -61.10412777777778   12.308    0.551    0.676    1    1    1    1    0  
   9683   119.70140416666665    -60.97645277777778   17.233    1.183    1.456   -1   -1    1   -1    0  
   9684   119.70142916666666    -60.99070555555556   15.167     1.05    1.126    1    1    1    1    0  
   9685   119.70143333333333   -61.218669444444444   20.085   -9.999    1.035    0   -1    0   -1    0  
   9686   119.70147499999999    -60.55869166666666   18.888    0.982    1.276   -1   -1   -1   -1    0  
   9687   119.70152083333333   -60.876558333333335   18.874   -9.999    1.698    0   -1    0   -1    0  
   9688   119.70182916666666   -60.839600000000004   17.661    1.197    1.859   -1   -1   -1   -1    0  
   9689   119.70185833333332   -60.339283333333334   19.522   -9.999    2.315    0   -1    0   -1    0  
   9690   119.70188749999998    -60.77864722222222   19.062     1.16    0.857   -1   -1   -1   -1    0  
   9691   119.70192916666666    -60.33928055555556   19.488   -9.999     2.28    0   -1    0   -1    0  
   9692   119.70200416666665    -61.11103333333333   18.485    0.841     0.96   -1   -1    1   -1    0  
   9693   119.70202083333332   -60.520205555555556   15.196   -9.999    0.808    0   -1    0   -1    0  
   9694   119.70208749999999            -60.311875   19.762   -9.999    1.225    0   -1    0   -1    0  
   9695   119.70231666666666   -60.348080555555555   20.045   -9.999    1.782    0   -1    0   -1    0  
   9696   119.70268749999998   -60.923544444444445   11.954    0.515    0.587    1    1    1    1    0  
   9697   119.70294583333333    -61.16070277777778   17.258     0.79    0.996   -1   -1    1   -1    0  
   9698   119.70297916666667   -60.346405555555556    17.97    0.643    0.865   -1   -1    1   -1    0  
   9699   119.70311249999997   -61.159866666666666   18.013    0.927   -9.999   -1    0    0   -1    0  
   9700   119.70315833333332    -60.98073611111111   19.092   -9.999    2.577    0    1    0    1    0  
   9701   119.70331249999998    -60.38239166666667    20.46   -9.999    2.768    0   -1    0   -1    0  
   9702            119.70335              -60.6202   20.214    0.526   -9.999   -1    0    0   -1    0  
   9703   119.70350833333332    -60.79629722222222   18.489    1.561    2.476    1    1    1    1    0  
   9704   119.70354166666665    -60.42594444444444   20.141   -9.999    0.829    0   -1    0   -1    0  
   9705   119.70359166666665   -60.650241666666666   19.965   -9.999    2.439    0   -1    0   -1    0  
   9706          119.7036625   -61.030519444444444   20.399   -9.999    1.023    0   -1    0   -1    0  
   9707   119.70389166666665    -61.06798888888889   15.114    1.146    1.239    1    1    1    1    0  
   9708   119.70412499999998             -60.96045    19.35   -9.999    1.348    0   -1    0   -1    0  
   9709   119.70418749999999   -60.518908333333336   14.365    0.569    0.731   -1   -1    1   -1    0  
   9710   119.70431249999999            -60.742125    18.56    0.944    0.995   -1   -1    1   -1    0  
   9711   119.70433333333332    -60.47230277777778   17.236    0.947    1.487   -1   -1   -1   -1    0  
   9712   119.70439583333332    -61.19911388888889   19.733   -9.999    0.616    0   -1    0   -1    0  
   9713   119.70439999999998    -60.71805833333333   18.179    1.584    1.856    1   -1    1   -1    0  
   9714   119.70477083333331   -60.806444444444445   19.168    0.053   -9.999   -1    0    0   -1    0  
   9715            119.70485    -60.30896111111111   18.621    0.692    0.944   -1   -1    1   -1    0  
   9716   119.70499166666666    -61.14640277777778   15.896    0.693    0.912   -1   -1    1   -1    0  
   9717   119.70532916666666   -60.480758333333334   17.119    1.313    0.998   -1   -1   -1   -1    0  
   9718   119.70535416666667    -60.99740833333333   18.348    1.073    1.357   -1   -1    1   -1    0  
   9719   119.70544166666666    -60.48150833333334    16.95    0.937    1.043   -1   -1    1   -1    0  
   9720   119.70564166666665   -61.202619444444444   19.293    1.083    1.355   -1   -1    1   -1    0  
   9721   119.70566666666666   -60.472591666666666   17.017    1.488    1.782    1    1    1    1    0  
   9722   119.70567499999999    -60.94146111111111   20.659   -9.999    1.038    0   -1    0   -1    0  
